ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
200590,300591,205261,201391,200772,201414,201074,200578,200493,101500,205319
200591,202124,203162,203681,101453,100399,200826,202155,204769,204667,300456
200592,200814,200813,200463,201787,201694,202589,202523,104438,204456,300505
200593,200520,200680,200594,305058,102077,300352,301406,105060,106135,301726
200594,200520,200680,200593,100292,204143,103799,204504,201877,100633,202092
200595,202637,200853,200242,204209,202329,200133,304853,201420,105060,200708
200596,300572,100555,100366,101805,306025,105786,205078,300667,105791,100023
200597,104863,301640,203042,102108,200535,200032,202760,100075,302828,306353
200598,301881,203059,202472,302219,201036,300482,205459,100460,201658,100758
200599,200894,200148,204667,303174,203759,202845,201372,300316,204598,104234
200600,303037,304530,204640,204478,300485,200372,104556,303793,202885,201327
200601,200393,305139,200548,202732,302530,302678,302956,304191,304291,400510
200602,300054,304592,200226,400612,300273,204619,102967,201509,200032,201274
200603,201181,200301,201108,200992,203771,200336,200268,204651,200840,201391
200604,204126,202347,300044,202343,201353,203862,203010,202145,300667,202240
200605,306429,200473,200384,204633,100101,204558,304666,204021,105404,200231
200606,200228,200339,200560,102097,300667,301812,100736,101426,200874,204503
200607,201391,100206,201392,200011,105715,200034,200005,201524,100404,300000
200608,200403,200054,200620,100580,106694,204907,204982,100545,201108,105808
200609,204842,200677,200211,200681,201008,200647,102705,303080,106468,205670
200610,303999,304461,201217,200199,301812,204643,100012,202401,205458,202347
200611,202739,100366,201923,203810,104376,101401,306553,300667,103998,306534
200612,203512,200329,205399,204291,202536,106081,101193,100156,100195,403243
200613,200014,200541,105527,200356,100131,105490,303490,102037,300003,102601
200614,100549,205248,102751,103762,201570,205459,101186,205182,204919,300020
200615,204686,200431,100329,106081,103143,104872,100833,100773,200985,100011
200616,100426,101111,104497,105707,200221,103196,200272,203313,200147,301301
200617,103536,204193,201075,102967,301914,100200,304592,100773,200530,203512
200618,201432,200118,203154,202536,104212,205459,204907,200356,200191,205631
200619,202650,202790,200707,200135,203025,203144,200359,201927,202147,204194
200620,200608,100473,100580,202175,100421,100400,200403,100588,104396,100130
200621,201549,201563,205585,204865,100814,202969,200524,100349,106333,102095
200622,106209,300901,301952,105644,104069,205432,102632,200273,102143,203743
200623,203019,201972,200301,300102,200381,106468,302798,200091,402146,300723
200624,203847,201075,201910,101744,200612,203512,100012,202537,205320,201873
200625,300233,205207,204672,100096,201424,100855,102168,202945,100023,305709
200626,200647,200436,205170,200005,102703,204813,104880,201978,204287,203771
200627,101821,101152,102205,100812,201353,101034,400068,100172,306352,301864
200628,402744,402423,100533,202778,103077,304479,400272,205458,402409,204654
200629,203555,203820,200118,201479,106135,100713,100607,201910,200082,300008
200630,105543,400832,401184,104331,102786,200291,204907,401582,300248,304671
200631,102731,200135,300044,200311,100504,100017,105283,200022,200685,201526
200632,101325,200560,100017,200228,203745,201315,200985,100420,201768,201910
200633,202578,200005,100824,200524,200372,200661,103670,105147,103717,304543
200634,102170,103918,201384,200734,203239,106026,200933,106368,100379,104759
200635,303619,302628,302577,302828,203302,302740,401452,301951,304543,100050
200636,203881,200356,204243,200034,201549,100184,200118,100156,105614,201910
200637,106150,100283,200895,202567,203091,301496,100102,100730,301743,200015
200638,100690,101174,200959,304662,204254,204019,300366,103246,204830,105232
200639,203268,104863,200049,106668,106537,201075,103791,300008,100116,102100
200640,203512,101319,201075,201074,300705,201202,103308,200612,103791,100327
200641,200256,105054,205579,203433,201074,304592,400144,106419,202054,202630
200642,300005,105572,105646,100230,100849,202358,203771,106306,103423,203471
200643,200324,100736,300008,200016,204243,200530,203601,202343,203039,103782
200644,202364,106182,200757,102389,201350,101805,200889,100592,304547,200056
200645,200386,400022,101483,300901,102334,103533,103932,304378,101791,101174
200646,200170,104865,106081,203282,100320,101918,203829,201233,201915,304391
200647,204687,200457,205221,200501,202621,205107,101205,203512,303897,102010
200648,300786,105142,200534,302740,106419,202374,202080,100146,100071,200032
200649,301823,303239,103782,100629,100650,300784,203606,300574,200383,104865
200650,201391,203435,103475,305716,304932,204667,200535,201795,200301,200599
200651,400288,401790,500294,400814,400178,400024,102328,104101,101171,302837
200652,100944,205559,202497,200281,300154,105669,200091,102924,200966,101189
200653,304199,204693,201722,500278,103503,104376,201701,304999,102004,200213
200654,200099,302832,103343,100086,200828,202696,200503,100778,104673,201200
200655,302851,102821,205380,105519,204771,304519,105921,301930,301265,104995
200656,202384,202248,201704,101541,306085,200083,302866,204503,100768,200375
200657,100599,204691,204756,200356,302876,400004,105334,101765,302012,205616
200658,101682,100949,106716,105693,204021,105192,100584,201111,204982,100328
200659,202304,200661,100549,103762,101489,104139,200994,200235,101513,200501
200660,200168,102935,201572,300001,101500,100974,201487,300696,300961,105808
200661,200659,202304,100549,103762,101489,200994,200235,101513,201279,204886
200662,500249,403000,101530,500161,403008,500452,400077,400083,402991,401495
200663,201077,101942,202523,200016,201910,100286,305805,304402,200922,300815
200664,100520,100239,200406,101616,300039,204651,100425,204885,203184,100974
200665,100905,100313,200708,201061,203500,300209,100587,201372,201923,202883
200666,204816,303999,202889,202536,204287,401229,400444,203180,201298,102570
200667,100415,200676,201102,200099,202276,202536,205170,100320,200049,205398
200668,105002,105767,205510,205180,400493,101219,500566,106064,204860,204769
200669,200549,201453,205627,201897,200647,200889,305709,300813,202659,100575
200670,200918,302798,201300,104872,104499,100773,202537,202744,300532,400815
200671,101426,100504,200530,100432,200513,300153,202343,101254,200560,203684
200672,201384,105531,201651,301743,205459,100849,200552,202536,100004,100948
200673,204681,103633,305355,305465,201793,104646,303481,202758,101569,402906
200674,202405,106081,100598,200692,205180,401048,400839,200765,301965,202490
200675,201801,201108,205218,203472,100420,303999,100307,305763,200032,202109
200676,203435,202612,103146,205408,205459,204686,200049,105642,202430,200383
200677,200609,200681,200211,106468,402065,100075,402037,201300,301084,106003
200678,204059,204019,305714,202749,200155,200324,100821,105304,200876,301812
200679,202263,200683,200688,303361,201954,201424,104714,204013,202252,101591
200680,200520,200594,200593,200812,300998,302981,103930,203134,401081,101600
200681,200677,200211,200609,204842,101193,400023,201802,203497,204907,200530
200682,104428,101471,300182,104134,201116,201179,301847,202560,102543,304579
200683,200679,202263,204826,104941,302892,102491,200688,200599,203200,101011
200684,100504,200926,204735,100587,100048,205207,202570,200361,100102,203304
200685,203555,205720,300961,200401,201384,101426,200054,205459,200889,200118
200686,301217,402615,103605,403085,101615,500566,401701,205094,305069,300916
200687,106328,202853,205720,105304,204383,204686,203304,300209,100511,201273
200688,204341,200679,200683,204667,202263,301132,100285,201770,100122,202279
200689,400595,203512,200436,200268,200191,202075,304666,200174,200320,204287
200690,204603,204497,203885,101586,201237,100936,205717,204346,200032,203771
200691,104863,205146,303535,205190,402402,103730,202172,101193,205519,100158
200692,205337,303374,105700,305227,204280,205732,204617,305025,301442,104222
200693,201709,200754,105514,202159,203304,200339,100533,203400,105304,200136
200694,204313,102097,104261,200455,102858,200002,304888,101148,202713,300450
200695,100307,200553,203555,200768,203885,300227,102948,200082,106026,103503
200696,205575,201915,205338,202273,201923,203304,203400,200207,200985,200167
200697,200526,203710,203750,101541,202085,102161,201284,204240,106079,302812
200698,205351,101109,302266,201566,103158,104376,304184,200034,101852,106673
200699,201430,201472,100654,202490,100826,103799,100771,303354,100447,203771
200700,204033,100595,303209,204651,203551,104331,102703,202252,202464,101105
200701,203768,203527,100914,200492,100217,100821,201389,100778,204555,104120
200702,100320,105808,203551,202187,100156,201610,201359,200099,100024,204186
200703,201323,100731,100668,201265,204139,100937,205002,201093,203803,306466
200704,204070,200307,102060,401552,103409,202505,106329,201056,402449,104832
200705,402028,100504,200739,205720,202604,101325,205207,202744,202439,100246
200706,200009,201471,102108,202570,100949,204243,201488,202536,200118,301887
200707,200135,200619,202650,203144,203025,202790,200359,202147,201927,204194
200708,200059,200177,200155,205371,205398,100155,100118,201138,201961,202252
200709,106694,202868,402595,100752,200170,200221,203861,305824,201233,304932
200710,301282,102149,300422,401004,100974,205700,302732,101186,203925,304542
200711,205519,202343,200389,101137,300667,202744,200339,300307,302798,402409
200712,202459,202284,105509,204629,103903,100312,301190,301799,105598,302063
200713,201237,100959,305709,104806,200891,201217,205717,102935,201495,201042
200714,402527,302304,300791,304619,306510,105642,301951,500309,202549,300411
200715,300667,100607,403210,400114,401563,100045,204943,301729,301812,103683
200716,301533,304579,104521,105167,200376,202853,301147,200350,300008,101103
200717,402028,204503,100265,200476,500254,100780,200324,304708,100432,200407
200718,200039,100023,104515,203091,202921,104806,304522,301335,104110,200049
200719,200396,204026,204077,200471,203906,300184,200324,402376,201079,100285
200720,101099,204651,200926,400860,304290,105750,200933,200020,200466,200804
200721,200740,200842,201949,101718,201197,205191,103154,101826,204763,106531
200722,203592,200241,205320,200373,200324,200386,202570,202536,100023,305967
200723,204464,101441,100018,201910,300645,500256,300008,402982,200063,302957
200724,300205,205188,302656,200503,100572,200462,105556,101852,201269,302516
200725,100011,106165,202372,200561,100329,102244,100023,200020,200357,200005
200726,101436,101166,100136,202907,301068,205221,200647,202570,104533,202384
200727,200092,300481,100230,301649,103771,200336,300705,103998,202601,305527
200728,301769,103287,305832,202248,401696,303810,101128,200468,101426,106252
200729,203433,102268,203555,100415,204685,304932,104212,101849,304556,106668
200730,200118,200012,300209,102254,100297,104331,100102,200008,202659,101852
200731,200880,203936,100772,200872,204750,200202,200093,202668,302386,100949
200732,402403,400860,101422,400851,100030,400207,303239,305725,401211,202240
200733,200772,100607,205156,202295,203298,203555,203145,202150,300591,101319
200734,204031,100950,101217,203091,204651,100011,200634,200917,103074,101516
200735,100012,102967,300054,304592,101193,305729,101601,300273,200171,400557
200736,205717,300381,100306,201275,101167,200458,200191,103998,204667,203042
200737,101269,304663,304792,305890,106081,400954,400436,106270,402469,401653
200738,203706,203042,100016,103791,102967,301496,203555,203514,205076,100098
200739,203154,201436,204686,100152,204813,202430,100347,205670,200705,201315
200740,200721,200842,204651,103520,103578,301279,201725,103261,105692,306056
200741,102194,300125,302206,104711,203867,300331,100055,101455,200017,100895
200742,202092,204813,202744,200177,202109,204383,200049,202268,301743,204757
200743,201435,200979,203252,205150,201949,100366,105786,202108,200781,201061
200744,200222,102108,200111,200992,204564,200404,204417,105552,200032,303941
200745,204531,306576,200021,103787,100040,102728,100300,302519,100285,201572
200746,106462,201549,104438,100414,204158,101051,202398,105119,303343,204788
200747,202837,200530,100329,200155,200136,200361,103143,203304,100833,201358
200748,100286,102321,202075,204400,203852,205077,106308,204430,203282,205221
200749,202630,100366,301946,105606,200641,102264,203925,101128,101148,400560
200750,200981,200987,200969,201057,201093,104343,101911,200993,204453,401706
200751,201535,203171,201555,202177,202991,204739,300398,103227,201549,103273
200752,200755,100848,201376,200014,100366,201157,300316,304434,300154,203042
200753,105477,201199,102235,500158,400004,104363,103616,103722,301485,101311
200754,105514,200693,201709,201802,200171,201577,200739,201535,202909,200705
200755,200752,100848,201376,200046,105669,100647,305455,201801,304474,200041
200756,203947,202419,200064,202536,402978,301148,200666,203295,103981,100379
200757,203668,203555,204826,100983,201350,205484,300596,200099,205170,205636
200758,204379,204171,203322,204886,301082,102935,104055,201279,203304,300091
200759,200091,200095,202810,200273,402463,200530,202117,204567,300399,204813
200760,102480,302271,104331,200524,204513,106718,300369,202109,301797,102786
200761,201910,202630,200373,100778,200324,200899,202744,106081,200685,100410
200762,200344,203531,201102,305983,205347,201593,304408,200088,106644,106404
200763,306193,106386,100592,205484,303890,304447,201437,202402,205214,301551
200764,101190,202153,200647,203885,203091,100298,104444,100467,302917,202536
200765,203010,205720,205078,204686,201424,103665,205207,202744,205584,201923
200766,101877,202682,104255,105492,106135,300978,203553,300316,301800,101371
200767,104159,200530,305709,203850,200891,202749,202343,100007,205207,105304
200768,100307,200082,202536,304519,200336,200553,204170,302866,202896,300125
200769,300664,101046,202233,300927,302247,204716,301510,304261,100089,203882
200770,201243,305492,200549,302837,401432,100040,101515,104329,103484,101862
200771,103378,100184,302520,400860,102266,302337,303410,200889,201680,204991
200772,100607,200733,205156,202054,203555,201391,100830,100545,203145,202295
200773,100731,100937,202252,203789,100668,204233,202276,200889,201323,106503
200774,101970,202469,101852,103481,100785,300572,205466,301622,301743,203091
200775,200941,201102,100692,200303,202745,102642,100156,102108,200054,200088
200776,100849,204654,204750,203849,100040,200124,201055,304932,301068,202570
200777,201256,102982,203588,200625,100533,401684,205503,205188,201273,105761
200778,105786,100366,201266,200249,200394,203963,203838,201074,200578,201061
200779,100156,200326,202609,201664,203126,105556,200603,202448,204134,204983
200780,202064,100079,305803,304579,304393,203302,203931,101165,104547,201189
200781,200458,100306,205717,205156,203117,303197,201566,201864,201102,201949
200782,200795,201795,101312,200338,100587,200801,200608,302740,400368,400381
200783,203555,104093,301649,402066,205370,204187,100768,200034,100654,205717
200784,205203,300838,100116,200043,305798,202366,202423,301856,203502,300977
200785,100261,106775,204651,104996,200303,100944,302828,203672,205143,303320
200786,300381,100306,202760,102895,301812,203010,203555,306193,205717,100974
200787,100184,203551,201853,100320,200118,100505,202536,202523,300456,105614
200788,401991,401997,304543,105166,200191,203302,301649,300667,100322,205628
200789,203808,200118,101805,101167,203925,200647,205717,101852,100545,203457
200790,201036,100555,305805,401851,202054,105669,205720,103150,105808,203042
200791,101669,200383,105808,402066,201657,103251,203912,500278,302798,106030
200792,102563,200336,300182,300696,203282,403165,200893,203555,203843,400371
200793,202343,203688,100084,205720,300667,101167,104521,202092,200119,105606
200794,103658,200511,103074,103791,101103,203010,200772,106468,203771,105693
200795,102642,300950,205608,101356,200801,100320,305714,101017,100989,103791
200796,202630,202040,201566,202815,103074,202530,202430,103791,204891,106003
200797,200118,200423,200027,200872,200466,100393,100033,102477,203939,106562
200798,203091,306085,302917,106339,302337,101103,200164,302866,305166,204982
200799,305527,200118,201527,101167,100947,102895,303334,104444,202726,104560
200800,205278,200992,200907,302866,300061,102786,202718,104497,100435,200301
200801,205416,200925,203512,106511,101500,201445,303791,106752,200782,100875
200802,205014,103889,202741,101348,203699,203939,202530,402048,202969,302474
200803,201102,202440,102482,200458,203852,203829,201122,205408,101849,104130
200804,105922,101099,200443,204651,200099,105750,100349,201864,100156,204257
200805,201434,101069,201435,201593,201428,200823,200837,402530,106462,106752
200806,202818,201181,201202,300435,201787,105255,202080,203059,205156,106693
200807,202536,304370,303003,205248,101193,400023,201017,100023,202537,101117
200808,204576,203365,200167,200356,200108,304462,201075,301812,203512,204243
200809,202461,101883,100981,203771,104806,100774,400010,101189,200659,200661
200810,101362,101001,101193,104069,102649,200964,105290,300246,100200,303003
200811,402290,500051,204771,103263,304522,100504,301282,302666,202583,102097
200812,200525,105552,200680,202896,100134,106339,305564,202560,400860,500295
200813,200814,200592,200463,204177,102273,200844,201787,200082,204651,200750
200814,200592,200813,200463,201384,201273,204456,201694,203552,204627,202523
200815,100164,100344,204205,301139,102926,204836,201909,202405,302819,203992
200816,100607,102810,301496,102097,301887,200998,200442,202536,101426,301277
200817,200455,200530,200273,204208,201063,200739,102967,200049,202273,500270
200818,201886,201948,301966,300061,102590,201775,202929,200997,203690,201869
200819,201142,204991,102685,204852,202536,105856,204955,205234,304793,204541
200820,200930,100094,102008,200362,103086,106081,201302,101586,402048,103298
200821,105465,105653,204659,401432,304895,400323,105754,304126,102135,100622
200822,102601,100580,302613,100473,402107,106546,400455,100194,204792,205398
200823,201435,201593,200837,201428,201434,200805,205002,200336,201832,101069
200824,202799,201180,304337,202166,300370,300916,306345,400800,401794,401930
200825,100647,201497,100546,103428,100783,300191,304251,106468,101273,103895
200826,200118,201549,401505,204287,200926,200636,102786,100768,203881,203847
200827,200216,202536,200889,102095,305775,201760,203439,203003,201549,205143
200828,304578,302971,105060,105313,204651,300214,200032,101308,203881,400860
200829,100773,203951,100833,106165,201414,102478,200408,103143,100077,100329
200830,200530,102052,201311,100212,200569,202405,200006,401970,303760,106295
200831,201910,101805,200374,103378,204205,202536,202630,205221,100012,204019
200832,202745,203316,201112,200047,205615,100480,102477,300347,201327,201873
200833,202671,202788,203295,301048,201909,300591,201658,100571,202297,202092
200834,201364,301847,202536,200893,400023,101688,201260,305911,100778,306193
200835,204240,204086,200697,201284,202085,200822,203433,301887,200526,301626
200836,202800,203523,200117,203304,200889,200372,203271,200336,202490,200167
200837,201434,200118,200823,201593,106459,201435,203771,202570,200082,201428
200838,200926,202252,200183,205608,200205,100587,200255,205398,100641,305775
200839,103359,205357,100193,102762,102029,305709,100120,202292,201802,201274
200840,204175,200603,205163,200301,200225,200164,103074,203881,204651,204865
200841,200845,200250,200981,203003,204493,200448,200987,204477,302420,203304
200842,200721,200740,203798,100074,105797,101022,102078,100051,300609,203044
200843,100250,203851,201144,204345,100047,204962,202109,400375,202946,100361
200844,200503,201391,301472,101356,200383,101167,306371,100156,100830,400181
200845,200250,203163,200841,201205,300786,205608,204982,201231,200164,201576
200846,205731,300172,402580,101911,200223,204304,303776,304554,103579,204535
200847,300477,301609,401569,205706,204243,301800,202480,203425,102828,203317
200848,400557,400349,203497,201910,104863,305729,105715,101193,100598,402976
200849,200194,204417,200202,202999,201964,203513,100860,201677,203399,205333
200850,106328,201478,105304,200118,202054,201202,101328,201233,302828,205465
200851,101311,304612,104069,306026,301690,101670,202297,106660,101785,205616
200852,203961,203218,302876,103998,303217,201079,102383,105894,203044,105693
200853,202637,200595,200242,201044,202582,201420,104468,102098,302478,202015
200854,100285,202896,100468,105371,200211,203936,301966,100071,101348,202969
200855,200176,201998,202760,105810,202560,202682,304721,400241,202524,202405
200856,100085,102383,203200,201923,102219,203432,205291,104633,101174,204813
200857,100008,101805,203964,104343,201148,202109,204671,203385,204940,205687
200858,301951,102054,400036,102732,202480,301304,305834,203557,102669,201989
200859,204939,201075,106081,200176,203555,105111,201333,100587,100778,302837
200860,305869,301887,203772,306475,400815,302660,200389,301059,202536,200458
200861,201321,202536,200647,201237,201445,204672,202248,205076,101193,201074
200862,202061,301851,500215,400815,500266,203452,402991,203758,306496,500270
200863,202744,300313,101426,301312,302812,301975,203302,303760,205156,104996
200864,200537,201787,106468,200216,205267,205640,203142,102457,302125,304932
200865,205476,106042,100947,202998,204535,300451,103150,304447,201273,202757
200866,202015,204187,100897,201117,100230,300316,202706,200372,302012,104428
200867,202530,203808,203678,300532,403098,202726,100335,101673,203551,201264
200868,200377,200108,204651,200301,202279,204750,100001,100010,200046,202896
200869,301946,306368,400098,201274,102797,201208,102227,201127,200325,102966
200870,200513,204907,100006,200280,200456,100473,304168,304179,201432,106638
200871,102926,100864,303729,100306,304437,100545,304579,103800,200772,205203
200872,200423,100104,200797,200026,200118,200020,200731,304447,101468,201001
200873,203365,305709,105886,402409,104069,200767,100737,100379,200455,204640
200874,106287,201414,200362,101174,200891,204019,100773,200361,200357,100023
200875,304579,201093,204417,204907,200336,400296,203938,101327,305775,500691
200876,201063,102935,100504,203512,200339,200647,301743,300008,200985,102196
200877,102108,100709,101673,102254,200191,400860,105810,100222,202523,201400
200878,201549,200608,105856,104533,202536,203808,202402,301472,102805,200024
200879,301966,500011,301101,303225,301116,301069,202858,202320,300178,304632
200880,203936,204243,204654,204815,200731,204750,100949,200015,204170,105614
200881,101110,102258,306026,205616,200851,102334,106207,301219,200465,203808
200882,204890,200082,100606,203757,200277,106546,306555,202364,100435,204896
200883,200115,200207,203304,203400,201421,201300,200155,200431,201494,201923
200884,200936,101505,100504,104873,105323,400563,104360,100664,302276,100680
200885,201075,200412,400557,201758,200985,200643,301812,203784,300008,101193
200886,104996,101500,102935,100788,203555,100758,201801,203239,104516,302001
200887,103489,203010,201942,103730,103219,106568,200347,100335,100058,100504
200888,202523,200503,203555,202609,200054,203042,202054,203523,104438,201549
200889,201322,201273,202943,202276,204187,202075,200216,202364,203912,200391
200890,200347,200342,200273,106568,303096,100504,304543,201315,202343,303087
200891,204359,203485,100253,100173,300117,201074,101910,200320,201298,203847
200892,201309,104217,106752,106511,106693,101977,200417,301349,203042,201455
200893,201364,202991,101802,105314,203602,205143,304420,203003,205585,204493
200894,200599,200148,204667,201031,100366,105693,203589,200118,101103,300551
200895,200637,203010,200320,202744,202273,303999,205207,205720,200049,200530
200896,204718,205600,202536,100398,200118,200049,200372,100307,300902,203881
200897,202536,200372,100772,202570,204658,200356,200246,200911,200706,200164
200898,201283,200488,200985,204315,203304,104872,200408,100120,304592,204812
200899,101274,203634,200049,202536,202630,300164,101167,100398,200772,104215
200900,201372,200940,200164,200939,200303,200933,201576,201549,101103,400860
200901,200922,202570,304261,200926,102672,201400,203820,400860,105614,200376
200902,104806,305041,100012,202153,200386,500740,300420,102475,103814,402469
200903,204555,203961,205389,200016,204291,202570,204287,200556,106752,203771
200904,500268,204503,402878,102274,201221,100494,302308,303941,102964,203624
200905,306193,101060,302747,305086,401453,305960,104498,300247,103929,100732
200906,203574,204706,103140,202449,400960,105397,100282,100004,205633,306234
200907,202904,201337,200992,102108,100893,201372,202745,100146,200301,204187
200908,101474,100062,304519,101541,100733,203852,100130,400860,103074,301887
200909,201273,304543,200889,400821,300040,500268,203436,403212,304899,106026
200910,300254,200246,104317,101740,101104,203060,203842,105332,100012,105750
200911,301955,302420,104055,200501,300690,202560,302483,301818,304581,105752
200912,106562,304115,201584,200164,100302,101745,306085,200372,105511,300316
200913,201873,203847,102108,204287,101193,200268,201035,202401,401780,304932
200914,200372,200522,204982,103277,400023,103664,104130,200033,100023,200202
200915,106721,106690,202478,104341,301889,203976,200471,203551,300683,203503
200916,102342,200647,203514,203711,200389,200118,204333,104077,300503,500151
200917,204291,204651,300701,203298,201259,101064,104455,202276,200933,106225
200918,201469,202518,302798,300532,400023,201300,202744,104499,201421,100007
200919,200997,204643,201074,201557,101852,202297,205720,200891,201298,200312
200920,104778,200471,202036,304484,302222,201622,204134,100147,204763,105113
200921,201539,204016,205076,204901,301749,100200,304378,103341,104069,200622
200922,200901,300008,202570,300125,101239,203889,203820,204257,202846,205476
200923,200312,204713,402380,202570,200586,202536,201300,200183,106562,304827
200924,201291,204651,205640,201864,202745,203026,202101,205141,201490,205631
200925,200801,205416,201445,102858,100425,202464,202570,100875,200118,201157
200926,202775,200838,202252,200183,205608,204287,202570,205631,200301,204651
200927,201867,200366,306641,103448,201910,303239,300001,304522,203842,201881
200928,100366,301812,204243,200164,301800,200968,304646,202276,300061,402379
200929,104678,201298,201288,204489,100302,101511,306149,202682,100230,105642
200930,200820,100716,204940,102967,202430,203105,106464,203457,200587,303895
200931,201768,306041,301512,305709,400159,200436,100007,201429,401700,103814
200932,100150,106030,204907,203042,101193,101365,203555,400860,200324,400815
200933,305394,203496,101209,200462,203555,201962,203789,104680,100821,201414
200934,104408,301394,200541,401167,203120,305686,306701,203722,100051,202829
200935,403252,105360,202474,304391,500181,400454,400680,205457,100974,402387
200936,401140,401145,101505,204643,204634,202996,304710,304897,300257,104521
200937,200560,101426,106752,304547,200350,201716,301308,103378,102100,304579
200938,201918,200494,203705,302435,200084,200889,100146,204896,302012,100869
200939,200940,201372,201549,203789,200900,100130,305805,205476,203555,205408
200940,200900,201372,200083,205599,304758,200939,200607,103009,103939,401239
200941,200775,100692,203443,300609,200524,100334,204651,100370,100198,200303
200942,200498,204953,200324,202273,304373,100016,100179,200356,200469,101616
200943,301219,102998,101769,301283,203041,103718,101852,205188,105061,200959
200944,203973,204029,101443,300701,101064,203913,306132,100704,304640,202367
200945,101510,100435,204187,202904,200708,401582,200524,200412,400860,101453
200946,300904,400022,305411,104560,106468,205707,204907,100974,302660,102788
200947,203154,101852,203138,202779,201298,202092,204527,203672,200268,202570
200948,302623,304932,202612,203262,200268,103791,203555,100212,100307,200631
200949,201244,102712,204982,102689,203282,200268,200015,203912,202056,205065
200950,200577,203042,104515,200647,203771,201453,203091,202536,101167,202374
200951,202744,100933,204565,101500,105776,203512,100461,402978,100269,102986
200952,100335,200693,303123,401149,105278,104157,100929,204205,102334,202894
200953,200118,102475,203555,104331,105808,102167,101998,300209,203302,205398
200954,301132,200968,102842,400560,101171,106354,105304,200685,105334,304543
200955,204651,101527,101271,101099,200082,103791,201357,201124,101572,101017
200956,403093,103512,100879,202695,201193,304788,100480,104678,302590,302680
200957,106328,100504,200356,102475,104806,200455,202537,203512,203400,203585
200958,304827,102640,306193,104472,200461,105905,304705,204041,101501,106338
200959,103246,301322,300366,305798,306657,200874,100690,304662,301437,202853
200960,202295,202760,203555,106462,100350,302259,203810,304261,200608,300367
200961,200044,200008,203759,204243,200099,203304,100118,203881,203555,100206
200962,101167,101852,205459,204057,100039,301059,204695,200647,203112,202405
200963,203917,201548,200725,100011,200155,202372,100179,102478,100176,101950
200964,500134,203834,204368,202617,205399,201075,305798,104816,104744,401586
200965,101319,200478,103475,202671,201155,306699,102273,200772,100366,100654
200966,100944,204651,202497,203895,101945,205559,200088,202896,201044,204417
200967,305333,106081,100947,306242,100223,402433,102732,302394,401441,100669
200968,201424,100504,203624,103446,101805,200347,102008,304543,102787,301812
200969,200750,200981,200987,201093,201057,200993,204748,105715,106397,203885
200970,100517,100446,103549,103320,106157,200303,103437,100545,100464,400560
200971,200544,200734,100950,203969,201200,202896,204031,200042,203554,303941
200972,205216,204686,100875,204202,102967,100393,200228,300032,201923,100608
200973,305947,304543,304522,500268,101128,106065,106295,403306,500411,202583
200974,200522,102234,100514,202929,105808,205492,200029,300320,102728,205049
200975,202472,203208,102268,101972,106198,305739,201207,200895,300894,104661
200976,100768,202741,202402,106694,205631,305527,104438,204896,202400,100682
200977,305805,100344,305730,200216,106668,100366,100023,202108,100179,202276
200978,300006,402708,101307,402509,303490,104576,305789,401227,402716,305725
200979,203252,202907,203021,202785,101070,100845,105614,304261,101113,202570
200980,303348,301103,203355,100206,304786,202896,104056,102454,106595,203940
200981,200750,200987,201093,200969,203003,201057,200993,205408,203409,302386
200982,106528,201946,101366,202149,204667,105397,202153,100266,301743,205432
200983,100168,302237,100269,302259,400498,203992,100732,402909,301013,204393
200984,102698,200578,106164,106694,201347,205711,103615,304502,500560,100071
200985,201577,200395,200171,304592,106081,202744,201107,201538,202946,204672
200986,400815,301551,303010,301649,302276,104661,305752,302798,104598,103692
200987,103741,303385,103043,200981,200750,200827,101802,200969,200993,201093
200988,200115,200207,203304,204619,200431,201923,200155,202297,204735,203400
200989,205717,301887,100949,106425,100399,105693,400129,104643,101915,201778
200990,100284,100730,304519,201102,103821,201191,200655,202480,204853,106420
200991,104533,100451,301887,305108,205706,100460,106419,101444,104085,203847
200992,204564,204513,200907,205278,200301,200205,200708,202252,200800,204417
200993,201093,201057,106237,203940,200981,103852,204617,200987,304125,203282
200994,103762,101513,100549,104139,104056,101489,200235,201479,105534,101852
200995,102935,305527,203842,203808,204243,203925,204896,203512,201391,202054
200996,101167,205698,200176,204813,204148,203842,203042,102642,100410,200891
200997,200919,201557,205492,101283,203500,101917,202297,204979,204667,100182
200998,200009,300008,302284,100730,106459,100435,203433,202745,200219,301512
200999,106026,203588,402967,101645,304297,201143,202895,304847,401740,400466
201000,105958,101312,103814,204172,202248,301946,205146,105614,104247,103846
201001,300023,204020,205386,202533,302478,100364,202248,202688,204982,200336
201002,205141,200372,204651,201549,201869,104376,203789,200320,402710,200011
201003,102167,100058,102342,203042,306203,301306,102783,201410,203745,203514
201004,201079,201100,204660,102194,304932,202682,204559,100302,202448,200216
201005,200303,304917,203123,305775,200216,200926,102194,202696,200524,204788
201006,205720,100758,106328,100366,201036,203555,104645,202671,202726,200462
201007,202523,102842,202064,103442,200946,200780,201864,201976,204499,201266
201008,106328,201228,102168,200609,106081,100079,100773,200586,100329,100102
201009,101408,102399,303676,100929,101790,101825,102342,201274,100000,300902
201010,500672,204812,101571,305993,100609,304377,306151,300316,205348,205303
201011,200993,200981,201093,200987,200750,202402,200969,205484,201767,300173
