ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
402611,402428,204188,201044,303406,101308,401764,302394,202026,202015,100514
402612,204733,500347,301138,500377,500493,301321,402627,402663,303567,305200
402613,402168,300748,306534,401197,402110,402546,402885,500376,402812,304224
402614,500473,401707,402970,402697,500100,402971,403370,402928,403070,500593
402615,306524,102718,201746,400346,403259,500779,402761,202159,401598,202654
402616,402256,302448,401408,200032,306496,401558,400451,102064,305322,203152
402617,305547,203399,301961,205699,400370,200549,301260,103377,304481,100467
402618,203992,402978,403243,402748,403230,200018,203740,402438,500187,100102
402619,402594,305519,103212,302246,201495,402632,402806,304573,400610,303564
402620,401638,304043,200987,105834,305271,305550,304126,203678,304307,200854
402621,402947,403177,403088,500529,500588,500337,500518,500751,500297,500774
402622,304550,304018,304522,304781,401645,305473,305709,401851,200935,300457
402623,400098,402766,401165,402675,304680,102732,402319,402548,401667,305339
402624,204836,101263,200932,303248,500329,101374,104167,305792,402434,203686
402625,402888,202989,402610,403147,103951,305528,102929,402857,205283,402239
402626,500149,306473,500255,200214,402812,500302,500248,102817,100635,304817
402627,402634,402173,402663,305200,402649,104153,204357,402645,301138,500347
402628,402441,401191,303267,401648,400647,305911,103797,400823,304526,402458
402629,402836,500550,402477,402798,402162,500625,402828,500448,500641,500541
402630,500140,104934,302957,402546,402762,101821,402583,304616,301946,500684
402631,201731,204125,106373,106371,302482,105020,301778,105972,304212,105712
402632,304603,400077,500246,304604,400152,403008,500510,400833,500161,403000
402633,500619,500550,500448,402162,403072,403136,402123,500641,500106,403101
402634,402627,402173,402645,205446,402527,300145,106128,306191,301227,301248
402635,402611,402923,403303,500278,500699,105482,204024,204078,500272,300296
402636,201989,205277,402967,304166,104582,202071,400522,104317,402811,205679
402637,305760,202417,101978,300232,204140,301692,400833,104867,402746,304519
402638,304434,400368,204690,403002,403212,202536,300206,105821,202276,106042
402639,301804,102755,304155,402688,402610,402684,301684,400634,304767,301514
402640,300182,100004,201988,100996,100469,304543,205227,304573,304522,100302
402641,203684,403232,104865,403019,300273,403330,400826,402146,102551,400530
402642,402480,402906,306191,104477,401805,403037,402024,306304,400223,102441
402643,402762,306041,402174,402630,500443,400049,304616,304376,306682,500161
402644,305536,402220,302128,102755,106518,101727,304198,302419,204941,105783
402645,306650,100639,101855,304792,303378,401693,500636,100124,400524,303713
402646,402050,101255,200303,203260,205419,102133,306194,203363,205608,203430
402647,102143,401677,400633,306635,305396,401482,203723,202211,203820,403308
402648,402916,105020,103539,402625,305552,403139,402239,303580,402914,205283
402649,403081,204631,402627,402663,403055,500357,305200,403001,403198,500022
402650,205212,402720,402350,402353,402721,402011,402347,205446,402527,300145
402651,402657,402665,100533,203345,305798,403066,105640,203072,103842,402672
402652,402283,401361,500615,301500,402111,204343,400185,100866,500148,304278
402653,302759,202536,402510,402438,402618,200752,402441,403212,400742,401500
402654,301499,300827,400151,104816,500067,400004,401139,100079,101607,303115
402655,301778,103539,301631,204518,106433,104467,201731,306614,102755,304749
402656,301321,103773,204152,301615,103325,205446,402527,300145,106128,306191
402657,402651,402665,402672,305730,100538,301617,101399,200126,203963,102091
402658,402730,402486,500174,402834,402965,401685,500508,500268,402518,500309
402659,402456,402561,402686,402477,500043,105060,305730,100230,402979,304917
402660,300004,100562,402470,305120,201362,104725,104165,105457,301465,401461
402661,104107,305882,402196,200692,500376,201036,204486,401338,204488,401468
402662,201731,400669,203431,401413,202735,204746,402869,103660,104380,102355
402663,402554,402627,305200,402649,104153,204357,301138,500347,203631,102392
402664,105533,500177,106485,304827,500436,305052,202707,202052,202248,202355
402665,402651,402657,402672,203963,305730,100538,101957,301617,101399,200126
402666,402961,500765,402940,402939,500471,500655,403338,403045,402279,500420
402667,402235,402430,500614,402944,400902,402947,500751,402735,402470,500129
402668,500580,500090,301951,305771,204205,402781,403357,306203,306474,301812
402669,102291,103971,204469,402610,202876,302116,301163,203108,106418,302128
402670,402291,403325,303394,403096,400229,305749,400249,302631,402218,500474
402671,400786,100209,300005,304584,301641,203847,200308,402710,302014,200636
402672,402651,402657,402665,105193,100538,101399,400817,200126,301176,200347
402673,402456,402659,402441,203281,402081,400031,402477,105615,103674,301219
402674,306202,402702,402686,302453,106328,401225,402509,400287,104786,100366
402675,401894,102162,500275,300433,401176,201946,100075,102007,403057,500743
402676,402625,103310,402684,402916,302154,106647,204941,302287,106770,106781
402677,200582,306096,105230,102269,303181,500641,402723,402595,500743,102805
402678,104585,203618,304278,305367,401467,103487,203200,200181,402385,400133
402679,402246,203227,303943,301706,402610,301631,105972,306422,204518,402916
402680,403232,205682,102719,403079,100441,304706,403170,100681,401957,304783
402681,403249,301265,401497,401449,302957,101254,402909,100991,500510,401431
402682,202563,205528,304358,401897,200891,102974,302195,402745,303342,304635
402683,105716,202895,104069,104195,305474,105371,202676,100810,101176,303036
402684,304767,102755,104026,305528,306296,301514,304749,106373,106433,204941
402685,201941,105353,301973,204014,303723,401869,301995,301858,103200,105156
402686,402674,402023,305730,500178,104786,302040,400058,400854,101650,304845
402687,203881,402387,500043,300667,403000,205617,100134,300349,305725,304768
402688,403170,105712,205354,402639,106518,204125,401946,402655,102755,203679
402689,305476,205624,201990,306357,305096,400718,205288,205522,205634,201663
402690,403374,402279,500038,500655,500618,500420,500660,403338,500471,402940
402691,302296,403054,500371,401561,403146,402894,402214,500349,500267,200513
402692,402207,101615,402150,401771,402609,402615,402863,201807,202886,303677
402693,402458,500637,402457,304917,201532,400742,500694,400381,200356,303851
402694,401066,402618,103251,300314,402482,101001,302577,400421,100836,402864
402695,403187,402647,402830,202946,401483,402763,402660,500730,403046,304905
402696,205205,402239,103539,301659,105818,205381,306427,402566,104026,304089
402697,500593,500650,402882,500658,500338,403359,402970,403370,500100,402973
402698,205446,402527,300145,106128,306191,301227,301248,306323,200022,200053
402699,402455,101530,102308,200662,400073,300262,402739,402043,303295,101193
402700,303842,402782,403021,402127,403291,403025,201433,202458,102531,203230
402701,402738,402954,403081,500522,402314,500106,500534,403348,500592,402185
402702,402714,402570,402708,402716,402426,402427,402505,402523,402532,402387
402703,403114,403143,403154,403155,403135,402926,403148,403158,402681,402765
402704,400528,400554,301618,302957,500510,402681,402630,201636,303941,402750
402705,202388,305832,101368,104259,200515,202293,500700,402702,200956,200887
402706,302502,305432,306630,306649,302398,400718,305424,305600,201491,301926
402707,202083,403240,100140,401895,401646,500632,402561,402729,303897,204435
402708,402716,402570,402702,402714,402505,402502,402426,402427,402075,402532
402709,402379,302040,303991,402038,402095,401472,303637,400287,500149,402059
402710,400058,100845,305868,105196,200618,103050,101887,202609,103319,103254
402711,102367,306066,303632,402691,401745,401225,202211,500518,403254,306096
402712,104930,301647,106318,100756,403049,305003,200386,401824,104528,300630
402713,500297,500518,402912,500770,403254,402729,500195,402230,500034,500664
402714,402702,402708,402716,402570,402502,402426,402505,402117,402532,402184
402715,500149,101242,402458,402803,102625,106645,305674,301760,101992,306600
402716,402708,402570,402714,402702,402523,402426,402505,402075,402528,402532
402717,203195,303778,402270,402229,305336,302370,103951,204879,301849,305587
402718,402799,400024,304132,305498,301949,305444,403258,302282,401388,403075
402719,401546,402943,305484,400943,303344,303459,304532,401715,400451,401967
402720,402011,402650,402350,402353,402721,402347,205212,400488,105256,304276
402721,402350,205212,402650,402720,402353,402011,401344,401914,402347,403128
402722,400386,106123,302583,102571,304929,204488,102683,401498,302938,402186
402723,500129,306467,306311,400382,201274,402122,500172,401046,205100,500131
402724,105536,500354,100099,402691,300390,106204,304531,300610,101791,401040
402725,303384,300324,304382,306083,500423,401585,200959,306368,303786,401080
402726,402522,301860,305739,100587,200347,202756,106546,301661,403028,305764
402727,303632,302164,500636,306353,401700,401949,500168,401225,302365,500343
402728,402250,403293,101254,402110,304522,304388,306311,305322,301756,301147
402729,201121,304830,401332,500209,403358,500664,500124,401398,402912,500774
402730,500268,402658,306041,400455,304388,402783,304313,300008,403150,403185
402731,402970,402697,402971,500593,500338,500658,403371,500223,402882,500650
402732,201869,100004,401097,200170,104497,403004,102927,403072,204417,203705
402733,101342,202536,203042,103375,500000,202565,200493,200940,203772,203512
402734,402164,402036,400393,105230,303280,305309,400943,500332,401601,105262
402735,500297,500518,402947,402561,402912,403088,402729,403358,403254,401190
402736,500223,402971,402614,402731,403370,401707,402970,500593,500100,402697
402737,402874,403101,402588,402957,403352,402216,402880,500492,200566,203776
402738,402588,402840,402701,402954,403081,402314,500522,403348,500106,500592
402739,403212,305729,304479,403000,202570,304396,101193,500678,204468,302588
402740,402431,500247,500149,303307,500169,403239,500434,301359,403060,305484
402741,402745,402759,500702,403208,402404,500194,304896,402104,500149,402768
402742,306005,306573,300968,402482,402747,102064,402924,200032,201136,401640
402743,105188,305033,402978,401081,203992,402451,403243,102277,402762,302832
402744,402423,200628,301327,305771,402811,200498,402747,402773,104816,401053
402745,103253,100450,102271,401586,402044,401449,500152,402756,403212,500309
402746,403230,402769,500246,403277,403000,305612,500370,500510,402754,500452
402747,306005,105254,303292,401823,203042,202565,500672,400022,403212,102108
402748,403000,201813,403008,500246,401591,500007,500672,400117,402991,400152
402749,104215,106365,401197,402447,402764,106624,500502,201524,304573,302860
402750,402766,302332,402044,101836,403252,402803,401197,403232,500040,106354
402751,301235,100595,402833,403212,402756,401191,402049,403087,500019,500152
402752,403029,500167,301809,205156,304013,401197,301372,400010,400254,400823
402753,306449,402546,400534,402399,401470,402885,100257,203969,402790,104456
402754,402135,305828,403035,500062,500684,403028,500510,500069,500172,401554
402755,201006,306021,400265,101194,402440,204864,200360,402054,400142,303246
402756,500531,402980,401547,401146,200587,403230,402745,500678,500134,500275
402757,402286,105629,105251,402116,102195,102942,306620,500341,203046,403321
402758,500268,205188,301946,104806,202770,402402,500305,100567,303916,306203
402759,500677,304932,300025,402833,200301,500442,302832,201685,300367,300044
402760,104863,303851,303883,102108,105232,301860,102842,105961,402937,100039
402761,306524,402615,201746,403259,401598,305483,500779,500150,102718,401032
402762,402406,402743,402630,402643,100297,500443,305033,402381,100316,402978
402763,500426,305383,500169,303185,400389,102810,401432,304018,500766,400098
402764,402482,205218,402747,301946,202570,402066,500177,306005,403212,402976
402765,400826,403232,402404,402982,204468,402032,402348,402783,204763,400282
402766,402750,302332,402044,402748,401197,402188,303897,500678,402592,400073
402767,402753,102108,403243,402409,500515,100059,402424,302588,201391,100261
402768,500238,403050,500282,500297,500019,402803,104110,500447,402793,402750
402769,403035,500261,500305,402135,500045,402390,401591,500164,500046,500749
402770,400842,403208,402404,403044,500100,403210,401191,401448,401619,403019
402771,305862,204895,101193,305865,201078,100162,103082,400914,203535,402122
402772,402781,304039,403050,500061,402348,303090,302124,300070,402474,301365
402773,304390,402730,401543,302539,300512,101414,402037,400174,102935,402744
402774,303394,303160,306446,402971,306221,500368,306626,402731,303840,101242
402775,500756,306041,500766,402776,400005,403096,402803,402763,304935,403189
402776,500510,402971,402833,402826,500430,401554,402546,401309,402375,202158
402777,402768,403050,402866,401776,403080,303871,205151,402564,303206,300337
402778,402119,305842,204745,101512,500736,403277,403323,500181,301070,301569
402779,500343,402119,306496,402790,102622,401197,402027,401278,500090,402099
402780,301726,402252,401309,304217,306116,400240,303693,402971,500223,306134
402781,402458,402986,402772,303555,500702,403118,401091,400465,301395,301953
402782,303171,403025,402700,402813,401977,401440,103930,500285,403132,500456
402783,500510,402833,500069,403277,402166,500018,500184,403087,401053,500172
402784,402128,500678,305215,402135,500172,403086,500281,402833,304574,403035
402785,402934,403341,500596,500369,402738,403173,403101,402185,402314,402588
402786,201768,402767,104172,402988,401682,201532,500152,402618,500339,303128
402787,500017,101530,306057,401591,402436,400152,403250,500184,500215,500434
402788,500281,201421,106642,201550,205386,304377,204020,200079,500339,301239
402789,200457,402438,301887,500001,302917,101224,402260,400822,402448,402886
402790,105059,101177,306496,201274,300399,303676,106506,101365,402483,103355
402791,500163,401677,205194,200998,401250,500141,305017,500679,205487,305949
402792,402856,402861,200608,306039,204907,105808,104314,200164,100848,203197
402793,403044,403242,402768,401273,402390,500224,402775,403210,403208,500627
402794,402812,106306,200011,500302,305451,402440,303406,301662,304376,202707
402795,402976,403000,402421,500013,402031,500187,305709,500246,302577,104580
402796,403227,500678,200647,401563,500017,305760,500702,402595,403230,500013
402797,303010,401563,305931,500275,305342,402976,500003,403229,400037,402215
402798,500625,500617,402828,500740,500612,500541,500451,500611,401649,403281
402799,401309,304374,402456,103848,402546,303160,303922,500436,402714,402185
402800,306136,204503,202311,401700,305642,403010,301500,500134,101431,400978
402801,402558,402187,402805,402940,500471,403166,402961,402939,403351,500655
402802,402767,304334,400142,401439,306206,101415,402753,302917,300347,103312
402803,106337,401991,303406,402750,202705,402524,402473,200822,305532,400469
402804,500305,402756,500261,304543,401700,101422,104737,500672,402949,304607
402805,402961,402939,403045,500471,402940,403338,500765,402945,402537,500618
402806,103919,500510,403063,202705,500000,306311,402619,100333,402188,402439
402807,303062,100307,300138,204898,203838,401797,200032,401002,205631,300158
402808,402486,400161,303128,400070,401191,301176,402754,305714,306089,401053
402809,100279,500411,400554,402461,300040,102143,200086,203969,303540,302577
402810,402441,401191,401648,303267,304526,102541,304797,400647,400777,402458
402811,402423,402744,400022,500442,301470,103251,300025,101246,102817,400640
402812,202705,402546,202329,402794,400203,304377,304616,302372,402125,202276
402813,403018,100967,500152,202329,102810,500726,402937,102052,104456,403354
402814,402833,403277,500268,500140,300422,402965,103219,500108,401438,402431
402815,402948,403315,300490,403251,403271,303795,103802,202872,401128,306293
402816,302577,202734,403096,103435,306252,100079,500249,500169,101467,402424
402817,500471,500420,402945,402961,402940,402939,403338,500765,403045,402666
402818,402746,402779,402497,402444,402745,402037,106274,500263,402452,402817
402819,205708,301196,102956,105286,200577,304901,304804,300455,500702,200946
402820,402125,105155,303535,105511,401537,301559,202853,301470,402503,301445
402821,402387,203881,205617,403000,500043,305725,300667,304768,102817,302904
402822,400944,402207,306027,101615,202886,305136,402870,403085,402321,400346
402823,102828,500019,402424,402031,100432,400547,304932,203378,303062,402767
402824,403119,306480,304876,300126,203388,104786,100692,402730,401985,105600
402825,402107,300626,300456,104428,102454,302957,401438,102094,200401,305949
402826,105006,102485,304099,303613,500748,403261,500153,402395,201189,401037
402827,402765,402404,303773,500532,402519,402783,500152,500637,302450,401191
402828,402477,500625,500740,500451,500612,401649,500619,403065,500106,402840
402829,300928,401245,306446,102745,202096,103495,402967,104196,102580,101625
402830,400098,403187,403100,100085,301512,102008,305763,302828,104069,301271
402831,403045,304445,500676,200111,302770,103095,302512,302674,101179,306473
402832,105908,201120,301931,104440,104234,402699,105486,400983,100878,105131
402833,402135,500510,403086,500045,403277,402128,403035,500678,500172,402390
402834,402658,500140,300455,304006,201572,102728,401252,402486,402971,402624
402835,306434,302769,200503,402302,402788,101996,200490,402468,102455,103189
402836,500625,500617,402828,500619,500541,500740,403177,500612,401649,500451
402837,202248,101174,102108,102812,100736,200356,201619,400065,500043,100022
402838,403212,500431,306153,402119,301116,500285,202293,402266,401522,403208
402839,101377,100405,205008,104646,401843,400190,400161,402213,400781,202875
402840,402738,402314,402185,402588,500592,403081,500534,500522,403348,403058
402841,402135,401591,500045,403277,500172,500577,403086,402128,500281,500578
402842,402374,500181,304616,304424,303196,403002,403277,402817,401426,302682
402843,402954,500369,402701,403101,402588,402840,402934,402896,402738,402185
402844,204125,104026,402625,205381,402610,306186,302116,302139,204746,302342
402845,303563,400808,500308,400800,303038,400799,103414,401289,401320,401093
402846,402939,402961,402940,500471,500765,403045,403338,402945,402279,500420
402847,402658,400365,401135,300611,500447,102601,400528,303135,306600,204782
402848,500616,100171,402897,104521,402044,304858,400232,500697,400531,500168
402849,402625,301631,105783,106518,102929,102487,302419,106433,106573,204518
402850,402865,402888,402871,402639,402857,402844,403147,402566,402610,302154
402851,500278,306500,402594,403131,302533,202375,202572,201606,403024,302255
402852,202963,402509,403024,400612,305729,402038,402674,205615,203881,400371
402853,401564,403303,403062,402428,200383,101270,306393,402198,100328,402956
402854,106195,301878,303448,500663,104709,305266,305285,106171,103507,204789
402855,200647,402750,105386,100762,100211,103989,205413,302599,401533,102217
402856,402861,402792,103241,400797,102369,101901,103364,103122,306398,400810
402857,102291,105783,303764,304068,402916,202989,305536,304749,305528,205283
402858,402281,401979,402276,106379,301404,305729,403304,205745,305146,304745
402859,204608,400405,101120,302063,105175,302438,500139,105454,500054,306125
402860,100306,401477,200034,202941,106333,400490,302478,205408,402456,202570
402861,402856,402792,102369,305103,103241,102855,101901,102987,400797,400810
402862,306500,104172,101858,306697,101311,100736,305716,201337,400038,101193
402863,402207,402321,401701,402292,403030,201931,401587,401265,402615,400098
402864,306203,500769,301812,401586,204503,204243,101177,304522,306496,402044
402865,402888,301798,204977,305367,402988,402880,402857,402550,401765,500569
402866,402885,402304,305622,100134,103997,202726,303632,403005,402482,500341
402867,301887,100302,105926,402322,105646,203298,300476,201619,402989,106553
402868,300787,401940,403164,101879,203690,101170,401619,301773,400815,200998
402869,301485,301602,302626,400063,102663,402840,300375,101475,103575,301366
402870,402615,100769,402330,402292,402321,401265,402207,402609,306142,402863
402871,402639,402850,402865,402857,402610,402888,302154,402625,403172,402676
402872,402767,304973,401444,300639,101787,401270,402753,402071,103713,402491
402873,202567,205397,106605,104843,103941,104626,102352,104595,201416,305300
402874,403352,402957,402588,402216,301395,402702,402532,402967,103589,105924
402875,403176,105669,400792,403174,106775,402903,403299,403329,306383,302453
402876,205492,400860,301965,101510,101821,301634,101152,205572,101541,202092
402877,402684,106662,402625,402610,402239,205061,305570,104026,301684,303824
402878,302575,105791,202273,105255,202117,302400,201093,400261,201795,106026
402879,403063,402885,400201,101471,500510,400498,500690,204328,100659,402806
402880,402874,402588,402957,403352,402737,500492,402216,403101,102649,200139
402881,403277,500678,402128,403028,402390,402991,500452,401591,500028,305215
402882,402697,402970,500658,500338,403359,500593,401707,500223,403370,500650
402883,403163,402907,302310,403072,105577,302207,200303,500086,402814,200082
402884,402888,202989,402610,403147,103951,305528,102929,402857,205283,402239
402885,402866,403063,402905,403005,300209,202726,402304,402510,306261,103754
402886,403264,403229,500249,306017,400925,205580,300158,302523,306480,205248
402887,402882,403070,500593,403371,403370,402971,500100,402697,402614,402970
402888,201810,402625,106433,402916,106118,301804,303824,202750,303921,306296
402889,303840,302207,203430,400287,204721,300188,402832,201372,304993,301551
402890,201910,500161,103857,200847,305018,300456,304573,100288,204146,304342
402891,500341,306041,401500,106210,500207,500385,202674,306500,500278,402585
402892,103342,403174,202244,403288,402824,403166,102790,100842,204439,402614
402893,306513,300640,100270,105955,402474,402622,306176,104702,306565,101415
402894,306480,400073,402691,304522,304781,202158,306496,402585,500368,305783
402895,403212,402779,401191,402770,402036,402045,500431,106268,400842,400568
402896,500369,500592,403081,500522,403348,403058,500534,402843,500596,403101
402897,204238,103368,104492,402121,402506,402310,102579,500139,102716,400852
402898,201169,100493,401586,305527,201869,305752,402528,200164,305893,400959
402899,403050,303861,200418,201970,300557,402974,403075,202410,402953,402387
402900,104546,204814,203840,305729,204672,202715,500184,200706,402472,101224
402901,201572,100085,304500,305112,304987,304479,301282,102094,201414,202054
402902,306520,203555,101356,200095,306474,101637,200088,306685,305805,402638
402903,402935,403309,402936,403329,403347,403294,403163,403349,403153,500091
402904,106428,202092,100904,400023,200607,100455,402606,205679,401685,106458
402905,402885,403063,305618,302040,402379,402709,500177,403053,100022,104934
402906,102285,105040,104049,103322,104977,103065,500374,104495,201783,102441
402907,500305,403127,203957,306066,500009,403039,105565,402732,402945,403072
402908,402411,301129,305339,202833,301692,104725,303028,301400,402778,301676
402909,205450,301676,205652,305798,401526,402149,100027,302837,301183,303535
402910,403062,402474,402913,500468,500639,402196,402219,402463,500550,400302
402911,302394,201673,103786,304291,303290,306206,305310,202355,401040,104739
402912,403254,402947,402729,402155,500195,500529,500337,403358,500770,500588
402913,204511,402050,300025,500072,102454,500052,402910,403019,306041,302882
402914,205340,304068,205017,301706,204518,106401,106619,203108,106118,305528
402915,402747,401640,500073,203059,304625,300411,104737,400241,302957,403212
402916,402841,500577,402073,403230,305612,500064,402746,304041,403239,500578
402917,104029,400490,400021,305847,304251,204907,402784,306137,204231,500256
402918,201853,105534,304543,201116,104737,401640,201762,402482,301209,101780
402919,203739,306421,300913,304711,201379,305477,103438,104612,301492,204776
402920,403156,402827,402783,402867,303737,402765,101675,400772,402894,305991
402921,400098,304543,305603,102097,500268,304522,306330,304373,104456,100736
402922,403280,106012,402618,105412,403209,400386,203363,105025,402540,105580
402923,402320,500554,402765,403099,401586,402824,500734,402110,203659,500608
402924,403077,204932,401365,203197,500287,402482,305612,500470,500073,500558
402925,300532,202109,203492,300294,305420,304827,100979,106080,106368,202195
402926,403152,403161,403123,403148,500378,402703,403114,403143,403154,403155
402927,400355,401255,402580,500275,305111,401828,102007,303192,401375,105122
402928,402971,500223,402970,402697,401707,402973,403046,500338,402731,402882
402929,306637,305424,305506,305600,400681,400727,400769,305053,306639,305435
402930,403238,500423,500097,500118,500777,500280,301538,402483,500566,205591
402931,306360,106701,106755,304023,305358,102740,102395,304136,101417,306498
402932,305527,304901,500091,302957,400520,205361,303311,300041,100302,402396
402933,403153,403159,500089,403306,500075,403126,403176,403299,401405,403310
402934,500596,403341,402738,403081,402840,402588,500106,500522,402314,403348
402935,402903,403309,402936,403347,403329,403294,403153,403349,403163,500091
402936,403153,400272,403217,104439,202025,500224,102828,302266,302755,401710
402937,300698,500215,402760,500275,500134,500431,303135,304616,304806,402991
402938,402666,403338,500471,402961,403166,500655,500638,402940,402939,402279
402939,403351,500420,403045,500618,500765,500533,500570,402846,402940,402961
402940,402961,500420,402939,500765,500655,402945,500618,402279,500660,500533
402941,306041,400711,303929,305278,203747,400556,306057,301260,104408,500738
402942,403215,402666,402801,500367,403201,403304,402537,500743,500661,500038
402943,402599,402027,101179,402793,105908,402482,400199,403079,301585,305532
402944,500614,400902,402738,402934,403173,500106,403101,403341,500369,402588
402945,500719,500765,403045,500661,402279,403338,500570,500788,402939,402940
402946,402988,106357,500123,205438,403062,403061,301121,200792,403102,402976
402947,500124,402912,402561,500518,500297,402515,402257,401190,500664,402729
402948,403271,402944,403084,400902,500614,403055,403336,500413,403173,500780
402949,402044,403183,500425,500702,402412,402188,402119,500430,403140,401695
402950,402958,306512,403095,300688,102814,403032,204545,300509,102101,400508
402951,402937,304522,306498,403287,101530,202158,100356,104619,301259,204413
402952,402045,402146,303555,402264,402593,402828,402023,303267,401725,400094
402953,101057,200581,202860,303861,402168,201812,104068,306520,402606,300823
402954,403081,402314,500522,402738,402701,500106,500534,402185,403348,500592
402955,403289,306227,306349,403056,401320,403007,105157,104250,104294,401128
402956,103324,203079,500411,101167,103086,100110,106064,401982,104521,304701
402957,402874,402737,402588,402880,403352,500492,402216,403101,403194,403024
402958,102365,402950,403095,103844,102814,403032,401602,305147,400726,402937
402959,305026,304441,201044,401537,105363,204311,204677,201391,202508,202109
402960,500254,102795,303135,304543,101985,101125,203847,100730,400371,102876
402961,500765,500420,500660,402939,402940,500618,402279,500533,500570,403351
402962,500453,103548,401770,500728,500284,306681,205564,402642,402508,301428
402963,202145,102964,500246,100736,306083,500766,305783,500061,304670,403140
402964,500349,500175,402509,402750,105084,202896,500341,202040,500270,500510
402965,403097,303394,402826,402076,401245,403016,304283,304884,402570,500090
402966,500123,104806,403129,402483,203041,304467,101365,306386,302164,204633
402967,402983,306395,303910,401111,500578,103786,106180,200999,500228,400144
402968,101471,104069,304283,300928,401281,305112,303267,305743,101254,500411
402969,104791,305614,200081,301941,102551,200069,100781,103153,306207,201460
402970,500593,403370,402697,500338,402882,500658,403359,500100,500650,402973
402971,402970,402731,403370,402697,500593,401707,500100,500650,500338,403371
402972,402961,402939,500471,402940,500420,500765,403045,403338,402945,500660
402973,402947,403254,402729,403358,401398,500124,500664,500195,500588,500529
402974,305215,500452,500161,304574,500281,402451,500506,402135,400083,403035
402975,401441,500005,500020,305387,305112,400575,500152,500003,302369,500023
402976,200926,300054,200431,201470,201421,203100,400028,300191,100125,500249
402977,400834,403111,305826,402674,500672,103786,301946,402767,101744,401489
402978,205431,106577,203992,202496,401756,202454,302252,305283,203298,401991
402979,303062,300138,100307,204898,203838,401797,205631,200032,500246,305826
402980,500531,402756,401547,100758,304008,305893,201804,305760,100296,304660
402981,400868,306496,402990,403250,304607,403231,402790,105059,403003,402503
402982,300088,500003,100572,500560,200513,302520,200324,402460,200706,300813
402983,500009,500140,401438,103786,500149,403207,400834,402977,205285,200662
402984,400077,304604,403230,403008,500215,500166,500434,500370,500452,400083
402985,300994,402441,402944,402988,305730,302866,401274,305757,300698,304772
402986,401713,402716,202040,100179,304659,402187,302837,205190,304015,403229
402987,402457,100730,302832,100361,304369,402729,403207,402797,306697,303162
402988,306041,403115,302832,500502,402040,402807,401407,402380,300223,402388
402989,402421,402886,106268,500080,402862,305783,205398,301183,403212,402748
402990,402981,306496,303910,304229,402304,300928,500140,202329,300503,500090
402991,403277,402881,402166,500452,403028,400077,500510,402547,402135,500045
402992,402796,304144,403227,403236,402748,500259,401591,500268,500164,500246
402993,402541,402369,403249,500144,202189,500686,402469,203842,400045,401991
402994,402045,300426,402408,101367,202673,306025,401431,305709,305752,100650
402995,105614,101777,104069,102787,304733,403082,100366,102010,304579,200548
402996,500732,500518,500297,403088,500529,500337,402306,500327,402735,500588
402997,104965,200082,201949,402021,300667,100286,203774,304479,303305,205261
402998,302832,302632,202470,302713,400547,104261,401191,403246,303999,100107
402999,500702,500256,200513,401406,402043,302656,101846,201274,403046,101001
403000,402748,500046,500246,402073,500184,402422,500434,200662,305010,403282
403001,300340,101399,204034,304899,301726,303239,202977,103929,200293,200498
403002,304313,200286,403217,500177,402638,304616,302792,500739,305080,400009
403003,402405,500016,104478,400888,302256,402149,401151,303307,500262,402122
403004,402145,200926,105747,403215,403019,200498,402477,102475,201835,201435
403005,402885,403063,402905,402768,104549,202626,101391,300349,302673,500567
403006,403109,303384,400409,401151,304607,303344,305743,306558,305456,306347
403007,104958,103414,305872,203665,403285,101653,303894,401899,301210,104927
403008,500577,402841,500452,403239,402073,402390,500028,304604,500187,400083
403009,304372,400530,202248,303185,104222,100467,200945,201138,202853,305724
403010,402937,403160,402100,306136,402215,302832,400232,400640,401879,305760
403011,401515,402463,401711,306097,402748,402886,403277,402756,103219,500152
403012,402710,402770,403000,500431,302284,401191,403208,403079,203758,402027
403013,402044,402594,402982,500161,403024,402458,402750,402783,500447,301812
403014,403035,403028,402135,500510,403086,402841,500172,403264,500577,402451
403015,500637,402881,403243,500010,500679,500247,305816,403000,500430,500432
403016,402524,402509,402489,402510,402491,402137,100399,402922,101530,500175
403017,402567,400021,103388,106100,403053,500480,400490,303273,500131,400007
403018,204836,105451,104099,202187,402813,200458,302837,306513,204344,301887
403019,403038,403299,402770,403319,402145,401649,403044,500224,100099,500158
403020,403257,302251,500572,401564,402441,400098,500223,305975,401135,500282
403021,303842,500134,103181,201913,305936,204280,202138,304373,401920,500090
403022,200293,402992,200480,400900,403010,403065,402287,403029,101444,203458
403023,401227,401840,500338,201540,202524,200244,203918,200553,401253,100030
403024,402509,402038,402852,500187,402708,104800,303267,500134,402702,401470
403025,402782,402813,303171,305737,403307,306304,301951,300062,403295,500480
403026,500268,201116,402482,303954,500305,401851,204359,104806,304378,402445
403027,401707,402770,304896,402458,101784,101634,500100,402710,500224,400492
403028,500172,402531,403277,403086,402135,500506,401489,500287,500510,401591
403029,500167,104365,101478,301809,301372,205156,200182,402752,102498,400254
403030,400411,401128,100209,101615,401265,402227,400444,401701,104351,201873
403031,102967,103143,500184,203926,200431,100099,203440,200985,100214,200207
403032,305201,402958,201715,100108,304537,200935,300417,500502,403150,402760
