Book Title,ISBN,Book Image,Google Play,Google Play URL,Barnes and Noble,Barnes and Noble URL,Indie Bound,Indie Bound URL
The Moonstone,9780375757853,https://dj6cnfthgyqas.cloudfront.net/0375757856-original.jpg,$3.03,https://play.google.com/store/books/details/Wilkie_Collins_The_Moonstone?id=7pU5AwAAQBAJ,$7.76,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375757853,$11.00,http://www.indiebound.org/book/9780375757853?aff=rifflebooks
"Journey to the Center of the Earth (Extraordinary Voyages, #3)",9780553213973,https://dj6cnfthgyqas.cloudfront.net/0553213970-original.jpg,$17.99,https://play.google.com/store/movies/details/Fantastic_Beasts_and_Where_to_Find_Them?id=h2QHnBBmfrw,$3.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553213973,$3.95,http://www.indiebound.org/book/9780553213973?aff=rifflebooks
The Mill on the Floss,9780141439624,https://dj6cnfthgyqas.cloudfront.net/0141439629-original.jpg,$0.99,https://play.google.com/store/books/details/George_Eliot_The_Mill_On_The_Floss?id=--jgIaKWX6IC,$10.69,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780141439624,$12.00,http://www.indiebound.org/book/9780141439624?aff=rifflebooks
Wives and Daughters,9780140434781,https://dj6cnfthgyqas.cloudfront.net/014043478X-original.jpg,$7.55,https://play.google.com/store/books/details/Elizabeth_Gaskell_Wives_and_Daughters?id=Pq_Jrkz3AOAC,$10.64,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140434781,$16.00,http://www.indiebound.org/book/9780140434781?aff=rifflebooks
Max and Moritz: With Many More Mischief Makers,9780486201818,https://dj6cnfthgyqas.cloudfront.net/0486201813-original.jpg,,https://play.google.com,$9.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780486201818,$9.95,http://www.indiebound.org/book/9780486201818?aff=rifflebooks
Our Mutual Friend,9780375761140,https://dj6cnfthgyqas.cloudfront.net/0375761144-original.jpg,Free,https://play.google.com/store/books/details/Charles_Dickens_Our_Mutual_Friend?id=_mAYAAAAYAAJ,$9.94,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375761140,$11.95,http://www.indiebound.org/book/9780375761140?aff=rifflebooks
Notes from Underground,9780679734529,https://dj6cnfthgyqas.cloudfront.net/067973452X-original.jpg,$9.33,https://play.google.com/store/books/details/Fyodor_Dostoevsky_Notes_from_the_Underground?id=RFwbBAAAQBAJ,$12.56,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780679734529,$13.95,http://www.indiebound.org/book/9780679734529?aff=rifflebooks
ThÃ©rÃ¨se Raquin,9780140449440,https://dj6cnfthgyqas.cloudfront.net/0140449442-original.jpg,$7.48,https://play.google.com/store/books/details/Lytton_Strachey_Elizabeth_och_Essex?id=rMd7BgAAQBAJ,$10.72,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140449440,$13.00,http://www.indiebound.org/book/9780140449440?aff=rifflebooks
Sentimental Education,9780140447972,https://dj6cnfthgyqas.cloudfront.net/0140447970-original.jpg,$9.99,https://play.google.com/store/books/details/Gustave_Flaubert_Sentimental_Education?id=_SVz5dXrEHIC,$8.21,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140447972,$9.00,http://www.indiebound.org/book/9780140447972?aff=rifflebooks
The House of the Dead,9780486434094,https://dj6cnfthgyqas.cloudfront.net/0486434095-original.jpg,$3.21,https://play.google.com/store/books/details/Fyodor_Dostoyevsky_The_House_of_the_Dead?id=d2BIBAAAQBAJ,$6.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780486434094,$6.00,http://www.indiebound.org/book/9780486434094?aff=rifflebooks
The Gambler,9780812966930,https://dj6cnfthgyqas.cloudfront.net/0812966937-original.jpg,$4.99,https://play.google.com/store/books/details/Denise_Grover_Swank_The_Gambler?id=nZdkCgAAQBAJ,$14.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780812966930,$14.00,http://www.indiebound.org/book/9780812966930?aff=rifflebooks
Alice's Adventures in Wonderland,-1,,,https://play.google.com/store/books/series?id=P13YFwAAABDmSM,,,,
PoÃ¨mes Saturniens,9782253098300,https://dj6cnfthgyqas.cloudfront.net/2253098302-original.jpg,$11.32,https://play.google.com/store/books/details/Paul_Verlaine_Poems_Under_Saturn_Po%C3%A8mes_saturniens?id=F5iKoj8roJoC,$8.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9782253098300,$8.95,http://www.indiebound.org/book/9782253098300?aff=rifflebooks
The Flowers of Evil,9781503217706,https://dj6cnfthgyqas.cloudfront.net/1503217701-original.jpg,,https://play.google.com/store/books/series?id=uILYFwAAABBhlM,$12.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781503217706,$12.99,http://www.indiebound.org/book/9781503217706?aff=rifflebooks
Goblin Market,9780811816496,https://dj6cnfthgyqas.cloudfront.net/0811816494-original.jpg,$1.19,https://play.google.com/store/books/details/Christina_Rossetti_Goblin_Market?id=jtC9BAAAQBAJ,$14.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780811816496,,
Incidents in the Life of a Slave Girl,9780486419312,https://dj6cnfthgyqas.cloudfront.net/0486419312-original.jpg,Free,https://play.google.com/store/books/details/Harriet_Ann_Jacobs_Incidents_in_the_Life_of_a_Slav?id=1RwEAAAAYAAJ,$5.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780486419312,$5.00,http://www.indiebound.org/book/9780486419312?aff=rifflebooks
The Innocents Abroad,9780812967050,https://dj6cnfthgyqas.cloudfront.net/0812967054-original.jpg,Free,https://play.google.com/store/books/details/Mark_Twain_The_Innocents_Abroad?id=XX-wAAAAIAAJ,$13.68,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780812967050,$17.00,http://www.indiebound.org/book/9780812967050?aff=rifflebooks
Lorna Doone,9780143039327,https://dj6cnfthgyqas.cloudfront.net/0143039326-original.jpg,$14.99,https://play.google.com/store/books/details/R_D_Blackmore_Lorna_Doone?id=qlsy5BomRqoC,$14.05,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780143039327,$17.00,http://www.indiebound.org/book/9780143039327?aff=rifflebooks
"Can You Forgive Her? (Palliser, #1)",9780140430868,https://dj6cnfthgyqas.cloudfront.net/0140430865-original.jpg,$28.95,https://play.google.com/store/audiobooks/details/Anthony_Trollope_Can_You_Forgive_Her?id=AQAAAACGIyIjtM,$14.73,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140430868,$16.00,http://www.indiebound.org/book/9780140430868?aff=rifflebooks
Alice's Adventures in Wonderland & Through the Looking-Glass,9780451527745,https://dj6cnfthgyqas.cloudfront.net/0451527747-original.jpg,,https://play.google.com/store/books/series?id=P13YFwAAABDmSM,$3.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780451527745,$3.95,http://www.indiebound.org/book/9780451527745?aff=rifflebooks
Maldoror and the Complete Works,9781878972125,https://dj6cnfthgyqas.cloudfront.net/187897212X-original.jpg,$14.37,https://play.google.com/store/books/details/Conte_De_Lautreamont_Maldoror_Les_Chants_de_Maldor?id=EEyxCgAAQBAJ,$17.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781878972125,$17.95,http://www.indiebound.org/book/9781878972125?aff=rifflebooks
The Insulted and Humiliated,9780898751048,https://dj6cnfthgyqas.cloudfront.net/0898751047-original.jpg,$1.34,https://play.google.com/store/books/details/Dostoevsky_Fyodor_The_Insulted_and_the_Injured?id=gC85DwAAQBAJ,$34.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780898751048,$34.95,http://www.indiebound.org/book/9780898751048?aff=rifflebooks
The Last Chronicle of Barset (Chronicles of Barsetshire #6),9780140437522,https://dj6cnfthgyqas.cloudfront.net/0140437525-original.jpg,$9.87,https://play.google.com/store/audiobooks/details/Anthony_Trollope_Anthony_Trollope_s_The_Barchester?id=AQAAAACqVn5WxM,$13.14,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140437522,$15.00,http://www.indiebound.org/book/9780140437522?aff=rifflebooks
Peer Gynt,9780486426860,https://dj6cnfthgyqas.cloudfront.net/0486426866-original.jpg,$1.24,https://play.google.com/store/books/details/Henrik_Ibsen_Peer_Gynt?id=ulPCAgAAQBAJ,$2.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780486426860,$2.00,http://www.indiebound.org/book/9780486426860?aff=rifflebooks
Good Wives,9781419122125,https://dj6cnfthgyqas.cloudfront.net/1419122126-original.jpg,$3.03,https://play.google.com/store/books/details/Louisa_May_Alcott_Little_Women?id=MpQ5AwAAQBAJ,,,,
"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",9780760728505,https://dj6cnfthgyqas.cloudfront.net/076072850X-original.jpg,$1.48,https://play.google.com/store/books/details/Jules_Verne_Twenty_Thousand_Leagues_Under_the_Seas?id=WWlCBAAAQBAJ,$5.98,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780760728505,,
The Man Who Laughs,9781934169001,https://dj6cnfthgyqas.cloudfront.net/1934169005-original.jpg,$36.76,https://play.google.com/store/books/details/Victor_Hugo_The_Man_Who_Laughs?id=d5UMXadARIgC,$19.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781934169001,$19.95,http://www.indiebound.org/book/9781934169001?aff=rifflebooks
A Long Fatal Love Chase,9780440223016,https://dj6cnfthgyqas.cloudfront.net/0440223016-original.jpg,$5.99,https://play.google.com/store/books/details/Mira_Lyn_Kelly_Touch_Go?id=dO2yAwAAQBAJ,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440223016,$7.99,http://www.indiebound.org/book/9780440223016?aff=rifflebooks
"The Celebrated Jumping Frog of Calaveras County, and Other Sketches",9781103337637,https://dj6cnfthgyqas.cloudfront.net/1103337637-original.jpg,$1.68,https://play.google.com/store/books/details/Mark_Twain_The_Jumping_Frog?id=6ljsCQAAQBAJ,,,$26.99,http://www.indiebound.org/book/9781103337637?aff=rifflebooks
"Five Weeks in a Balloon (Extraordinary Voyages, #1)",9781421820606,https://dj6cnfthgyqas.cloudfront.net/1421820609-original.jpg,$1.99,https://play.google.com/store/books/details/Jules_Verne_Jules_Verne_The_Extraordinary_Voyages?id=1VwIDgAAQBAJ,$33.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781421820606,$33.95,http://www.indiebound.org/book/9781421820606?aff=rifflebooks
Uncle Silas,9780140437461,https://dj6cnfthgyqas.cloudfront.net/0140437460-original.jpg,$4.04,https://play.google.com/store/books/details/Sheridan_Le_Fanu_Uncle_Silas?id=O8rqjPSNAlsC,$14.24,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140437461,$18.00,http://www.indiebound.org/book/9780140437461?aff=rifflebooks
Lady Audley's Secret,9780192835208,https://dj6cnfthgyqas.cloudfront.net/0192835203-original.jpg,$3.03,https://play.google.com/store/books/details/Mary_Elizabeth_Braddon_Lady_Audley_s_Secret?id=S8QjDwAAQBAJ,,,,
The Marble Faun,9780192839763,https://dj6cnfthgyqas.cloudfront.net/0192839764-original.jpg,Free,https://play.google.com/store/books/details/Nathaniel_Hawthorne_The_Marble_Faun?id=Ih9EAAAAYAAJ,$6.33,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780192839763,,
Alice's Adventures Under Ground,9780486214825,https://dj6cnfthgyqas.cloudfront.net/0486214826-original.jpg,,https://play.google.com/store/books/series?id=P13YFwAAABDmSM,$5.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780486214825,,
The Cossacks,9780812975048,https://dj6cnfthgyqas.cloudfront.net/0812975049-original.jpg,$11.99,https://play.google.com/store/books/details/Leo_Tolstoy_The_Cossacks?id=RJ0wsfEDTT8C,$13.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780812975048,$13.00,http://www.indiebound.org/book/9780812975048?aff=rifflebooks
SalammbÃ´,9780140443288,https://dj6cnfthgyqas.cloudfront.net/0140443282-original.jpg,,https://play.google.com,$11.30,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140443288,$16.00,http://www.indiebound.org/book/9780140443288?aff=rifflebooks
The Small House at Allington (Chronicles of Barsetshire #5),9780140433258,https://dj6cnfthgyqas.cloudfront.net/0140433252-original.jpg,$9.87,https://play.google.com/store/audiobooks/details/Anthony_Trollope_Anthony_Trollope_s_The_Barchester?id=AQAAAABVsV-xGM,$15.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140433258,$15.00,http://www.indiebound.org/book/9780140433258?aff=rifflebooks
Romola,9780140434705,https://dj6cnfthgyqas.cloudfront.net/0140434704-original.jpg,$13.99,https://play.google.com/store/books/details/George_Eliot_Romola?id=ACiIJ71Nz6QC,$14.72,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140434705,$17.00,http://www.indiebound.org/book/9780140434705?aff=rifflebooks
Felix Holt: The Radical,9780140434354,https://dj6cnfthgyqas.cloudfront.net/0140434356-original.jpg,$2.54,https://play.google.com/store/books/details/George_Eliot_Felix_Holt_The_Radical?id=g99hCwAAQBAJ,$15.14,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140434354,$19.00,http://www.indiebound.org/book/9780140434354?aff=rifflebooks
"From the Earth to the Moon (Extraordinary Voyages, #4)",9781598184549,https://dj6cnfthgyqas.cloudfront.net/1598184547-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Edgar_Rice_Burroughs_Pellucidar?id=AQAAAIDs5XVliM,$10.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781598184549,$10.95,http://www.indiebound.org/book/9781598184549?aff=rifflebooks
The Water Babies,9781853261480,https://dj6cnfthgyqas.cloudfront.net/1853261483-original.jpg,Free,https://play.google.com/store/books/details/Charles_Kingsley_The_Water_babies?id=IC5LAAAAMAAJ,$3.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781853261480,$4.99,http://www.indiebound.org/book/9781853261480?aff=rifflebooks
Smoke,9781885983008,https://dj6cnfthgyqas.cloudfront.net/188598300X-original.jpg,$14.99,https://play.google.com/store/books/details/Ellen_Hopkins_Smoke?id=Dbb-UzGUZJwC,$15.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781885983008,$15.00,http://www.indiebound.org/book/9781885983008?aff=rifflebooks
Orley Farm,9780192838568,https://dj6cnfthgyqas.cloudfront.net/0192838563-original.jpg,$2.54,https://play.google.com/store/books/details/Anthony_Trollope_Orley_Farm?id=fq1RCwAAQBAJ,$9.58,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780192838568,,
The Maine Woods,9780691118772,https://dj6cnfthgyqas.cloudfront.net/0691118779-original.jpg,$14.99,https://play.google.com/store/books/details/Henry_David_Thoreau_The_Maine_Woods?id=HbplxLlsTIQC,$20.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780691118772,$22.95,http://www.indiebound.org/book/9780691118772?aff=rifflebooks
Walking,9781596058811,https://dj6cnfthgyqas.cloudfront.net/B000FC27D6-original.jpg,$15.99,https://play.google.com/store/books/details/Rebecca_Solnit_Wanderlust?id=yfMNDX8VIj4C,,,$4.49,http://www.indiebound.org/book/9781596058811?aff=rifflebooks
"Phineas Finn (Palliser, #2)",9780140430851,https://dj6cnfthgyqas.cloudfront.net/0140430857-original.jpg,$32.36,https://play.google.com/store/audiobooks/details/Anthony_Trollope_Phineas_Finn?id=AQAAAAB_eXt5FM,$6.33,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140430851,,
Letters from My Windmill,9780140443349,https://dj6cnfthgyqas.cloudfront.net/0140443347-original.jpg,$9.99,https://play.google.com/store/books/details/Alphonse_Daudet_Letters_from_My_Windmill?id=mju4hzClrJMC,$9.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140443349,$2.50,http://www.indiebound.org/book/9780140443349?aff=rifflebooks
The Midnight Ride of Paul Revere,9781929766130,https://dj6cnfthgyqas.cloudfront.net/1929766130-original.jpg,$13.61,https://play.google.com/store/books/details/David_Hackett_Fischer_Paul_Revere_s_Ride?id=u_Ow0uAM3EAC,$17.78,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781929766130,$18.99,http://www.indiebound.org/book/9781929766130?aff=rifflebooks
Autumnal Tints,9781557094421,https://dj6cnfthgyqas.cloudfront.net/155709442X-original.jpg,$9.99,https://play.google.com/store/books/details/Henry_D_Thoreau_October_or_Autumnal_Tints?id=-pW5oAiIyasC,$9.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781557094421,$9.95,http://www.indiebound.org/book/9781557094421?aff=rifflebooks
Carmilla,9782253087793,https://dj6cnfthgyqas.cloudfront.net/2253087793-original.jpg,$1.99,https://play.google.com/store/books/details/J_Sheridan_LeFanu_Carmilla?id=uzHsAgAAQBAJ,,,$6.95,http://www.indiebound.org/book/9782253087793?aff=rifflebooks
"Value, Price and Profit",9781434463111,https://dj6cnfthgyqas.cloudfront.net/1434463117-original.jpg,$19.22,https://play.google.com/store/books/details/Tom_Reilly_Value_Added_Selling_How_to_Sell_More_Pr?id=ahAhJsCnOt0C,,,$9.99,http://www.indiebound.org/book/9781434463111?aff=rifflebooks
First Love,-1,,$12.99,https://play.google.com/store/books/details/James_Patterson_First_Love?id=HNgv_CKlOFIC,,,,
"Miss Marjoribanks (Chronicles of Carlingford, #5)",9780140436303,https://dj6cnfthgyqas.cloudfront.net/0140436308-original.jpg,Free,https://play.google.com/store/books/details/Mrs_Oliphant_Margaret_Miss_Marjoribanks?id=wpwPAAAAYAAJ,$20.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140436303,$20.00,http://www.indiebound.org/book/9780140436303?aff=rifflebooks
Lady Macbeth De Mtsensk,9788484281764,https://dj6cnfthgyqas.cloudfront.net/8484281760-original.jpg,$7.55,https://play.google.com/store/books/details/Stefano_Stella_Katerina_Izmailova_un_processo?id=R7xCDwAAQBAJ,,,,
Framley Parsonage (Chronicles of Barsetshire #4),9781406954098,https://dj6cnfthgyqas.cloudfront.net/1406954098-original.jpg,$9.87,https://play.google.com/store/audiobooks/details/Anthony_Trollope_Anthony_Trollope_s_The_Barchester?id=AQAAAABz_wj_aM,,,,
The Life of Charlotte BrontÃ«,9780192838056,https://dj6cnfthgyqas.cloudfront.net/0192838059-original.jpg,Free,https://play.google.com/store/books/details/Elizabeth_Cleghorn_Gaskell_The_Life_of_Charlotte_B?id=zN8UAAAAQAAJ,$9.11,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780192838056,,
"In Search of the Castaways; or the Children of Captain Grant (Extraordinary Voyages, #5)",9781406923117,https://dj6cnfthgyqas.cloudfront.net/1406923117-original.jpg,$4.61,https://play.google.com/store/books/details/Jules_Verne_In_Search_of_the_Castaways?id=wpvwCwAAQBAJ,,,,
The Toilers of the Sea,9780375761324,https://dj6cnfthgyqas.cloudfront.net/0375761322-original.jpg,Free,https://play.google.com/store/books/details/Victor_Hugo_Toilers_of_the_Sea?id=-cgBAAAAQAAJ,$14.14,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375761324,$17.00,http://www.indiebound.org/book/9780375761324?aff=rifflebooks
Mrs Beeton's Book of Household Management,9780192833457,https://dj6cnfthgyqas.cloudfront.net/0192833456-original.jpg,$9.99,https://play.google.com/store/books/details/Isabella_Beeton_Mrs_Beeton_s_Book_of_Household_Man?id=jY71LHon8_oC,$15.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780192833457,$15.95,http://www.indiebound.org/book/9780192833457?aff=rifflebooks
Armadale,9780140434118,https://dj6cnfthgyqas.cloudfront.net/0140434119-original.jpg,$0.99,https://play.google.com/store/books/details/Wilkie_Collins_Armadale?id=tCAXCAAAQBAJ,$15.40,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140434118,$19.00,http://www.indiebound.org/book/9780140434118?aff=rifflebooks
The Celebrated Jumping Frog of Calaveras County,9780318518893,https://dj6cnfthgyqas.cloudfront.net/0318518899-original.jpg,$1.68,https://play.google.com/store/books/details/Mark_Twain_The_Jumping_Frog?id=6ljsCQAAQBAJ,,,,
The Subjection of Women,9781594625329,https://dj6cnfthgyqas.cloudfront.net/1594625328-original.jpg,Free,https://play.google.com/store/books/details/John_Stuart_Mill_The_Subjection_of_Women?id=XHwIAAAAQAAJ,$8.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781594625329,$8.95,http://www.indiebound.org/book/9781594625329?aff=rifflebooks
Legends of Charlemagne,9781595408051,https://dj6cnfthgyqas.cloudfront.net/1595408053-original.jpg,Free,https://play.google.com/store/books/details/Thomas_Bulfinch_Legends_of_Charlemagne?id=e-0XnPzA-wcC,$17.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781595408051,$17.95,http://www.indiebound.org/book/9781595408051?aff=rifflebooks
Paris in the Twentieth Century,9780679444343,https://dj6cnfthgyqas.cloudfront.net/0679444343-original.jpg,$12.99,https://play.google.com/store/books/details/Alex_Ross_The_Rest_Is_Noise?id=u_g_uPZO-tkC,$19.80,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780679444343,,
Poems and Ballads,9781417910144,https://dj6cnfthgyqas.cloudfront.net/1417910143-original.jpg,Free,https://play.google.com/store/books/details/Algernon_Charles_Swinburne_Poems_and_Ballads?id=dOhOAAAAcAAJ,,,,
"Ragged Dick: Or, Street Life in New York with the Boot Blacks",9780451529831,https://dj6cnfthgyqas.cloudfront.net/0451529839-original.jpg,$6.99,https://play.google.com/store/books/details/Horatio_Alger_Ragged_Dick_Or_Street_Life_in_New_Yo?id=GPt4AgAAQBAJ,$5.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780451529831,$5.95,http://www.indiebound.org/book/9780451529831?aff=rifflebooks
Sylvia's Lovers,9780140434224,https://dj6cnfthgyqas.cloudfront.net/0140434224-original.jpg,$1.28,https://play.google.com/store/books/details/Elizabeth_Gaskell_Sylvia_s_Lovers?id=uMlPDwAAQBAJ,$17.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140434224,$17.00,http://www.indiebound.org/book/9780140434224?aff=rifflebooks
Hospital Sketches,9781406501025,https://dj6cnfthgyqas.cloudfront.net/1406501026-original.jpg,$4.04,https://play.google.com/store/books/details/Louisa_May_Alcott_Hospital_Sketches?id=3Nco48ytO30C,,,$12.99,http://www.indiebound.org/book/9781406501025?aff=rifflebooks
Deutsche Sagen,9783618620204,https://dj6cnfthgyqas.cloudfront.net/3618620209-original.jpg,Free,https://play.google.com/store/books/details/Deutsche_Sagen?id=x4EKqUrX-tcC,,,,
The Signalman,9781860920387,https://dj6cnfthgyqas.cloudfront.net/1860920381-original.jpg,$1.30,https://play.google.com/store/books/details/Charles_Dickens_The_Signalman?id=h7LLCQAAQBAJ,$3.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781860920387,,
No Name,9780192833884,https://dj6cnfthgyqas.cloudfront.net/019283388X-original.jpg,,https://play.google.com/store/books/series?id=-mytGgAAABBWdM,$10.57,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780192833884,,
Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,9780807123201,https://dj6cnfthgyqas.cloudfront.net/080712320X-original.jpg,Free,https://play.google.com/store/books/details/William_Craft_Running_a_Thousand_Miles_for_Freedom?id=1mkBAAAAQAAJ,,,$16.95,http://www.indiebound.org/book/9780807123201?aff=rifflebooks
Max Havelaar: Or the Coffee Auctions of the Dutch Trading Company,9780140445169,https://dj6cnfthgyqas.cloudfront.net/0140445161-original.jpg,$2.97,https://play.google.com/store/books/details/Eduard_Douwes_Dekker_Max_Havelaar?id=Nk7R_WSDkAAC,$14.43,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780140445169,$17.00,http://www.indiebound.org/book/9780140445169?aff=rifflebooks
Wild Apples,9781438526652,https://dj6cnfthgyqas.cloudfront.net/1438526652-original.jpg,$8.79,https://play.google.com/store/books/details/Henry_David_Thoreau_Wild_Apples?id=chimDQAAQBAJ,$8.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781438526652,$8.95,http://www.indiebound.org/book/9781438526652?aff=rifflebooks
