"ID","Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Publish Month","Publish Year","Genres","Image","Google Play","Google Play URL","Barnes and Noble","Barnes and Noble URL","Indie Bound","Indie Bound URL","Amazon","Amazon URL","R1","R1 URL","R2","R2 URL","R3","R3 URL","R4","R4 URL","R5","R5 URL","GoodReads_Description","Wiki_Description","Readgeek_Description","Riffle_Description","Amazon_Description","crime","fantasy","young-adult","romance","comedy","dystopia","action","historical","non-fiction","science fiction","self-help"
"500000","Crime and Punishment","9780143058144","4.19","Fyodor Dostoyevsky","English","671","Penguin","31","12","2002","['Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Literature', 'Russian Literature', 'Novels', 'Philosophy', 'Mystery', 'Crime', 'Literature', '19th Century', 'Academic', 'School']","","$9.99","https://play.google.com/store/books/details/Fyodor_Dostoevsky_Crime_and_Punishment?id=LavHAQAAQBAJ","$16.95","http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780143058144","$16.95","http://www.indiebound.org/book/9780143058144?aff=rifflebooks","$3.99","https://www.goodreads.com/buy_buttons/12/follow?book_id=7144&ref=x_gr_w_bb&tag=x_gr_w_bb-20","War and Peace (Vintage Classics)","https://www.amazon.com/War-Peace-Vintage-Classics-Tolstoy/dp/1400079985/ref=pd_sim_14_1/146-9672019-9686646?_encoding=UTF8&pd_rd_i=1400079985&pd_rd_r=M84EFACJ8MBVSWPGNQ02&pd_rd_w=IfxNt&pd_rd_wg=prCTa&psc=1&refRID=M84EFACJ8MBVSWPGNQ02","To Kill a Mockingbird","https://www.amazon.com/Kill-Mockingbird-Harper-Lee/dp/0061808121/ref=pd_sim_14_2/146-9672019-9686646?_encoding=UTF8&pd_rd_i=0061808121&pd_rd_r=M84EFACJ8MBVSWPGNQ02&pd_rd_w=IfxNt&pd_rd_wg=prCTa&psc=1&refRID=M84EFACJ8MBVSWPGNQ02","The Sun Also Rises","https://www.amazon.com/Sun-Also-Rises-Ernest-Hemingway/dp/0743564413/ref=pd_sim_14_3/146-9672019-9686646?_encoding=UTF8&pd_rd_i=0743564413&pd_rd_r=M84EFACJ8MBVSWPGNQ02&pd_rd_w=IfxNt&pd_rd_wg=prCTa&psc=1&refRID=M84EFACJ8MBVSWPGNQ02","1177 B.C.: The Year Civilization Collapsed","https://www.amazon.com/1177-B-C-Year-Civilization-Collapsed/dp/1491581433/ref=pd_sim_14_4/146-9672019-9686646?_encoding=UTF8&pd_rd_i=1491581433&pd_rd_r=M84EFACJ8MBVSWPGNQ02&pd_rd_w=IfxNt&pd_rd_wg=prCTa&psc=1&refRID=M84EFACJ8MBVSWPGNQ02","A Tale of Two Cities and Great Expectations: Two Novels","https://www.amazon.com/Tale-Two-Cities-Great-Expectations/dp/145581234X/ref=pd_sim_14_5/146-9672019-9686646?_encoding=UTF8&pd_rd_i=145581234X&pd_rd_r=M84EFACJ8MBVSWPGNQ02&pd_rd_w=IfxNt&pd_rd_wg=prCTa&psc=1&refRID=M84EFACJ8MBVSWPGNQ02","['raskolnikov', 'impoverish', 'student', 'live', 'st', 'petersburg', 'tsar', 'determine', 'overreach', 'humanity', 'assert', 'untrammeled', 'individual', 'commit', 'act', 'murder', 'theft', 'set', 'motion', 'story', 'excruciate', 'suspense', 'atmospheric', 'vividness', 'depth', 'characterization', 'vision', 'almost', 'unequaled', 'literature', 'world', 'best', 'know', 'masterpiece', 'punishment', 'bear', 'amount', 'reread', 'without', 'lose', 'drop', 'power', 'drama', 'sin', 'guilt', 'redemption', 'transform', 'sordid', 'story', 'old', 'murder', 'nineteenth', 'profoundest', 'compel', 'philosophical', 'novelawardwinning', 'translator', 'render', 'elusive', 'wildly', 'innovative', 'novel', 'energy', 'suppleness', 'range', 'voice', 'full', 'justice', 'genius', 'creator']","['crime', 'punishment', 'russian', 'преступлéние', 'и', 'наказáние', 'tr', 'prestupleniye', 'nakazaniye', 'ipa', 'prʲɪstʊˈplʲenʲɪje', 'ɪ', 'nəkɐˈzanʲɪje', 'novel', 'russian', 'author', 'first', 'publish', 'literary', 'journal', 'russian', 'messenger', 'twelve', 'monthly', 'installment', 'later', 'publish', 'single', 'volume', 'second', 'fulllength', 'novel', 'follow', 'return', 'year', 'exile', 'siberia', 'crime', 'punishment', 'consider', 'first', 'great', 'novel', 'mature', 'period', 'write']","['author', 'personally', 'familiar', 'desperation', 'none', 'adept', 'describe', 'novel', 'herald', 'author', 'period', 'story', 'poor', 'talented', 'student', 'character', 'unparalleled', 'psychological', 'depth', 'complexity', 'reason', 'men', 'like', 'virtue', 'intellectual', 'superiority', 'must', 'transcend', 'societal', 'law', 'test', 'theory', 'devise', 'perfect', 'murder', 'spiteful', 'pawnbroker', 'live', 'st', 'petersburg', 'one', 'grip', 'story', 'time', 'soon', 'realize', 'folly', 'abstraction', 'haunt', 'vivid', 'hallucination', 'torment', 'conscience', 'seek', 'relief', 'terror', 'moral', 'sonia', 'pious', 'streetwalker', 'urge', 'confess', 'tense', 'game', 'cat', 'mouse', 'porfiry', 'brilliant', 'magistrate', 'assign', 'murder', 'investigation', 'tour', 'de', 'force', 'suspense', 'punishment', 'delineate', 'theory', 'motivation', 'underlie', 'bankrupt', 'morality']","[]","['cd', 'hour']","27.0227589379","0","0","0","0","18.7887796908","0","37.2367384984","0","16.9517228729","0"
"500001","Little Women (Little Women, #1)","9780451529305","4.05","Louisa May Alcott","English","449","Signet Classics","6","4","2004","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Literature', 'Childrens', 'Classics', 'Classic Literature', 'Literature', '19th Century']","https://dj6cnfthgyqas.cloudfront.net/0451529308-original.jpg","$3.99","https://play.google.com/store/movies/details/Little_Women_1994?id=aaOXXf8VOIU","$3.95","http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780451529305","$3.95","http://www.indiebound.org/book/9780451529305?aff=rifflebooks","$3.56","https://www.goodreads.com/buy_buttons/12/follow?book_id=1934&ref=x_gr_e_d_bp_default_sout_bb&tag=x_gr_e_d_bp_default_sout_bb-20","A Little Princess (Puffin Classics) by Frances Hodgson Burnett (2008…","https://www.amazon.com/Princess-Classics-Frances-Hodgson-2008-03-27/dp/B01N8XVHMO/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=B01N8XVHMO&pd_rd_r=9TERBBZRC1DJMJRCXV2W&pd_rd_w=8I2Yt&pd_rd_wg=5IWBW&psc=1&refRID=9TERBBZRC1DJMJRCXV2W","The Voyages of Doctor Dolittle","https://www.amazon.com/Voyages-Doctor-Dolittle-Hugh-Lofting/dp/0440400023/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0440400023&pd_rd_r=9TERBBZRC1DJMJRCXV2W&pd_rd_w=8I2Yt&pd_rd_wg=5IWBW&psc=1&refRID=9TERBBZRC1DJMJRCXV2W","Oliver Twist (Enriched Classics)","https://www.amazon.com/Oliver-Enriched-Classics-Charles-Dickens/dp/141653475X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=141653475X&pd_rd_r=9TERBBZRC1DJMJRCXV2W&pd_rd_w=8I2Yt&pd_rd_wg=5IWBW&psc=1&refRID=9TERBBZRC1DJMJRCXV2W","The Sign of Four (Penguin Classics)","https://www.amazon.com/Sign-Four-Penguin-Classics/dp/0140439072/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140439072&pd_rd_r=9TERBBZRC1DJMJRCXV2W&pd_rd_w=8I2Yt&pd_rd_wg=5IWBW&psc=1&refRID=9TERBBZRC1DJMJRCXV2W","Jane Eyre (Signet Classics)","https://www.amazon.com/Jane-Signet-Classics-Charlotte-Bronte/dp/0451530918/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0451530918&pd_rd_r=9TERBBZRC1DJMJRCXV2W&pd_rd_w=8I2Yt&pd_rd_wg=5IWBW&psc=1&refRID=9TERBBZRC1DJMJRCXV2W","['generation', 'reader', 'young', 'old', 'male', 'female', 'fall', 'love', 'march', 'sister', 'popular', 'endure', 'novel', 'talented', 'tomboy', 'authortobe', 'jo', 'tragically', 'frail', 'beth', 'beautiful', 'meg', 'romantic', 'spoil', 'unite', 'devotion', 'struggle', 'survive', 'new', 'england', 'civil', 'warit', 'secret', 'base', 'early', 'life', 'father', 'freethinking', 'reformer', 'abolitionist', 'hobnob', 'eminent', 'male', 'author', 'support', 'sister', 'work', 'include', 'sew', 'laundry', 'act', 'domestic', 'servant', 'soon', 'discover', 'could', 'make', 'money', 'write', 'bring', 'last', 'fame', 'fortune', 'far', 'publisher', 'request', 'explore', 'timeless', 'theme', 'love', 'death', 'war', 'peace', 'conflict', 'personal', 'ambition', 'family', 'responsibility', 'clash', 'culture', 'europe', 'america']","['little', 'woman', 'novel', 'american', 'author', 'originally', 'publish', 'two', 'volume', 'write', 'book', 'several', 'month', 'request', 'publisher', 'follow', 'live', 'four', 'march', 'jo', 'novel', 'detail', 'passage', 'childhood', 'womanhood', 'loosely', 'base', 'author', 'three', 'sister']","['novel', 'american', 'author', 'originally', 'publish', 'two', 'volume', 'write', 'book', 'rapidly', 'several', 'month', 'request', 'publisher', 'novel', 'follow', 'live', 'four', 'passage', 'childhood', 'womanhood', 'loosely', 'base', 'author', 'three', 'sister', 'immediate', 'commercial', 'critical', 'success', 'reader', 'demand', 'know', 'character', 'quickly', 'complete', 'second', 'volume', 'also', 'successful', 'two', 'volume', 'issue', 'single', 'work', 'entitle', 'also', 'write', 'two', 'sequel', 'popular', 'work', 'also', 'feature', 'march', 'sister', 'men', 'boy', 'although', 'novel', 'girl', 'differ', 'notably', 'current', 'write', 'child', 'especially', 'girl', 'novel', 'address', 'three', 'major', 'theme', 'domesticity', 'work', 'true', 'love', 'interdependent', 'necessary', 'achievement', 'heroine', 'individual', 'identity']","[]","['picturesque', 'nineteenthcentury', 'new', 'england', 'tomboyish', 'jo', 'beautiful', 'meg', 'fragile', 'beth', 'romantic', 'amy', 'come', 'age', 'father', 'war']","0","0","14.5154426573","21.0206681191","0","0","0","49.1998149583","0","0","15.2640742653"
"500002","Great Expectations","9780192833594","3.75","Charles Dickens","English","505","Oxford University Press","-1","-1","1998","['Classics', 'Fiction', 'Literature', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Novels', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'European Literature', 'British Literature', 'Historical', 'Victorian']","https://dj6cnfthgyqas.cloudfront.net/0192833596-original.jpg","$0.99","https://play.google.com/store/books/details/Charles_Dickens_Great_Expectations_Illustrated?id=Tq6iJBQPZeoC","","","$7.95","http://www.indiebound.org/book/9780192833594?aff=rifflebooks","$6.75","https://www.goodreads.com/buy_buttons/15/follow?book_id=2623&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","Oliver Twist (Penguin Classics)","https://www.amazon.com/Oliver-Penguin-Classics-Charles-Dickens/dp/0141439742/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141439742&pd_rd_r=NEVEERSD5QTWJ4KEFFKJ&pd_rd_w=X0bB8&pd_rd_wg=OF1tD&psc=1&refRID=NEVEERSD5QTWJ4KEFFKJ","David Copperfield (Penguin Classics)","https://www.amazon.com/Copperfield-Penguin-Classics-Charles-Dickens/dp/0140439447/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140439447&pd_rd_r=NEVEERSD5QTWJ4KEFFKJ&pd_rd_w=X0bB8&pd_rd_wg=OF1tD&psc=1&refRID=NEVEERSD5QTWJ4KEFFKJ","Wuthering Heights (Penguin Classics)","https://www.amazon.com/Wuthering-Heights-Penguin-Classics-Bront%C3%AB/dp/0141439556/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0141439556&pd_rd_r=NEVEERSD5QTWJ4KEFFKJ&pd_rd_w=X0bB8&pd_rd_wg=OF1tD&psc=1&refRID=NEVEERSD5QTWJ4KEFFKJ","A Tale of Two Cities (Dover Thrift Editions)","https://www.amazon.com/Tale-Cities-Dover-Thrift-Editions/dp/0486406512/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486406512&pd_rd_r=NEVEERSD5QTWJ4KEFFKJ&pd_rd_w=X0bB8&pd_rd_wg=OF1tD&psc=1&refRID=NEVEERSD5QTWJ4KEFFKJ","Jane Eyre (Bantam Classics)","https://www.amazon.com/Jane-Bantam-Classics-Charlotte-Bronte/dp/0553211404/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0553211404&pd_rd_r=NEVEERSD5QTWJ4KEFFKJ&pd_rd_w=X0bB8&pd_rd_wg=OF1tD&psc=1&refRID=NEVEERSD5QTWJ4KEFFKJ","['may', 'best', 'novel', 'humble', 'orphan', 'pip', 'apprentice', 'dirty', 'work', 'forge', 'dare', 'dream', 'become', 'gentleman', 'one', 'day', 'sudden', 'enigmatic', 'circumstance', 'find', 'possession', 'great', 'expectation', 'grip', 'tale', 'crime', 'guilt', 'revenge', 'reward', 'compel', 'character', 'include', 'magwitch', 'fearful', 'fearsome', 'convict', 'whose', 'beauty', 'excel', 'haughtiness', 'embitter', 'miss', 'havisham', 'eccentric', 'jilt', 'bride']","['great', 'expectation', 'thirteenth', 'novel', 'penultimate', 'complete', 'novel', 'bildungsroman', 'depict', 'personal', 'growth', 'personal', 'development', 'orphan', 'nickname', 'second', 'novel', 'fully', 'narrate', 'first', 'person', 'n', 'novel', 'first', 'publish', 'serial', 'weekly', 'periodical', 'year', 'round', 'december', 'august', 'october', 'publish', 'novel', 'three', 'volume']","['part', 'series', 'offer', 'quality', 'edition', 'affordable', 'price', 'student', 'general', 'reader', 'include', 'new', 'scholarship', 'thoughtful', 'design', 'page', 'carefully', 'craft', 'extra', 'remarkable', 'feature', 'new', 'introduction', 'commission', 'today', 'top', 'writer', 'scholar', 'biography', 'author', 'chronology', 'contemporary', 'historical', 'biographical', 'cultural', 'event', 'footnote', 'endnotes', 'selective', 'discussion', 'imitation', 'parody', 'poem', 'book', 'play', 'paint', 'opera', 'statuary', 'film', 'inspire', 'work', 'comment', 'famous', 'author', 'study', 'question', 'challenge', 'reader', 'viewpoint', 'bibliography', 'read', 'index', 'glossary', 'appropriateall', 'edition', 'beautifully', 'design', 'print', 'superior', 'specification', 'include', 'illustration', 'historical', 'interest', 'pull', 'together', 'constellation', 'influencesbiographical', 'historical', 'literaryto', 'enrich', 'reader', 'understand', 'endure', 'work', 'describe', 'g', 'k', 'chesterton', 'study', 'human', 'weakness', 'slow', 'human', 'surrender', 'may', 'call', 'finest', 'moment', 'remarkably', 'illustrious', 'literary', 'careerin', 'overgrow', 'churchyard', 'grizzle', 'convict', 'spring', 'upon', 'orphan', 'name', 'convict', 'terrify', 'young', 'boy', 'threaten', 'kill', 'unless', 'help', 'escape', 'later', 'find', 'ruin', 'garden', 'meet', 'bitter', 'crazy', 'miss', 'havisham', 'foster', 'child', 'immediately', 'fall', 'love', 'secret', 'benefactor', 'give', 'fortune', 'move', 'london', 'cultivate', 'life', 'would', 'allow', 'discard', 'impoverish', 'beginning', 'socialize', 'idle', 'upper', 'class', 'struggle', 'become', 'gentleman', 'torment', 'endlessly', 'beautiful', 'slowly', 'learn', 'truth', 'illusionswritten', 'last', 'decade', 'life', 'reveal', 'dark', 'attitude', 'toward', 'victorian', 'society', 'inherent', 'class', 'structure', 'materialism', 'yet', 'novel', 'persist', 'one', 'popular', 'comic', 'immensely', 'readable', 'overspill', 'vividly', 'draw', 'character', 'moral', 'maelstrom', 'sorrow', 'pity', 'loveradhika', 'doctoral', 'candidate', 'english', 'comparative', 'literature', 'columbia', 'university', 'manage', 'editor', 'grand', 'street', 'magazine']","['new', 'introduction', 'note', 'edition', 'great', 'expectation', 'offer', 'new', 'insight', 'one', 'dickens', 'fascinate', 'disturb', 'novel', 'chart', 'progress', 'pip', 'childhood', 'adulthood', 'dickens', 'show', 'danger', 'drive', 'desire', 'wealth', 'social', 'status', 'pip', 'move', 'kent', 'marsh', 'busy', 'commercial', 'london', 'encounter', 'many', 'extraordinary', 'character', 'magwitch', 'escape', 'convict', 'woman', 'lock', 'past', 'confront', 'challenge', 'establish', 'sense', 'identity', 'value', 'contrary', 'plan', 'others']","['new', 'introduction', 'note', 'edition', 'great', 'expectation', 'offer', 'new', 'insight', 'one', 'dickens', 'fascinate', 'disturb', 'novel', 'chart', 'progress', 'pip', 'childhood', 'adulthood', 'dickens', 'show', 'danger', 'drive', 'desire', 'wealth', 'social', 'status', 'pip', 'move', 'kent', 'marsh', 'busy', 'commercial', 'london', 'encounter', 'many', 'extraordinary', 'character', 'magwitch', 'escape', 'convict', 'woman', 'lock', 'past', 'confront', 'challenge', 'establish', 'sense', 'identity', 'value', 'contrary', 'plan', 'others']","20.6237152658","0","0","22.4097531554","0","19.1100008805","0","37.8565306983","0","0","0"
"500003","War and Peace","9780192833983","4.11","Leo Tolstoy","English","1392","Oxford University Press","25","6","1998","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Russia', 'Literature', 'Literature', 'Russian Literature', 'War', 'Historical', 'Novels', 'Literature', '19th Century']","https://dj6cnfthgyqas.cloudfront.net/0192833987-original.jpg","Free","https://play.google.com/store/books/details/Leo_Tolstoy_War_and_Peace?id=Ch43AwAAQBAJ","$9.15","http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780192833983","$12.95","http://www.indiebound.org/book/9780192833983?aff=rifflebooks","$1.80","https://www.goodreads.com/buy_buttons/14/follow?book_id=656&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Anna Karenina (Oxford World's Classics)","https://www.amazon.com/Anna-Karenina-Oxford-Worlds-Classics/dp/0198748841/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0198748841&pd_rd_r=X1QQQRSMH191QN74H173&pd_rd_w=a8rnM&pd_rd_wg=kJPfP&psc=1&refRID=X1QQQRSMH191QN74H173","Russia Against Napoleon: The True Story of the Campaigns of War and…","https://www.amazon.com/Russia-Against-Napoleon-Story-Campaigns/dp/0143118862/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0143118862&pd_rd_r=X1QQQRSMH191QN74H173&pd_rd_w=a8rnM&pd_rd_wg=kJPfP&psc=1&refRID=X1QQQRSMH191QN74H173","Crime and Punishment","https://www.amazon.com/Crime-Punishment-Fyodor-Dostoyevsky/dp/0486415872/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486415872&pd_rd_r=X1QQQRSMH191QN74H173&pd_rd_w=a8rnM&pd_rd_wg=kJPfP&psc=1&refRID=X1QQQRSMH191QN74H173","Defeat: Napoleon's Russian Campaign (New York Review Books…","https://www.amazon.com/Defeat-Napoleons-Russian-Campaign-Classics/dp/1590172825/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1590172825&pd_rd_r=X1QQQRSMH191QN74H173&pd_rd_w=a8rnM&pd_rd_wg=kJPfP&psc=1&refRID=X1QQQRSMH191QN74H173","Don Quixote de la Mancha (Oxford World's Classics)","https://www.amazon.com/Quixote-Mancha-Oxford-Worlds-Classics/dp/0199537895/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199537895&pd_rd_r=X1QQQRSMH191QN74H173&pd_rd_w=a8rnM&pd_rd_wg=kJPfP&psc=1&refRID=X1QQQRSMH191QN74H173","['awardwinning', 'translator', 'brother', 'karamazov', 'come', 'magnificent', 'new', 'translation', 'masterwork', 'war', 'broadly', 'focus', 'invasion', 'russia', 'follow', 'three', 'wellknown', 'character', 'literature', 'illegitimate', 'son', 'count', 'fight', 'inheritance', 'yearn', 'spiritual', 'fulfillment', 'prince', 'leave', 'family', 'behind', 'fight', 'war', 'napoleon', 'beautiful', 'young', 'daughter', 'nobleman', 'intrigue', 'mena', 'army', 'invade', 'brilliantly', 'follow', 'character', 'diverse', 'nobility', 'civilian', 'struggle', 'problem', 'unique', 'era', 'history', 'culture', 'novel', 'progress', 'character', 'transcend', 'specificity', 'become', 'world', 'literature']","['war', 'peace', 'prereform', 'russian', 'и', 'миръ', 'postreform', 'russian', 'и', 'мир', 'translit', 'voyná', 'mir', 'vɐjˈna', 'ˈmʲir', 'novel', 'russian', 'author', 'regard', 'central', 'work', 'world', 'literature', 'one', 'finest', 'literary', 'achievement']","['novel', 'upperclass', 'family', 'russia', 'first', 'publish', 'book', 'make', 'sizable', 'impact', 'world', 'literature', 'book', 'set', 'time', 'napoleon', 'invasion', 'give', 'reader', 'glimpse', 'life', 'like', 'russian', 'family', 'period', 'reader', 'also', 'get', 'chance', 'visit', 'court', 'well', 'austerlitz', 'battle', 'take', 'placethe', 'book', 'historically', 'accurate', 'use', 'realism', 'novel', 'bring', 'life', 'almost', 'hundred', 'sixty', 'real', 'people', 'name', 'book', 'story', 'start', 'take', 'reader', 'france', 'invasion', 'russia', 'lead', 'cultural', 'historical', 'context', 'time', 'bring', 'novel', 'effectively', 'give', 'reader', 'le', 'accurate', 'representation', 'event', 'timethe', 'five', 'family', 'focus', 'book', 'bolkonskys', 'bezukhovs', 'kuragins', 'drubetskoys', 'rostov', 'family', 'involve', 'adultery', 'pursuit', 'wealth', 'search', 'better', 'career', 'publish', 'available', 'paperback', 'regard', 'tolstoy', 'greatest', 'worksa', 'large', 'part', 'book', 'philosophy', 'narrative']","['present', 'classic', 'epic', 'napoleonic', 'war', 'effect', 'four', 'russian', 'family']","['present', 'classic', 'epic', 'napoleonic', 'war', 'effect', 'four', 'russian', 'family']","0","0","0","0","0","16.2244272765","0","43.0716132012","21.6595583339","0","19.0444011884"
"500004","Les MisÃ©rables","9780451525260","4.15","Victor Hugo","English","1563","Signet Classics","3","3","1987","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Cultural', 'France', 'Historical', 'Novels', 'European Literature', 'French Literature', 'Romance', 'Classics', 'Classic Literature']","https://dj6cnfthgyqas.cloudfront.net/0451525264-original.jpg","$5.99","https://play.google.com/store/books/details/Victor_Hugo_Les_Miserables?id=hVc00oy-2SgC","$9.95","http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780451525260","$9.95","http://www.indiebound.org/book/9780451525260?aff=rifflebooks","$31.99","https://www.goodreads.com/buy_buttons/12/follow?book_id=24280&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The Hunchback of Notre-Dame (Wordsworth Classics) (Wordsworth…","https://www.amazon.com/Hunchback-Notre-Dame-Wordsworth-Classics-Collection/dp/1853260681/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1853260681&pd_rd_r=73E9ZVJHXWJ7E9YPSKHJ&pd_rd_w=FV8hN&pd_rd_wg=D2XDR&psc=1&refRID=73E9ZVJHXWJ7E9YPSKHJ","The Count of Monte Cristo (Bantam Classics)","https://www.amazon.com/Count-Monte-Cristo-Bantam-Classics/dp/0553213504/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0553213504&pd_rd_r=73E9ZVJHXWJ7E9YPSKHJ&pd_rd_w=FV8hN&pd_rd_wg=D2XDR&psc=1&refRID=73E9ZVJHXWJ7E9YPSKHJ","Les Miserables: (French Edition)","https://www.amazon.com/Miserables-French-Victor-Hugo/dp/1537034529/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1537034529&pd_rd_r=73E9ZVJHXWJ7E9YPSKHJ&pd_rd_w=FV8hN&pd_rd_wg=D2XDR&psc=1&refRID=73E9ZVJHXWJ7E9YPSKHJ","Les Misérables","https://www.amazon.com/Mis%C3%A9rables-Victor-Hugo/dp/0449300021/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0449300021&pd_rd_r=73E9ZVJHXWJ7E9YPSKHJ&pd_rd_w=FV8hN&pd_rd_wg=D2XDR&psc=1&refRID=73E9ZVJHXWJ7E9YPSKHJ","Les Misérables","https://www.amazon.com/Mis%C3%A9rables-Hugh-Jackman/dp/B005S9EK5Y/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=B005S9EK5Y&pd_rd_r=73E9ZVJHXWJ7E9YPSKHJ&pd_rd_w=FV8hN&pd_rd_wg=D2XDR&psc=1&refRID=73E9ZVJHXWJ7E9YPSKHJ","['introduce', 'one', 'famous', 'character', 'literature', 'noble', 'peasant', 'imprison', 'steal', 'loaf', 'rank', 'among', 'greatest', 'novel', 'time', 'take', 'reader', 'deep', 'parisian', 'underworld', 'immerse', 'battle', 'good', 'evil', 'carry', 'barricade', 'uprise', 'breathtaking', 'realism', 'unsurpassed', 'modern', 'prose', 'within', 'dramatic', 'story', 'theme', 'capture', 'intellect', 'emotion', 'crime', 'punishment', 'relentless', 'persecution', 'valjean', 'desperation', 'prostitute', 'amorality', 'rogue', 'universal', 'desire', 'escape', 'prison', 'mind', 'give', 'canvas', 'upon', 'portray', 'criticism', 'french', 'political', 'judicial', 'system', 'portrait', 'result', 'larger', 'life', 'epic', 'extravagant', 'spectacle', 'dazzle', 'sense', 'even', 'touch', 'heart']","['misérables', 'french', 'pronunciation', 'le', 'mizeʁabl', 'ə', 'french', 'historical', 'novel', 'first', 'publish', 'consider', 'one', 'greatest', 'novel', 'century', 'englishspeaking', 'world', 'novel', 'usually', 'refer', 'original', 'french', 'title', 'however', 'several', 'alternative', 'use', 'include', 'miserables', 'wretched', 'miserable', 'one', 'poor', 'one', 'wretched', 'poor', 'victim', 'dispossess', 'begin', 'culminate', 'june', 'rebellion', 'paris', 'novel', 'follow', 'live', 'interaction', 'several', 'character', 'particularly', 'struggle', 'exconvict', 'experience', 'redemption']","['introduce', 'one', 'famous', 'character', 'literature', 'noble', 'peasant', 'imprison', 'steal', 'loaf', 'rank', 'among', 'greatest', 'novel', 'time', 'take', 'reader', 'deep', 'parisian', 'underworld', 'immerse', 'battle', 'good', 'evil', 'carry', 'barricade', 'uprise', 'breathtaking', 'realism', 'unsurpassed', 'modern', 'prose', 'within', 'dramatic', 'story', 'theme', 'capture', 'intellect', 'emotion', 'crime', 'punishment', 'relentless', 'persecution', 'valjean', 'desperation', 'prostitute', 'amorality', 'rogue', 'thénardier', 'universal', 'desire', 'escape', 'prison', 'mind', 'give', 'canvas', 'upon', 'portray', 'criticism', 'french', 'political', 'judicial', 'system', 'portrait', 'result', 'larger', 'life', 'epic', 'extravagant', 'spectacle', 'dazzle', 'sense', 'even', 'touch', 'heartthis', 'signet', 'classic', 'edition', 'completely', 'unabridged', 'paperback', 'edition', 'available', 'todaytranslated', 'base', 'classic', 'nineteenthcentury', 'e', 'translationwith', 'introduction', 'new', 'afterword']","['hugo', 'tower', 'novel', 'unjust', 'imprisonment', 'lifelong', 'flight', 'relentless', 'police', 'officer']","['hugo', 'tower', 'novel', 'unjust', 'imprisonment', 'lifelong', 'flight', 'relentless', 'police', 'officer']","15.9814287578","0","0","0","0","22.9371786727","0","40.0852711375","0","20.996121432","0"
