Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL
Frankenstein,9780141439471,https://www.goodreads.com/buy_buttons/17/follow?book_id=18490&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$8.29,The Strange Case of Dr. Jekyll and Mr. Hyde (Dover Thrift Editions),https://www.amazon.com/Strange-Jekyll-Dover-Thrift-Editions/dp/0486266885/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486266885&pd_rd_r=AJSK6Q1DNEQKEEARAW7E&pd_rd_w=PZMvR&pd_rd_wg=5bGEK&psc=1&refRID=AJSK6Q1DNEQKEEARAW7E,Dracula,https://www.amazon.com/Dracula-Bram-Stoker/dp/0486411095/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486411095&pd_rd_r=AJSK6Q1DNEQKEEARAW7E&pd_rd_w=PZMvR&pd_rd_wg=5bGEK&psc=1&refRID=AJSK6Q1DNEQKEEARAW7E,Natural Born Celebrities: Serial Killers in American Culture,https://www.amazon.com/Natural-Born-Celebrities-Killers-American/dp/0226738698/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0226738698&pd_rd_r=AJSK6Q1DNEQKEEARAW7E&pd_rd_w=PZMvR&pd_rd_wg=5bGEK&psc=1&refRID=AJSK6Q1DNEQKEEARAW7E,Darkly Dreaming Dexter,https://www.amazon.com/Darkly-Dreaming-Dexter-Jeff-Lindsay/dp/0307277887/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0307277887&pd_rd_r=AJSK6Q1DNEQKEEARAW7E&pd_rd_w=PZMvR&pd_rd_wg=5bGEK&psc=1&refRID=AJSK6Q1DNEQKEEARAW7E,You: A Novel,https://www.amazon.com/You-Novel-Caroline-Kepnes/dp/1476785600/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1476785600&pd_rd_r=AJSK6Q1DNEQKEEARAW7E&pd_rd_w=PZMvR&pd_rd_wg=5bGEK&psc=1&refRID=AJSK6Q1DNEQKEEARAW7E
Sense and Sensibility,9780141439662,https://www.goodreads.com/buy_buttons/12/follow?book_id=14935&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$8.00,Emma (Penguin Classics),https://www.amazon.com/Emma-Penguin-Classics-Jane-Austen/dp/0141439580/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141439580&pd_rd_r=2ZC043NXKDQDM0G7FE2B&pd_rd_w=YyPUX&pd_rd_wg=HJUfH&psc=1&refRID=2ZC043NXKDQDM0G7FE2B,Mansfield Park (Penguin Classics),https://www.amazon.com/Mansfield-Park-Penguin-Classics-Austen/dp/0141439807/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141439807&pd_rd_r=2ZC043NXKDQDM0G7FE2B&pd_rd_w=YyPUX&pd_rd_wg=HJUfH&psc=1&refRID=2ZC043NXKDQDM0G7FE2B,Persuasion (Penguin Classics),https://www.amazon.com/Persuasion-Penguin-Classics-Jane-Austen/dp/0141439688/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0141439688&pd_rd_r=2ZC043NXKDQDM0G7FE2B&pd_rd_w=YyPUX&pd_rd_wg=HJUfH&psc=1&refRID=2ZC043NXKDQDM0G7FE2B,Northanger Abbey (Penguin Classics),https://www.amazon.com/Northanger-Abbey-Penguin-Classics-Austen/dp/0141439793/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439793&pd_rd_r=2ZC043NXKDQDM0G7FE2B&pd_rd_w=YyPUX&pd_rd_wg=HJUfH&psc=1&refRID=2ZC043NXKDQDM0G7FE2B,Pride and Prejudice,https://www.amazon.com/Pride-Prejudice-Jane-Austen/dp/0141439513/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0141439513&pd_rd_r=2ZC043NXKDQDM0G7FE2B&pd_rd_w=YyPUX&pd_rd_wg=HJUfH&psc=1&refRID=2ZC043NXKDQDM0G7FE2B
Emma,9780141439587,https://www.goodreads.com/buy_buttons/12/follow?book_id=6969&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.00,Sense and Sensibility (Penguin Classics),https://www.amazon.com/Sense-Sensibility-Penguin-Classics-Austen/dp/0141439661/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141439661&pd_rd_r=R98PFC4F5CYYJ4MZHGMD&pd_rd_w=KUmjs&pd_rd_wg=wbV1H&psc=1&refRID=R98PFC4F5CYYJ4MZHGMD,Mansfield Park (Penguin Classics),https://www.amazon.com/Mansfield-Park-Penguin-Classics-Austen/dp/0141439807/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141439807&pd_rd_r=R98PFC4F5CYYJ4MZHGMD&pd_rd_w=KUmjs&pd_rd_wg=wbV1H&psc=1&refRID=R98PFC4F5CYYJ4MZHGMD,Persuasion (Penguin Classics),https://www.amazon.com/Persuasion-Penguin-Classics-Jane-Austen/dp/0141439688/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0141439688&pd_rd_r=R98PFC4F5CYYJ4MZHGMD&pd_rd_w=KUmjs&pd_rd_wg=wbV1H&psc=1&refRID=R98PFC4F5CYYJ4MZHGMD,Northanger Abbey (Penguin Classics),https://www.amazon.com/Northanger-Abbey-Penguin-Classics-Austen/dp/0141439793/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439793&pd_rd_r=R98PFC4F5CYYJ4MZHGMD&pd_rd_w=KUmjs&pd_rd_wg=wbV1H&psc=1&refRID=R98PFC4F5CYYJ4MZHGMD,Pride and Prejudice,https://www.amazon.com/Pride-Prejudice-Jane-Austen/dp/0141439513/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0141439513&pd_rd_r=R98PFC4F5CYYJ4MZHGMD&pd_rd_w=KUmjs&pd_rd_wg=wbV1H&psc=1&refRID=R98PFC4F5CYYJ4MZHGMD
Persuasion,9780760750872,https://www.goodreads.com/buy_buttons/15/follow?book_id=1715847&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$3.89,Sense and Sensibility (A Penguin Classics Hardcover),https://www.amazon.com/Sense-Sensibility-Penguin-Classics-Hardcover/dp/0141040378/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141040378&pd_rd_r=DG6C20M6P5N2TK14NAPV&pd_rd_w=0YewA&pd_rd_wg=fOLGr&psc=1&refRID=DG6C20M6P5N2TK14NAPV,Emma (A Penguin Classics Hardcover),https://www.amazon.com/Emma-Penguin-Classics-Hardcover-Austen/dp/014119247X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=014119247X&pd_rd_r=DG6C20M6P5N2TK14NAPV&pd_rd_w=0YewA&pd_rd_wg=fOLGr&psc=1&refRID=DG6C20M6P5N2TK14NAPV,Northanger Abbey: (Classics hardcover) (A Penguin Classics…,https://www.amazon.com/Northanger-Abbey-Classics-hardcover-Hardcover/dp/0141197714/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0141197714&pd_rd_r=DG6C20M6P5N2TK14NAPV&pd_rd_w=0YewA&pd_rd_wg=fOLGr&psc=1&refRID=DG6C20M6P5N2TK14NAPV,Mansfield Park,https://www.amazon.com/Mansfield-Park-Jane-Austen/dp/0141197706/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141197706&pd_rd_r=DG6C20M6P5N2TK14NAPV&pd_rd_w=0YewA&pd_rd_wg=fOLGr&psc=1&refRID=DG6C20M6P5N2TK14NAPV,Pride and Prejudice (A Penguin Classics Hardcover),https://www.amazon.com/Pride-Prejudice-Penguin-Classics-Hardcover/dp/0141040343/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0141040343&pd_rd_r=DG6C20M6P5N2TK14NAPV&pd_rd_w=0YewA&pd_rd_wg=fOLGr&psc=1&refRID=DG6C20M6P5N2TK14NAPV
The Complete Grimm's Fairy Tales,9780394709307,https://www.goodreads.com/buy_buttons/12/follow?book_id=22917&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.56,Hans Christian Andersen's Fairy Tales (Puffin Classics),https://www.amazon.com/Christian-Andersens-Fairy-Puffin-Classics/dp/0141329017/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141329017&pd_rd_r=BWT1KEY8YYAC8T2EEF9V&pd_rd_w=eAutU&pd_rd_wg=aOEL0&psc=1&refRID=BWT1KEY8YYAC8T2EEF9V,Aesop's Fables (Dover Children's Thrift Classics),https://www.amazon.com/Aesops-Fables-Childrens-Thrift-Classics/dp/0486280209/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486280209&pd_rd_r=BWT1KEY8YYAC8T2EEF9V&pd_rd_w=eAutU&pd_rd_wg=aOEL0&psc=1&refRID=BWT1KEY8YYAC8T2EEF9V,The Complete Tales and Poems of Edgar Allan Poe,https://www.amazon.com/Complete-Tales-Poems-Edgar-Allan/dp/0394716787/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0394716787&pd_rd_r=BWT1KEY8YYAC8T2EEF9V&pd_rd_w=eAutU&pd_rd_wg=aOEL0&psc=1&refRID=BWT1KEY8YYAC8T2EEF9V,Edgar Allan Poe: Complete Tales and Poems,https://www.amazon.com/Edgar-Allan-Poe-Complete-Tales/dp/0785814531/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0785814531&pd_rd_r=BWT1KEY8YYAC8T2EEF9V&pd_rd_w=eAutU&pd_rd_wg=aOEL0&psc=1&refRID=BWT1KEY8YYAC8T2EEF9V,The Complete Fairy Tales - Hans Christian Andersen (Wordsworth Special…,https://www.amazon.com/Complete-Fairy-Tales-Christian-Wordsworth/dp/1853268992/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1853268992&pd_rd_r=BWT1KEY8YYAC8T2EEF9V&pd_rd_w=eAutU&pd_rd_wg=aOEL0&psc=1&refRID=BWT1KEY8YYAC8T2EEF9V
Northanger Abbey,9781904633303,https://www.goodreads.com/buy_buttons/15/follow?book_id=827588&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$3.89,Mansfield Park,https://www.amazon.com/Mansfield-Park-Jane-Austen/dp/0141197706/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141197706&pd_rd_r=05B6ZRF4E706E9M37Y9P&pd_rd_w=aSJIA&pd_rd_wg=kymBx&psc=1&refRID=05B6ZRF4E706E9M37Y9P,Persuasion: (Classics hardcover) (A Penguin Classics Hardcover),https://www.amazon.com/Persuasion-Classics-hardcover-Penguin-Hardcover/dp/0141197692/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141197692&pd_rd_r=05B6ZRF4E706E9M37Y9P&pd_rd_w=aSJIA&pd_rd_wg=kymBx&psc=1&refRID=05B6ZRF4E706E9M37Y9P,Emma (A Penguin Classics Hardcover),https://www.amazon.com/Emma-Penguin-Classics-Hardcover-Austen/dp/014119247X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=014119247X&pd_rd_r=05B6ZRF4E706E9M37Y9P&pd_rd_w=aSJIA&pd_rd_wg=kymBx&psc=1&refRID=05B6ZRF4E706E9M37Y9P,Sense and Sensibility (A Penguin Classics Hardcover),https://www.amazon.com/Sense-Sensibility-Penguin-Classics-Hardcover/dp/0141040378/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141040378&pd_rd_r=05B6ZRF4E706E9M37Y9P&pd_rd_w=aSJIA&pd_rd_wg=kymBx&psc=1&refRID=05B6ZRF4E706E9M37Y9P,Love and Friendship: And Other Youthful Writings,https://www.amazon.com/Love-Friendship-Other-Youthful-Writings/dp/0140433341/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140433341&pd_rd_r=05B6ZRF4E706E9M37Y9P&pd_rd_w=aSJIA&pd_rd_wg=kymBx&psc=1&refRID=05B6ZRF4E706E9M37Y9P
Mansfield Park,9780141439808,https://www.goodreads.com/buy_buttons/15/follow?book_id=45032&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$9.00,Northanger Abbey (Penguin Classics),https://www.amazon.com/Northanger-Abbey-Penguin-Classics-Austen/dp/0141439793/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141439793&pd_rd_r=D9PAKA3AHR3T3NQTMSSQ&pd_rd_w=Yi5CH&pd_rd_wg=MxjiZ&psc=1&refRID=D9PAKA3AHR3T3NQTMSSQ,Emma (Penguin Classics),https://www.amazon.com/Emma-Penguin-Classics-Jane-Austen/dp/0141439580/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141439580&pd_rd_r=D9PAKA3AHR3T3NQTMSSQ&pd_rd_w=Yi5CH&pd_rd_wg=MxjiZ&psc=1&refRID=D9PAKA3AHR3T3NQTMSSQ,Sense and Sensibility (Penguin Classics),https://www.amazon.com/Sense-Sensibility-Penguin-Classics-Austen/dp/0141439661/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0141439661&pd_rd_r=D9PAKA3AHR3T3NQTMSSQ&pd_rd_w=Yi5CH&pd_rd_wg=MxjiZ&psc=1&refRID=D9PAKA3AHR3T3NQTMSSQ,Persuasion (Penguin Classics),https://www.amazon.com/Persuasion-Penguin-Classics-Jane-Austen/dp/0141439688/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439688&pd_rd_r=D9PAKA3AHR3T3NQTMSSQ&pd_rd_w=Yi5CH&pd_rd_wg=MxjiZ&psc=1&refRID=D9PAKA3AHR3T3NQTMSSQ,Emma (Fourth Edition) (Norton Critical Editions),https://www.amazon.com/Emma-Fourth-Norton-Critical-Editions/dp/0393927644/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0393927644&pd_rd_r=D9PAKA3AHR3T3NQTMSSQ&pd_rd_w=Yi5CH&pd_rd_wg=MxjiZ&psc=1&refRID=D9PAKA3AHR3T3NQTMSSQ
"Ivanhoe (Waverly Novels, #5)",9780140436587,https://www.goodreads.com/buy_buttons/12/follow?book_id=6440&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.37,Waverley (Penguin Classics),https://www.amazon.com/Waverley-Penguin-Classics-Walter-Scott/dp/014043660X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=014043660X&pd_rd_r=48XM3R8EH9Y740XK501Q&pd_rd_w=FiAML&pd_rd_wg=Nihqc&psc=1&refRID=48XM3R8EH9Y740XK501Q,Rob Roy (Penguin Classics),https://www.amazon.com/Rob-Penguin-Classics-Walter-Scott/dp/0140435549/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140435549&pd_rd_r=48XM3R8EH9Y740XK501Q&pd_rd_w=FiAML&pd_rd_wg=Nihqc&psc=1&refRID=48XM3R8EH9Y740XK501Q,The Count of Monte Cristo (Penguin Classics),https://www.amazon.com/Count-Monte-Cristo-Penguin-Classics/dp/0140449264/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140449264&pd_rd_r=48XM3R8EH9Y740XK501Q&pd_rd_w=FiAML&pd_rd_wg=Nihqc&psc=1&refRID=48XM3R8EH9Y740XK501Q,Robinson Crusoe,https://www.amazon.com/Robinson-Crusoe-Daniel-Defoe/dp/150329238X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=150329238X&pd_rd_r=48XM3R8EH9Y740XK501Q&pd_rd_w=FiAML&pd_rd_wg=Nihqc&psc=1&refRID=48XM3R8EH9Y740XK501Q,English Victorian Poetry: An Anthology (Dover Thrift Editions),https://www.amazon.com/English-Victorian-Poetry-Anthology-Editions/dp/0486404250/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486404250&pd_rd_r=48XM3R8EH9Y740XK501Q&pd_rd_w=FiAML&pd_rd_wg=Nihqc&psc=1&refRID=48XM3R8EH9Y740XK501Q
The Swiss Family Robinson,9781402726026,https://www.goodreads.com/buy_buttons/13/follow?book_id=62111&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$3.89,Robinson Crusoe (Sterling Unabridged Classics),https://www.amazon.com/Robinson-Crusoe-Sterling-Unabridged-Classics/dp/1402784066/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1402784066&pd_rd_r=M63A490KX3FQSPXYCT8Z&pd_rd_w=D3BVR&pd_rd_wg=g6gLy&psc=1&refRID=M63A490KX3FQSPXYCT8Z,The Adventures of Huckleberry Finn (Sterling Unabridged Classics),https://www.amazon.com/Adventures-Huckleberry-Sterling-Unabridged-Classics/dp/1402726007/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1402726007&pd_rd_r=M63A490KX3FQSPXYCT8Z&pd_rd_w=D3BVR&pd_rd_wg=g6gLy&psc=1&refRID=M63A490KX3FQSPXYCT8Z,Treasure Island-Treasury of Illustrated Classics Storybook Collection,https://www.amazon.com/Treasure-Island-Treasury-Illustrated-Storybook-Collection/dp/0766631850/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0766631850&pd_rd_r=M63A490KX3FQSPXYCT8Z&pd_rd_w=D3BVR&pd_rd_wg=g6gLy&psc=1&refRID=M63A490KX3FQSPXYCT8Z,Classic Starts®: Treasure Island (Classic Starts® Series),https://www.amazon.com/Classic-Starts%C2%AE-Treasure-Island/dp/1402713185/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1402713185&pd_rd_r=M63A490KX3FQSPXYCT8Z&pd_rd_w=D3BVR&pd_rd_wg=g6gLy&psc=1&refRID=M63A490KX3FQSPXYCT8Z,The Call of the Wild and White Fang (Sterling Unabridged Classics),https://www.amazon.com/Call-White-Sterling-Unabridged-Classics/dp/1402714556/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1402714556&pd_rd_r=M63A490KX3FQSPXYCT8Z&pd_rd_w=D3BVR&pd_rd_wg=g6gLy&psc=1&refRID=M63A490KX3FQSPXYCT8Z
Don Juan,9780140424522,https://www.goodreads.com/buy_buttons/12/follow?book_id=78249&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$16.70,Selected Poems (Penguin Classics),https://www.amazon.com/Selected-Penguin-Classics-George-Gordon/dp/0140424504/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140424504&pd_rd_r=X3A1R8CJPDHC79PKFZCY&pd_rd_w=mLUoS&pd_rd_wg=xZoTN&psc=1&refRID=X3A1R8CJPDHC79PKFZCY,Lord Byron: The Major Works (Oxford World's Classics),https://www.amazon.com/Lord-Byron-Oxford-Worlds-Classics/dp/019953733X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=019953733X&pd_rd_r=X3A1R8CJPDHC79PKFZCY&pd_rd_w=mLUoS&pd_rd_wg=xZoTN&psc=1&refRID=X3A1R8CJPDHC79PKFZCY,The Commerce of Everyday Life: Selections from The Tatler and The…,https://www.amazon.com/Commerce-Everyday-Life-Selections-Spectator/dp/0312115970/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0312115970&pd_rd_r=X3A1R8CJPDHC79PKFZCY&pd_rd_w=mLUoS&pd_rd_wg=xZoTN&psc=1&refRID=X3A1R8CJPDHC79PKFZCY,Bleak House (Penguin Classics),https://www.amazon.com/Bleak-Penguin-Classics-Charles-Dickens/dp/0141439726/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439726&pd_rd_r=X3A1R8CJPDHC79PKFZCY&pd_rd_w=mLUoS&pd_rd_wg=xZoTN&psc=1&refRID=X3A1R8CJPDHC79PKFZCY,Ruth Hall: A Domestic Tale of the Present TIme (Penguin Classics),https://www.amazon.com/Ruth-Hall-Domestic-Present-Classics/dp/0140436405/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140436405&pd_rd_r=X3A1R8CJPDHC79PKFZCY&pd_rd_w=mLUoS&pd_rd_wg=xZoTN&psc=1&refRID=X3A1R8CJPDHC79PKFZCY
The Lady of the Lake,9781596054721,https://www.goodreads.com/buy_buttons/12/follow?book_id=12767&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$19.99,,,,,,,,,,
Nutcracker,9780517552858,https://www.goodreads.com/buy_buttons/12/follow?book_id=774449&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$17.85,Nutcracker,https://www.amazon.com/Nutcracker-Pyotr-Ilyich-Tchaikovsky/dp/B077Y3QTQK/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=B077Y3QTQK&pd_rd_r=PJ1X3QXBJD0TSCK67BQG&pd_rd_w=oIRUF&pd_rd_wg=Jei59&psc=1&refRID=PJ1X3QXBJD0TSCK67BQG,The Nutcracker,https://www.amazon.com/Nutcracker-Susan-Jeffers/dp/0060743867/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0060743867&pd_rd_r=PJ1X3QXBJD0TSCK67BQG&pd_rd_w=oIRUF&pd_rd_wg=Jei59&psc=1&refRID=PJ1X3QXBJD0TSCK67BQG,The Nutcracker,https://www.amazon.com/Nutcracker-New-York-City-Ballet/dp/1481458299/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1481458299&pd_rd_r=PJ1X3QXBJD0TSCK67BQG&pd_rd_w=oIRUF&pd_rd_wg=Jei59&psc=1&refRID=PJ1X3QXBJD0TSCK67BQG,Nutcracker and Mouse King and the Tale of the Nutcracker (Penguin…,https://www.amazon.com/Nutcracker-Mouse-King-Penguin-Classics/dp/0143104837/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0143104837&pd_rd_r=PJ1X3QXBJD0TSCK67BQG&pd_rd_w=oIRUF&pd_rd_wg=Jei59&psc=1&refRID=PJ1X3QXBJD0TSCK67BQG,The Story Orchestra: The Nutcracker: Press the Note to Hear Tchaikovsky's…,https://www.amazon.com/Story-Orchestra-Nutcracker-Press-Tchaikovskys/dp/1786030683/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1786030683&pd_rd_r=PJ1X3QXBJD0TSCK67BQG&pd_rd_w=oIRUF&pd_rd_wg=Jei59&psc=1&refRID=PJ1X3QXBJD0TSCK67BQG
Rob Roy,9780140435542,https://www.goodreads.com/buy_buttons/12/follow?book_id=543686&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.07,Ivanhoe (Penguin Classics),https://www.amazon.com/Ivanhoe-Penguin-Classics-Walter-Scott/dp/0140436588/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140436588&pd_rd_r=6JPV428ZSTPM04HRXDT3&pd_rd_w=pZVth&pd_rd_wg=8Djx3&psc=1&refRID=6JPV428ZSTPM04HRXDT3,Waverley (Penguin Classics),https://www.amazon.com/Waverley-Penguin-Classics-Walter-Scott/dp/014043660X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=014043660X&pd_rd_r=6JPV428ZSTPM04HRXDT3&pd_rd_w=pZVth&pd_rd_wg=8Djx3&psc=1&refRID=6JPV428ZSTPM04HRXDT3,The Lady of the Lake,https://www.amazon.com/Lady-Lake-Sir-Walter-Scott/dp/1493684337/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1493684337&pd_rd_r=6JPV428ZSTPM04HRXDT3&pd_rd_w=pZVth&pd_rd_wg=8Djx3&psc=1&refRID=6JPV428ZSTPM04HRXDT3,Kenilworth (Penguin Classics),https://www.amazon.com/Kenilworth-Penguin-Classics-Walter-Scott/dp/0140436545/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140436545&pd_rd_r=6JPV428ZSTPM04HRXDT3&pd_rd_w=pZVth&pd_rd_wg=8Djx3&psc=1&refRID=6JPV428ZSTPM04HRXDT3,The Antiquary (Oxford World's Classics),https://www.amazon.com/Antiquary-Oxford-Worlds-Classics/dp/0199555710/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199555710&pd_rd_r=6JPV428ZSTPM04HRXDT3&pd_rd_w=pZVth&pd_rd_wg=8Djx3&psc=1&refRID=6JPV428ZSTPM04HRXDT3
Odes,2940020206151,https://www.goodreads.com/buy_buttons/12/follow?book_id=12164862&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Michael Kohlhaas,9780976140726,https://www.goodreads.com/buy_buttons/12/follow?book_id=398145&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20,$3.35,A Clockwork Orange,https://www.amazon.com/Clockwork-Orange-Anthony-Burgess/dp/0393312836/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0393312836&pd_rd_r=JN8MK8N5D86BF998AZNX&pd_rd_w=Apgad&pd_rd_wg=DqwKW&psc=1&refRID=JN8MK8N5D86BF998AZNX,Woman at Point Zero,https://www.amazon.com/Woman-Point-Zero-Nawal-Saadawi/dp/1783605944/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1783605944&pd_rd_r=JN8MK8N5D86BF998AZNX&pd_rd_w=Apgad&pd_rd_wg=DqwKW&psc=1&refRID=JN8MK8N5D86BF998AZNX,Othello,https://www.amazon.com/Othello-William-Shakespeare/dp/0743477553/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0743477553&pd_rd_r=JN8MK8N5D86BF998AZNX&pd_rd_w=Apgad&pd_rd_wg=DqwKW&psc=1&refRID=JN8MK8N5D86BF998AZNX,"Billy Budd, Bartleby, and Other Stories",https://www.amazon.com/Billy-Budd-Bartleby-Other-Stories/dp/142095623X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=142095623X&pd_rd_r=JN8MK8N5D86BF998AZNX&pd_rd_w=Apgad&pd_rd_wg=DqwKW&psc=1&refRID=JN8MK8N5D86BF998AZNX,Spark Notes No Fear Shakespeare Othello (SparkNotes No Fear…,https://www.amazon.com/Spark-Notes-Shakespeare-Othello-SparkNotes/dp/1586638521/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1586638521&pd_rd_r=JN8MK8N5D86BF998AZNX&pd_rd_w=Apgad&pd_rd_wg=DqwKW&psc=1&refRID=JN8MK8N5D86BF998AZNX
The Sketch-Book of Geoffrey Crayon,9781909904392,https://www.goodreads.com/buy_buttons/15/follow?book_id=18990658&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
