"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"Von Kempelen and His Discovery","-1","2.66","Edgar Allan Poe","","[]","","","['Short Stories', 'Classics', 'Science Fiction', 'Audiobook', 'Fiction']","https://www.goodreads.com/book/show/3336791-von-kempelen-and-his-discovery"
"La Petite Fadette","9782266089401","3.83","George Sand","French","241","Pocket (FR)","January 31st 2000","['Cultural', 'France', 'Classics', 'Fiction', 'European Literature', 'French Literature', 'Romance', 'Childrens', 'Academic', 'School', 'Literature', '19th Century', 'Roman', 'Novels']","https://www.goodreads.com/book/show/919995.La_Petite_Fadette"
"The Sphinx","-1","3.28","Edgar Allan Poe","","6","","2008","['Short Stories', 'Classics', 'Horror', 'Fiction', 'Gothic', 'Mystery']","https://www.goodreads.com/book/show/3336860-the-sphinx"
"Le pÃ©chÃ© de M. Antoine","9782846331463","2.17","George Sand","","[]","alteredit","2007","[]","https://www.goodreads.com/book/show/2782876-le-p-ch-de-m-antoine"
"Le Rhin, tome 3","9782868080974","0.0","Victor Hugo","","247","Intl Scholars Pubns","April 1st 1996","[]","https://www.goodreads.com/book/show/6231137-le-rhin-tome-3"
"Neue Gedichte","-1","3.59","Heinrich Heine","German","197","Eulenspiegel Verlag, Berlin","1985","['European Literature', 'German Literature', 'Poetry']","https://www.goodreads.com/book/show/10091408-neue-gedichte"
"Gedichte in einem Band.","-1","3.75","Gottfried Keller","German","[]","","","[]","https://www.goodreads.com/book/show/9095766-gedichte-in-einem-band"
"The Transcendalist","-1","3.83","Ralph Waldo Emerson","English","[]","","","['Nonfiction', 'Philosophy', 'Spirituality', 'Religion']","https://www.goodreads.com/book/show/7435232-the-transcendalist"
"Past and Present","9781426470745","3.36","Thomas Carlyle","English","328","BiblioLife","May 29th 2008","['Nonfiction', 'Classics', 'History', 'Philosophy', 'Literature', '19th Century', 'European Literature', 'British Literature', 'Historical', 'Victorian']","https://www.goodreads.com/book/show/565504.Past_and_Present"
"Cromwell's Letters and Speeches: Volume Two","9780898757934","4.14","Oliver Cromwell","English","404","University Press of the Pacific","April 1st 2002","[]","https://www.goodreads.com/book/show/235269.Cromwell_s_Letters_and_Speeches"
"A System of Logic, Ratiocinative and Inductive: Being a Connected View of the Principles of Evidence and the Methods of Scientific Investigation","9781846649462","4.07","John Stuart Mill","English","560","Obscure Press","February 14th 2006","['Philosophy', 'Science', 'Classics', 'Economics', 'Sociology', 'Nonfiction']","https://www.goodreads.com/book/show/1347804.A_System_of_Logic_Ratiocinative_and_Inductive"
"The Poverty of Philosophy","9781402178542","3.9","Karl Marx","English","231","Adamant Media Corporation","November 30th 2005","['Philosophy', 'Politics', 'Economics', 'Nonfiction']","https://www.goodreads.com/book/show/189639.The_Poverty_of_Philosophy"
"The Essence of Christianity","9780879755591","3.8","Ludwig Feuerbach","English","363","Prometheus Books","October 1st 1989","['Philosophy', 'Religion', 'Nonfiction', 'Religion', 'Theology', 'Religion', 'Christianity', 'Religion', 'Atheism', 'Cultural', 'Germany', 'Classics', 'History', 'Literature', '19th Century']","https://www.goodreads.com/book/show/148488.The_Essence_of_Christianity"
"Oliver Twist","9780141439747","3.85","Charles Dickens","English","608","Penguin Books","2003","['Classics', 'Fiction', 'Literature', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/18254.Oliver_Twist"
"The Hunchback of Notre-Dame","9780451527882","3.98","Victor Hugo","English","510","Signet Classics","April 10th 2001","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Gothic', 'Historical', 'Romance', 'Literature', '19th Century', 'Novels']","https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame"
"The Fall of the House of Usher","9781594561795","3.94","Edgar Allan Poe","English","36","BookSurge Classics","February 2nd 2004","['Classics', 'Horror', 'Short Stories', 'Fiction', 'Gothic']","https://www.goodreads.com/book/show/175516.The_Fall_of_the_House_of_Usher"
"The Little Mermaid","9780698400016","4.02","Hans Christian Andersen","English","48","Minedition","September 9th 2004","['Classics', 'Fantasy', 'Childrens', 'Fiction', 'Short Stories']","https://www.goodreads.com/book/show/132391.The_Little_Mermaid"
"The Red and the Black","9780140447644","3.87","Stendhal","English","608","Penguin","2002","['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/14662.The_Red_and_the_Black"
"The Pickwick Papers","9780140436112","3.83","Charles Dickens","English","801","Penguin Classics","February 24th 2000","['Fiction', 'Classics', 'Literature', 'Literature', '19th Century', 'Humor', 'European Literature', 'British Literature', 'Historical', 'Victorian', 'Historical', 'Historical Fiction', 'Classics', 'Classic Literature', 'Novels']","https://www.goodreads.com/book/show/229432.The_Pickwick_Papers"
"PÃ¨re Goriot","9780393971668","3.83","HonorÃ© de Balzac","English","370","W. W. Norton & Company","December 17th 1997","['Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Classics', 'Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/59145.P_re_Goriot"
"Eugene Onegin","9780192838995","4.09","Alexander Pushkin","English","240","Oxford University Press","October 22nd 1998","['Classics', 'Poetry', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Russian Literature']","https://www.goodreads.com/book/show/27822.Eugene_Onegin"
"The Charterhouse of Parma","9780679783183","3.83","Stendhal","English","532","Modern Library","September 12th 2000","['Classics', 'Fiction', 'European Literature', 'French Literature', 'Cultural', 'France', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/14680.The_Charterhouse_of_Parma"
"Frankenstein","9781853260230","3.76","Mary Wollstonecraft Shelley","English","170","Wordsworth Editions","May 1st 1999","['Science Fiction', 'Gothic', 'Novels', 'Literature', '19th Century', 'Academic', 'Read For School', 'Classics', 'Classic Literature']","https://www.goodreads.com/book/show/801675.Frankenstein"
"The Queen of Spades and Other Stories","9780192839541","4.13","Alexander Pushkin","English","336","Oxford University Press","August 19th 1999","['Classics', 'Short Stories', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Fiction']","https://www.goodreads.com/book/show/97381.The_Queen_of_Spades_and_Other_Stories"
"The Lady of Shalott","9780192723710","4.17","Alfred Tennyson","English","40","Oxford University Press","May 6th 1999","['Poetry', 'Classics', 'Fantasy', 'Mythology', 'Arthurian', 'Fiction', 'Literature', '19th Century']","https://www.goodreads.com/book/show/724371.The_Lady_of_Shalott"
"Nicholas Nickleby","9780140435122","3.9","Charles Dickens","English","817","Penguin","2003","['Classics', 'Fiction', 'Literature']","https://www.goodreads.com/book/show/325085.Nicholas_Nickleby"
"Lost Illusions","9781406506587","4.14","HonorÃ© de Balzac","English","656","Dodo Press","May 1st 2006","['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature']","https://www.goodreads.com/book/show/25932.Lost_Illusions"
"The Captain's Daughter","9781843911548","3.82","Alexander Pushkin","English","124","Hesperus Press","September 28th 2007","['Classics', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Fiction', 'Literature']","https://www.goodreads.com/book/show/604578.The_Captain_s_Daughter"
"The Nose","9780688104641","3.91","Nikolai Gogol","English","31","HarperCollins Publishers","September 29th 1994","['Classics', 'Short Stories', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Russian Literature', 'Literature', 'Literature', '19th Century', 'Humor', 'Magical Realism', 'Fantasy']","https://www.goodreads.com/book/show/19106.The_Nose"
"Taras Bulba","9781406946161","3.71","Nikolai Gogol","","228","Hard Press","November 3rd 2006","['Classics', 'Cultural', 'Russia', 'Fiction', 'Literature', 'Russian Literature', 'Literature']","https://www.goodreads.com/book/show/104696.Taras_Bulba"
"Voyage of the Beagle","9780140432688","4.03","Charles Darwin","English","432","Penguin Books","November 7th 1989","['Science', 'Nonfiction', 'History', 'Travel', 'Classics', 'Science', 'Biology', 'Biology', 'Evolution']","https://www.goodreads.com/book/show/183645.Voyage_of_the_Beagle"
"The Narrative of Arthur Gordon Pym of Nantucket and Related Tales","9780192837714","3.67","Edgar Allan Poe","English","336","Oxford University Press, USA","November 19th 1998","['Classics', 'Fiction', 'Horror', 'Short Stories', 'Gothic']","https://www.goodreads.com/book/show/70925.The_Narrative_of_Arthur_Gordon_Pym_of_Nantucket_and_Related_Tales"
"EugÃ©nie Grandet","9780192804747","3.79","HonorÃ© de Balzac","English","200","Oxford University Press, USA","August 28th 2003","['Classics', 'Cultural', 'France', 'Fiction', 'European Literature', 'French Literature', 'Literature']","https://www.goodreads.com/book/show/59142.Eug_nie_Grandet"
"The Book of Mormon: Another Testament of Jesus Christ","9780967686561","4.37","Various","English","531","The Church of Jesus Christ of Latter-day Saints","2013","['Religion', 'Nonfiction', 'Religion', 'Church', 'Spirituality']","https://www.goodreads.com/book/show/323355.The_Book_of_Mormon"
"Teutonic Mythology Vol. 1","9780486435466","4.29","Jacob Grimm","English","448","Dover Publications","June 23rd 2004","['Fantasy', 'Mythology']","https://www.goodreads.com/book/show/1706738.Teutonic_Mythology_Vol_1"
"Diary of a Madman and Other Stories","9780486452357","4.09","Nikolai Gogol","English","84","Dover Publications","December 29th 2006","['Classics', 'Short Stories', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Literature']","https://www.goodreads.com/book/show/28382.Diary_of_a_Madman_and_Other_Stories"
"Twice-Told Tales","9780375757884","3.89","Nathaniel Hawthorne","English","432","Modern Library","October 9th 2001","['Classics', 'Short Stories', 'Fiction', 'Horror']","https://www.goodreads.com/book/show/47061.Twice_Told_Tales"
"The Collected Tales of Nikolai Gogol","9780375706158","4.35","Nikolai Gogol","English","435","Vintage","June 29th 1999","['Short Stories', 'Fiction', 'Cultural', 'Russia', 'Classics', 'Literature', 'Russian Literature']","https://www.goodreads.com/book/show/252981.The_Collected_Tales_of_Nikolai_Gogol"
"The Unknown Masterpiece","9780940322745","3.87","HonorÃ© de Balzac","English","160","NYRB Classics","August 31st 2000","['Fiction', 'Classics', 'Art', 'Cultural', 'France', 'Literature', '19th Century', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/817790.The_Unknown_Masterpiece"
"Tales of the Alhambra","9788424105044","3.7","Washington Irving","English","348","Everest Publishing","April 1st 2005","['Classics', 'Travel', 'Cultural', 'Spain', 'History', 'Nonfiction', 'Literature', 'American', 'Short Stories', 'Literature', '19th Century', 'Historical', 'European Literature', 'Spanish Literature']","https://www.goodreads.com/book/show/403733.Tales_of_the_Alhambra"
"The Wild Ass's Skin","9780140443301","3.85","HonorÃ© de Balzac","English","285","Penguin Classics","June 30th 1977","['Classics', 'Fiction', 'European Literature', 'French Literature', 'Cultural', 'France', 'Literature', '19th Century', 'Fantasy', 'Novels']","https://www.goodreads.com/book/show/99742.The_Wild_Ass_s_Skin"
"MÃ¼nchhausen. Eine Geschichte in Arabesken","9783938478011","3.58","Karl Immermann","German","720","Voltmedia","2005","['Fiction', 'European Literature', 'German Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/8403507-m-nchhausen-eine-geschichte-in-arabesken"
"The Kalevala","9780192835703","4.06","Elias LÃ¶nnrot","English","679","Oxford University Press","May 13th 1999","['Poetry', 'Fantasy', 'Mythology', 'Classics', 'Fantasy', 'European Literature', 'Finnish Literature', 'Fiction', 'Folklore']","https://www.goodreads.com/book/show/400869.The_Kalevala"
"Faust, Part Two","9780192836366","3.73","Johann Wolfgang von Goethe","English","304","Oxford University Press, USA","July 22nd 1999","['Classics', 'Fiction', 'Plays', 'Poetry', 'European Literature', 'German Literature', 'Drama', 'Literature']","https://www.goodreads.com/book/show/14707.Faust_Part_Two"
"Ligeia","9781594561900","3.81","Edgar Allan Poe","English","32","BookSurge Classics","February 2nd 2004","['Classics', 'Horror', 'Short Stories', 'Fiction', 'Gothic']","https://www.goodreads.com/book/show/419520.Ligeia"
"Selected Poems","9780140424508","4.05","George Gordon Byron","English","864","Penguin Classics","November 24th 2005","['Poetry', 'Classics']","https://www.goodreads.com/book/show/119239.Selected_Poems"
"Indiana","9780192837974","3.49","George Sand","English","278","Oxford University Press, USA","January 11th 2001","['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/104260.Indiana"
"The Country Doctor","9781406506266","3.67","HonorÃ© de Balzac","English","244","Dodo Press","April 1st 2006","['Classics', 'Fiction', 'European Literature', 'French Literature', 'Cultural', 'France']","https://www.goodreads.com/book/show/2366229.The_Country_Doctor"
"Lenz","9780974968025","3.59","Georg BÃ¼chner","German","199","Archipelago Books","December 1st 2004","['Classics', 'European Literature', 'German Literature', 'Fiction', 'Academic', 'School', 'Cultural', 'Germany', 'Literature', 'Academic', 'Read For School', 'Drama', 'Novels', 'Mental Health', 'Mental Illness']","https://www.goodreads.com/book/show/287510.Lenz"
"Woyzeck","9783150180075","3.34","Georg BÃ¼chner","German","210","Reclam","December 31st 1998","['Classics', 'Plays', 'European Literature', 'German Literature', 'Drama', 'Academic', 'School', 'Plays', 'Theatre']","https://www.goodreads.com/book/show/571938.Woyzeck"
"Dantons Tod","9783150060605","3.38","Georg BÃ¼chner","German","87","Reclam","December 19th 1986","['Classics', 'Plays', 'European Literature', 'German Literature', 'Drama', 'Academic', 'School']","https://www.goodreads.com/book/show/1870638.Dantons_Tod"
"Leonce und Lena","9783423026437","3.46","Georg BÃ¼chner","German","100","DTV","March 1st 1998","['Plays', 'Classics', 'European Literature', 'German Literature', 'Drama', 'Fiction']","https://www.goodreads.com/book/show/1690781.Leonce_und_Lena"
"Young Goodman Brown","9781557423627","3.68","Nathaniel Hawthorne","English","48","Wildside Press","September 9th 2005","['Classics', 'Short Stories', 'Fiction', 'Horror', 'Literature']","https://www.goodreads.com/book/show/562471.Young_Goodman_Brown"
"The Little Tragedies","9780300080254","4.34","Alexander Pushkin","English","246","Yale University Press","April 10th 2000","['Cultural', 'Russia', 'Classics', 'Literature', 'Russian Literature', 'Plays', 'Poetry']","https://www.goodreads.com/book/show/111732.The_Little_Tragedies"
"Faust","9780385031141","3.97","Johann Wolfgang von Goethe","Multiple languages","503","Anchor Books","January 31st 1998","['European Literature', 'German Literature', 'Academic', 'School', 'Cultural', 'Germany', 'Plays', 'Theatre']","https://www.goodreads.com/book/show/406373.Faust"
"The Only True Mother Goose Melodies: An Exact Reproduction of the Text and Illustrations of the Original Edition Published and Copyrighted in Boston in the Year 1833 by Munroe & Francis","-1","3.85","Edward Everett Hale","English","116","Lothrop, Lee & Shepard Co.","1905","[]","https://www.goodreads.com/book/show/12237138-the-only-true-mother-goose-melodies"
"Gobseck","-1","3.82","HonorÃ© de Balzac","English","98","Library of Alexandria","December 27th 2012","['Cultural', 'France', 'European Literature', 'French Literature', 'Fiction', 'Classics', 'Academic', 'School', 'Literature', '19th Century']","https://www.goodreads.com/book/show/19735373-gobseck"
"Essay on the Freedom of the Will","9780486440118","4.14","Arthur Schopenhauer","English","128","Dover Publications","May 6th 2005","['Philosophy', 'Nonfiction', 'Writing', 'Essays', 'European Literature', 'German Literature', 'Classics']","https://www.goodreads.com/book/show/19511.Essay_on_the_Freedom_of_the_Will"
"The Narrative of Arthur Gordon Pym of Nantucket","9780140437485","3.51","Edgar Allan Poe","English","288","Penguin Books","June 1st 1999","['Classics', 'Horror', 'Adventure', 'Gothic', 'Fantasy', 'Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/766869.The_Narrative_of_Arthur_Gordon_Pym_of_Nantucket"
"The Poetical Works of Samuel Taylor Coleridge","-1","4.07","Samuel Taylor Coleridge","English","614","Henry Frowde: Oxford University Press","1912","['Poetry', 'Literature', 'Classics']","https://www.goodreads.com/book/show/6393001-the-poetical-works-of-samuel-taylor-coleridge"
"Ð¡ÐºÐ°Ð·ÐºÐ° Ð¾ ÑÐ°ÑÐµ Ð¡Ð°Ð»ÑÐ°Ð½Ðµ","-1","4.22","Alexander Pushkin","Russian","48","ÐÐ¼ÑÐ¾ÑÐ°","2013","['Cultural', 'Russia', 'Classics', 'Poetry', 'Literature', 'Russian Literature', 'Fiction', 'Fantasy', 'Fantasy', 'Fairy Tales', 'Childrens']","https://www.goodreads.com/book/show/23268842"
"Ruy Blas","9782038717198","3.59","Victor Hugo","","[]","","","['Classics', 'Cultural', 'France', 'Plays', 'Theatre', 'Plays', 'European Literature', 'French Literature', 'Drama', 'Academic', 'School', 'Fiction', 'Literature', '19th Century', 'Academic', 'Read For School']","https://www.goodreads.com/book/show/1246292.Ruy_Blas"
"Cesar Birotteau","9780140446418","3.69","HonorÃ© de Balzac","English","320","Penguin Books","May 3rd 1994","['Classics', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/191487.Cesar_Birotteau"
"The Last Days of Pompeii","9781587157394","3.61","Edward Bulwer-Lytton","English","360","Borgo Press","December 3rd 2002","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Classics']","https://www.goodreads.com/book/show/888.The_Last_Days_of_Pompeii"
"Sartor Resartus","9780192836731","3.63","Thomas Carlyle","English","320","Oxford University Press","August 3rd 2000","['Fiction', 'Philosophy', 'Classics', 'Literature', 'Historical', 'Victorian', 'Literature', '19th Century']","https://www.goodreads.com/book/show/52998.Sartor_Resartus"
"Nature","9780807015568","3.83","Ralph Waldo Emerson","English","160","Beacon Press (MA)","December 1st 1985","['Nonfiction', 'Philosophy', 'Classics', 'Environment', 'Nature', 'Writing', 'Essays']","https://www.goodreads.com/book/show/3420140-nature"
"The Spirit of the Age","9780742624078","3.67","John Stuart Mill","","0","Classic Books","2000","[]","https://www.goodreads.com/book/show/217728.The_Spirit_of_the_Age"
"The French Revolution: A History","9780375760228","3.87","Thomas Carlyle","English","848","Modern Library","May 14th 2002","['Nonfiction', 'History', 'Cultural', 'France', 'European History', 'French Revolution', 'History', 'European History']","https://www.goodreads.com/book/show/318236.The_French_Revolution"
"On War","9780691018546","3.97","Carl von Clausewitz","English","752","Princeton University Press","June 21st 1989","['Philosophy', 'War', 'Military', 'Military History', 'Nonfiction', 'History', 'Leadership', 'War', 'Military', 'Political Science', 'International Relations', 'Politics', 'Political Science', 'European Literature', 'German Literature']","https://www.goodreads.com/book/show/117031.On_War"
"Deerbrook","9780385279796","3.6","Harriet Martineau","English","523","Dial Press","January 1st 1984","['Classics', 'Fiction', 'Historical', 'Victorian', 'Literature', '19th Century', 'Literature', 'Literary Fiction']","https://www.goodreads.com/book/show/3237367-deerbrook"
"Ms. Found In A Bottle","-1","3.25","Edgar Allan Poe","","[]","","","['Short Stories', 'Horror', 'Classics', 'Fiction', 'Mystery']","https://www.goodreads.com/book/show/16166470-ms-found-in-a-bottle"
"Istoria celor treisprezece","-1","3.75","HonorÃ© de Balzac","Romanian","[]","","","['Classics', 'European Literature', 'French Literature', 'Cultural', 'France', 'Fiction', 'Literature', '19th Century', 'Literature']","https://www.goodreads.com/book/show/13536980-istoria-celor-treisprezece"
"Det gÃ¥r an","9789188680129","3.29","Carl Jonas Love Almqvist","Swedish","111","KlassikerfÃ¶rlaget Steniq","September 1st 1994","['Classics', 'European Literature', 'Swedish Literature', 'Fiction', 'Feminism', 'European Literature', 'Scandinavian Literature', 'Cultural', 'Sweden', 'Romance', 'Literature', '19th Century', 'Historical', 'Historical Fiction', 'Academic', 'School']","https://www.goodreads.com/book/show/3892118-det-g-r-an"
"Ð¨ÐµÐ»ÑÐ¼ÐµÐ½ÐºÐ¾-Ð´ÐµÐ½ÑÐ¸Ðº","-1","3.5","ÐÑÐ¸Ð³Ð¾ÑÑÐ¹ ÐÐ²ÑÑÐºÐ°-ÐÑÐ½Ð¾Ð²'ÑÐ½ÐµÐ½ÐºÐ¾","Russian","[]","OpenBook","2014","[]","https://www.goodreads.com/book/show/36153708--"
"Quintus Servinton : A Tale founded upon Incidents of Real Occurence","-1","3.5","Henry Savery","English","392","The Jacaranda Press","1962","['Autobiography', 'Memoir', 'Literature', '19th Century', 'Cultural', 'Australia', 'Classics']","https://www.goodreads.com/book/show/12610102-quintus-servinton"
"William Wilson","-1","3.84","Edgar Allan Poe","English","26","","1839","['Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery', 'Classics']","https://www.goodreads.com/book/show/6798492-william-wilson"
"ÐÐ¾Ð½Ð¾ÑÐ¾Ð¿ÑÑÐºÐ° Ð²ÑÐ´ÑÐ¼Ð°","-1","3.69","ÐÑÐ¸Ð³Ð¾ÑÑÐ¹ ÐÐ²ÑÑÐºÐ°-ÐÑÐ½Ð¾Ð²'ÑÐ½ÐµÐ½ÐºÐ¾","Ukrainian","[]","Ð£ÐºÑÐ°ÑÐ½ÑÑÐºÐ° Ð°ÑÐ´ÑÐ¾ÐºÐ½Ð¸Ð³Ð°","2006","['Classics', 'European Literature', 'Ukrainian Literature', 'Fiction', 'Audiobook']","https://www.goodreads.com/book/show/31299276"
"Scenes from a Courtesan's Life","9781406506808","4.06","HonorÃ© de Balzac","English","552","Dodo Press","May 5th 2006","['Classics', 'Cultural', 'France', 'Fiction', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/1457330.Scenes_from_a_Courtesan_s_Life"
"President Dwight's Decisions of Questions Discussed by the Senior Class in Yale College, in 1813 and 1814","-1","4.5","Theodore Dwight","","348","Jonathan Leavitt","1833","['Education', 'Historical Fiction', 'The 1700s', 'Philosophy']","https://www.goodreads.com/book/show/19071145-president-dwight-s-decisions-of-questions-discussed-by-the-senior-class"
"The Cavalry Maiden: Journals of a Russian Officer in the Napoleonic Wars","9780253205490","3.61","Nadezhda Durova","English","288","Indiana University Press","August 1st 1989","['History', 'Cultural', 'Russia', 'Nonfiction', 'Autobiography', 'Memoir', 'Literature', 'Russian Literature']","https://www.goodreads.com/book/show/1031687.The_Cavalry_Maiden"
"Sketches by Boz","-1","3.71","Charles Dickens","English","736","","May 12th 2012","['Fiction', 'Short Stories', 'Classics', 'Literature', '19th Century', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/18936679-sketches-by-boz"
"ÐÐ°ÑÑÑÑ","-1","3.58","ÐÑÐ¸Ð³Ð¾ÑÑÐ¹ ÐÐ²ÑÑÐºÐ°-ÐÑÐ½Ð¾Ð²'ÑÐ½ÐµÐ½ÐºÐ¾","Ukrainian","182","ÐÐµÑÐµÐ»ÐºÐ°","1983","['European Literature', 'Ukrainian Literature', 'Classics', 'Audiobook', 'Fiction', 'Did Not Finish']","https://www.goodreads.com/book/show/16053422"
"Death of the Poet","-1","4.5","Mikhail Lermontov","English","[]","","","['Literature', '19th Century']","https://www.goodreads.com/book/show/33013021-death-of-the-poet"
"Colonel Chabert","9780811213592","3.62","HonorÃ© de Balzac","English","101","New Directions","November 17th 1997","['Classics', 'Cultural', 'France', 'Fiction', 'European Literature', 'French Literature', 'Literature', '19th Century']","https://www.goodreads.com/book/show/850317.Colonel_Chabert"
"Sunday Under Three Heads","-1","3.44","Charles Dickens","","[]","","","['Classics', 'Short Stories', 'European Literature', 'British Literature', 'Politics', 'Fiction']","https://www.goodreads.com/book/show/6473272-sunday-under-three-heads"
"Berenice","9781594561696","3.81","Edgar Allan Poe","English","24","BookSurge","March 1st 2009","['Horror', 'Short Stories', 'Classics', 'Fiction', 'Gothic']","https://www.goodreads.com/book/show/1396182.Berenice"
"Fata cu ochii de aur","-1","3.38","HonorÃ© de Balzac","Romanian","192","Orion","1992","['Classics', 'Cultural', 'France', 'Fiction', 'European Literature', 'French Literature', 'Literature', '19th Century', 'Literature']","https://www.goodreads.com/book/show/25518808-fata-cu-ochii-de-aur"
"ÐÐ¾Ð²ÐµÑÑÑ Ð¾ ÑÐ¾Ð¼, ÐºÐ°Ðº Ð¿Ð¾ÑÑÐ¾ÑÐ¸Ð»ÑÑ ÐÐ²Ð°Ð½ ÐÐ²Ð°Ð½Ð¾Ð²Ð¸Ñ Ñ ÐÐ²Ð°Ð½Ð¾Ð¼ ÐÐ¸ÐºÐ¾ÑÐ¾ÑÐµÐ²Ð¸ÑÐµÐ¼","-1","3.95","Nikolai Gogol","Russian","[]","","","['Cultural', 'Russia', 'Classics', 'Literature', 'Russian Literature', 'Fiction', 'Literature', 'Short Stories']","https://www.goodreads.com/book/show/13557345"
"The Blackamoor of Peter the Great","-1","3.68","Alexander Pushkin","","[]","","","['Cultural', 'Russia', 'Classics', 'Literature', 'Russian Literature', 'Fiction', 'Historical']","https://www.goodreads.com/book/show/9062906-the-blackamoor-of-peter-the-great"
"The Unparalleled Adventure of One Hans Pfaall","-1","3.21","Edgar Allan Poe","","[]","Feedbooks","2008","['Short Stories', 'Classics', 'Fiction', 'Science Fiction', 'Horror']","https://www.goodreads.com/book/show/3336787-the-unparalleled-adventure-of-one-hans-pfaall"
"Sketches of Young Gentlemen","9781406554915","3.38","Charles Dickens","English","52","Dodo Press","September 24th 2007","['Fiction', 'Classics', 'Short Stories', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/7421230-sketches-of-young-gentlemen"
"The Carriage","-1","3.11","Nikolai Gogol","English","12","Hesperus Press Limited","2002","['Cultural', 'Russia', 'Short Stories', 'Classics', 'Literature', 'Russian Literature', 'Fiction', 'Literature']","https://www.goodreads.com/book/show/15768563-the-carriage"
"The Vicar Of Tours","9781406506891","3.58","HonorÃ© de Balzac","English","[]","Dodo Press","May 10th 2006","['Classics', 'European Literature', 'French Literature', 'Cultural', 'France', 'Literature', '19th Century', 'Fiction', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/1429636.The_Vicar_Of_Tours"
"Conversations of Lord Byron with the Countess of Blessington","9781108033930","4.33","Marguerite Gardiner","English","420","Cambridge UP","October 2011","[]","https://www.goodreads.com/book/show/13737974-conversations-of-lord-byron-with-the-countess-of-blessington"
"Life of Black Hawk, or Ma-ka-tai-me-she-kia-kiak: Dictated by Himself","9780143105398","3.46","Black Hawk","English","144","Penguin Classics","May 27th 2008","['History', 'Biography', 'Nonfiction', 'Biography', 'Autobiography']","https://www.goodreads.com/book/show/2378955.Life_of_Black_Hawk_or_Ma_ka_tai_me_she_kia_kiak"
"Ð¡ÑÐ°ÑÐ¾ÑÐ²ÐµÑÑÐºÐ¸Ðµ Ð¿Ð¾Ð¼ÐµÑÐ¸ÐºÐ¸","-1","3.81","Nikolai Gogol","Russian","24","","","['Cultural', 'Russia', 'Literature', 'Russian Literature', 'Classics', 'Drama']","https://www.goodreads.com/book/show/16052651"
"The Queen of Spades","9781557424372","3.94","Alexander Pushkin","English","52","Wildside Press","October 20th 2005","['Short Stories', 'Fiction', 'Literature', '19th Century', 'Classics', 'Literature']","https://www.goodreads.com/book/show/279614.The_Queen_of_Spades"
"How to Write a Blackwood Article","-1","3.19","Edgar Allan Poe","","26","BookSurge Classics","February 2nd 2004","['Humor', 'Short Stories', 'Fiction', 'Classics', 'Gothic']","https://www.goodreads.com/book/show/7119391-how-to-write-a-blackwood-article"
"Tales of Belkin and Other Prose Writings","9780140446753","4.26","Alexander Pushkin","English","224","Penguin Classics","January 29th 1998","['Classics', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Short Stories', 'Fiction', 'Literature', 'Literature', '19th Century', 'Poetry', 'Academic', 'School', 'Childrens']","https://www.goodreads.com/book/show/97385.Tales_of_Belkin_and_Other_Prose_Writings"
"A Narrative of Events, since the First of August, 1834, by James Williams, an Apprenticed Labourer in Jamaica","9780822326472","3.8","James       Williams","","208","Duke University Press Books","July 23rd 2001","['History', 'Nonfiction', 'European Literature', 'British Literature', 'Biography']","https://www.goodreads.com/book/show/1223404.A_Narrative_of_Events_since_the_First_of_August_1834_by_James_Williams_an_Apprenticed_Labourer_in_Jamaica"
