"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"Dark Melody (Dark, #12)","9780843950496","4.22","Christine Feehan","English","374","Leisure Books","November 28th 2003","['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Vampires']","https://www.goodreads.com/book/show/313262.Dark_Melody"
"Greywalker (Greywalker, #1)","9780451461070","3.44","Kat Richardson","English","341","Ace Books","October 3rd 2006","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Mystery', 'Fiction', 'Fantasy', 'Supernatural']","https://www.goodreads.com/book/show/140099.Greywalker"
"The Dream Merchant","9780744583359","3.92","Isabel Hoving","English","640","Walker Books Ltd","March 7th 2005","['Fantasy', 'Young Adult', 'Adventure', 'Fiction']","https://www.goodreads.com/book/show/1443201.The_Dream_Merchant"
"The Pursuit of Happiness","9780099439844","4.1","Douglas Kennedy","English","656","Arrow","May 2nd 2002","['Fiction', 'Historical', 'Historical Fiction', 'Romance']","https://www.goodreads.com/book/show/291112.The_Pursuit_of_Happiness"
"Attila the Hun","9780553816587","3.49","John Man","English","400","Bantam","March 1st 2006","['History', 'Biography', 'Nonfiction', 'History', 'Ancient History', 'Military', 'Military History', 'History', 'European History', 'War', 'Historical', 'Cultural', 'Asia', 'War', 'Military']","https://www.goodreads.com/book/show/237491.Attila_the_Hun"
"The Puppet and the Dwarf: The Perverse Core of Christianity","9780262740258","3.85","Slavoj Å½iÅ¾ek","English","196","Mit Press","August 29th 2003","['Philosophy', 'Nonfiction', 'Religion', 'Theology', 'Religion', 'Christianity', 'Psychology', 'Religion']","https://www.goodreads.com/book/show/18913.The_Puppet_and_the_Dwarf"
"An Autumn War (Long Price Quartet, #3)","9780765313423","4.01","Daniel Abraham","English","366","Tor Books","July 22nd 2008","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/2443516.An_Autumn_War"
"Disappearing Destinations: 37 Places in Peril and What Can Be Done to Help Save Them","9780307277367","3.74","Kimberly Lisagor","English","400","Vintage","April 8th 2008","['Nonfiction', 'Travel', 'Biography']","https://www.goodreads.com/book/show/3181527-disappearing-destinations"
"1634: The Galileo Affair (Assiti Shards, #3)","9780743499194","3.66","Eric Flint","English","675","Baen","August 1st 2005","['Science Fiction', 'Science Fiction', 'Alternate History', 'Fiction', 'Fantasy', 'Science Fiction', 'Time Travel']","https://www.goodreads.com/book/show/57371.1634"
"Bill Wyman's Blues Odyssey","0635517080469","4.3","Bill Wyman","English","400","DK","August 8th 2001","['Music', 'History', 'Travel', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/216736.Bill_Wyman_s_Blues_Odyssey"
"The Day of the Dead (Cassandra Palmer, #3.1)","-1","3.63","Karen Chance","English","52","Karen Chance","October 1st 2009","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Fantasy', 'Romance', 'Paranormal Romance', 'Short Stories']","https://www.goodreads.com/book/show/7623711-the-day-of-the-dead"
"Blood Hollow (Cork O'Connor, #4)","9780743445870","4.15","William Kent Krueger","English","512","Pocket Star","July 1st 2005","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller']","https://www.goodreads.com/book/show/211161.Blood_Hollow"
"Ruin (Dark Tide, #2) (Star Wars: The New Jedi Order, #3)","9780099409946","3.75","Michael A. Stackpole","English","292","Random House","June 15th 2000","['Media Tie In', 'Star Wars', 'Science Fiction', 'Fiction']","https://www.goodreads.com/book/show/320357.Ruin_Dark_Tide_2_"
"Dit is alles: Het hoofdkussenboek van Cordelia Kenn","9789045105567","4.29","Aidan Chambers","Dutch","782","Querido","2008","['Young Adult', 'Fiction', 'Romance', 'Realistic Fiction']","https://www.goodreads.com/book/show/3134699-dit-is-alles"
"The Nine Emotional Lives of Cats: A Journey into the Feline Heart","9780345448835","3.71","Jeffrey Moussaieff Masson","English","260","Ballantine Books","June 29th 2004","['Animals', 'Nonfiction', 'Animals', 'Cats', 'Psychology', 'Science']","https://www.goodreads.com/book/show/102656.The_Nine_Emotional_Lives_of_Cats"
"Early Germanic Literature and Culture","9781571131997","4.22","William Whobrey","English","344","Camden House","September 1st 2004","['History']","https://www.goodreads.com/book/show/6343257-early-germanic-literature-and-culture"
"Life: The Science of Biology","9781429219624","4.01","David E. Sadava","English","1267","W. H. Freeman","October 15th 2009","['Science', 'Science', 'Biology', 'Textbooks', 'Academic', 'School', 'Nonfiction', 'Health', 'Medicine', 'Education', 'Reference']","https://www.goodreads.com/book/show/7141987-life"
"101 Tough Conversations to Have with Employees: A Manager's Guide to Addressing Performance, Conduct, and Discipline Challenges","9780814413487","3.91","Paul Falcone","English","320","AMACOM","April 8th 2009","['Business', 'Nonfiction', 'Leadership', 'Business', 'Management']","https://www.goodreads.com/book/show/6483826-101-tough-conversations-to-have-with-employees"
"The Pursuit of Glory: Europe 1648-1815","9780670063208","4.1","Timothy C.W. Blanning","English","736","Viking Adult","May 31st 2007","['History', 'Nonfiction', 'History', 'European History', 'Cultural', 'France']","https://www.goodreads.com/book/show/345858.The_Pursuit_of_Glory"
"Under the Rose (Secret Society Girl, #2)","9780385340038","3.92","Diana Peterfreund","English","354","Delta","June 26th 2007","['Womens Fiction', 'Chick Lit', 'Young Adult', 'Fiction', 'New Adult', 'Contemporary', 'Romance', 'Academic', 'College']","https://www.goodreads.com/book/show/1145133.Under_the_Rose"
"A Spy in the House (The Agency, #1)","9780763652890","3.77","Y.S. Lee","English","335","Candlewick Press","February 8th 2011","['Mystery', 'Historical', 'Historical Fiction', 'Young Adult', 'Historical', 'Adventure', 'Young Adult', 'Teen', 'Fiction']","https://www.goodreads.com/book/show/9322741-a-spy-in-the-house"
"Another Bullshit Night in Suck City","9780393329407","3.78","Nick Flynn","English","347","W. W. Norton & Company","September 12th 2005","['Autobiography', 'Memoir', 'Nonfiction', 'Biography']","https://www.goodreads.com/book/show/386.Another_Bullshit_Night_in_Suck_City"
"The Death-Defying Pepper Roux","9780061836657","3.48","Geraldine McCaughrean","English","336","HarperCollins","January 19th 2010","['Adventure', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Fiction', 'Fantasy']","https://www.goodreads.com/book/show/6687774-the-death-defying-pepper-roux"
"The Breach (Travis Chase, #1)","9780061584459","4.01","Patrick  Lee","English","372","Harper","December 29th 2009","['Thriller', 'Science Fiction', 'Fiction', 'Adventure', 'Mystery', 'Suspense']","https://www.goodreads.com/book/show/6987527-the-breach"
"Honeymoon (Honeymoon, #1)","9780446613378","3.81","James Patterson","English","406","Grand Central Publishing","January 1st 2007","['Mystery', 'Fiction', 'Thriller']","https://www.goodreads.com/book/show/13147.Honeymoon"
"Agatha Heterodyne and the Beetleburg Clank (Girl Genius, #1)","9781890856199","4.13","Phil Foglio","English","87","Studio Foglio","August 12th 2002","['Science Fiction', 'Steampunk', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction', 'Science Fiction']","https://www.goodreads.com/book/show/545765.Agatha_Heterodyne_and_the_Beetleburg_Clank"
"L'infinito viaggiare","9788804561910","3.73","Claudio Magris","Italian","248","Mondadori","2006","['Travel', 'European Literature', 'Italian Literature']","https://www.goodreads.com/book/show/3960692-l-infinito-viaggiare"
"Leaving Church: A Memoir of Faith","9780060872632","4.16","Barbara Brown Taylor","English","251","HarperOne","May 1st 2012","['Autobiography', 'Memoir', 'Spirituality', 'Nonfiction', 'Religion', 'Religion', 'Faith']","https://www.goodreads.com/book/show/129504.Leaving_Church"
"After You've Gone","-1","3.32","Jeffrey Lent","English","256","","","['Fiction', 'Historical', 'Historical Fiction', 'Abandoned']","https://www.goodreads.com/book/show/8701803-after-you-ve-gone"
"Afterimage (In the Company of Shadows, #2)","-1","4.34","Ais","English","1015","Santino Hassell & Ais","2009","['Romance', 'M M Romance', 'Science Fiction', 'Dystopia', 'Romance']","https://www.goodreads.com/book/show/8164593-afterimage"
"The Year's Best Science Fiction: Twenty-Third Annual Collection","9780312353346","3.96","Gardner Dozois","English","660","St. Martin's Griffin","July 11th 2006","['Science Fiction', 'Anthologies', 'Short Stories', 'Fiction']","https://www.goodreads.com/book/show/98037.The_Year_s_Best_Science_Fiction"
"Jehanne","9789056373436","3.72","Simone van der Vlugt","Dutch","208","Uitgeverij Lemniscaat","January 1st 2001","['Historical', 'Historical Fiction', 'Childrens', 'Historical', 'Young Adult']","https://www.goodreads.com/book/show/7556394-jehanne"
"The Silver Blade (French Revolution, #2)","9780803733770","3.93","Sally Gardner","English","362","Dial Books","September 17th 2009","['Historical', 'Historical Fiction', 'Young Adult', 'Fantasy', 'Historical', 'Romance', 'European History', 'French Revolution']","https://www.goodreads.com/book/show/6261533-the-silver-blade"
"Way of the Wolf (Vampire Earth #1)","9780451459398","3.87","E.E. Knight","English","382","Roc","September 2nd 2003","['Fantasy', 'Science Fiction', 'Horror', 'Paranormal', 'Vampires', 'Apocalyptic', 'Post Apocalyptic']","https://www.goodreads.com/book/show/282284.Way_of_the_Wolf"
"Ragged Company","9780385661560","4.25","Richard Wagamese","English","376","Doubleday Canada","August 12th 2008","['Fiction', 'Cultural', 'Canada', 'Book Club']","https://www.goodreads.com/book/show/590563.Ragged_Company"
"A Vigil of Spies (Owen Archer, #10)","9780434015474","4.26","Candace Robb","English","286","Century","2008","['Mystery', 'Historical', 'Historical Fiction', 'Historical', 'Medieval', 'Mystery', 'Historical Mystery', 'Historical', 'Fiction']","https://www.goodreads.com/book/show/2554140.A_Vigil_of_Spies"
"First 100 Words","9780312495411","4.28","Roger Priddy","English","16","St. Martin's Press","August 1st 2005","['Childrens', 'Childrens', 'Picture Books']","https://www.goodreads.com/book/show/284652.First_100_Words"
"Reversible Errors (Kindle County, #6)","9780446612623","3.84","Scott Turow","English","576","Grand Central Publishing","November 1st 2003","['Fiction', 'Mystery', 'Thriller', 'Legal Thriller', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult Fiction', 'Law']","https://www.goodreads.com/book/show/4681.Reversible_Errors"
"Bit of a Blur: The Autobiography","9780316027588","3.75","Alex  James","English","288","Little, Brown Book Group","May 28th 2008","['Music', 'Nonfiction', 'Biography', 'Biography', 'Autobiography', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/1080554.Bit_of_a_Blur"
"Let It Snow: Three Holiday Romances","9780142412145","3.82","John Green","English","352","Speak","October 2nd 2008","['Holiday', 'Christmas', 'Realistic Fiction', 'Holiday']","https://www.goodreads.com/book/show/3213286-let-it-snow"
"The Other Side of the Story","9780060731489","3.78","Marian Keyes","English","528","William Morrow Paperbacks","February 5th 2008","['Womens Fiction', 'Chick Lit', 'Fiction', 'Romance']","https://www.goodreads.com/book/show/9302.The_Other_Side_of_the_Story"
"Goodbye Ed, Hello Me: Recover from Your Eating Disorder and Fall in Love with Life","9780071608879","4.08","Jenni Schaefer","English","214","McGraw-Hill Education","August 26th 2009","['Self Help', 'Psychology', 'Nonfiction', 'Autobiography', 'Memoir', 'Health', 'Mental Health']","https://www.goodreads.com/book/show/6515263-goodbye-ed-hello-me"
"Journeying Forward: Dreaming First Nations' Independence","9781895686975","4.29","Patricia Monture-Angus","English","175","Fernwood Publishing Co., Ltd.","September 1st 2000","['Academic']","https://www.goodreads.com/book/show/1432980.Journeying_Forward"
"Timelines of World History","9780756617035","4.02","John B. Teeple","English","656","DK ADULT","February 20th 2006","['History', 'Reference', 'Nonfiction']","https://www.goodreads.com/book/show/201690.Timelines_of_World_History"
"Love And Summer","9780670918249","3.55","William Trevor","English","224","Viking Press","2009","['Fiction', 'Cultural', 'Ireland', 'European Literature', 'Irish Literature', 'Historical', 'Historical Fiction', 'Novels', 'Literature']","https://www.goodreads.com/book/show/6648843-love-and-summer"
"Doctor Who: The Marian Conspiracy","9781903654170","3.85","Jacqueline Rayner","English","2","Big Finish","March 2000","['Media Tie In', 'Doctor Who', 'Audiobook', 'Science Fiction']","https://www.goodreads.com/book/show/757801.Doctor_Who"
"Kylmien kyytimies (Ãitini suku, #6)","9789511221067","3.76","Antti Tuuri","Finnish","278","Otava","September 2007","['Historical', 'Historical Fiction', 'War', 'Fiction', 'European Literature', 'Finnish Literature']","https://www.goodreads.com/book/show/12299762-kylmien-kyytimies"
"Permanent Rose (Casson Family, #3)","9780340882436","4.07","Hilary McKay","English","216","Hodder Children's Books","2005","['Childrens', 'Fiction', 'Realistic Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Contemporary']","https://www.goodreads.com/book/show/1523862.Permanent_Rose"
"The Brutal Telling (Chief Inspector Armand Gamache, #5)","9780312377038","4.23","Louise Penny","English","372","Minotaur Books","September 22nd 2009","['Mystery', 'Fiction']","https://www.goodreads.com/book/show/6449551-the-brutal-telling"
"Studio Thinking: The Real Benefits of Visual Arts Education","9780807748183","4.08","Lois Hetland","English","[]","Teachers College Press","August 1st 2007","['Education', 'Teaching', 'Art']","https://www.goodreads.com/book/show/1812917.Studio_Thinking"
"I Lick My Cheese And Other Notes: From The Frontline Of Flatsharing","9781847441287","3.61","Oonagh O'Hagan","English","248","Sphere","October 11th 2007","['Nonfiction', 'Humor']","https://www.goodreads.com/book/show/2208130.I_Lick_My_Cheese_And_Other_Notes"
"Parrot and Olivier in America","9781926428147","3.42","Peter Carey","English","464","Hamish Hamilton","October 2009","['Fiction', 'Historical', 'Historical Fiction', 'Historical', 'Abandoned', 'Literary Fiction']","https://www.goodreads.com/book/show/6632372-parrot-and-olivier-in-america"
"Alexander Von Humboldt: Abenteurer, Forscher, Universalgenie","9783833350283","3.17","Reinhard Barth","German","288","Bloomsbury, K- &amp; -J-Taschenbuch","2009","[]","https://www.goodreads.com/book/show/10471253-alexander-von-humboldt"
"Football Hero (Football Genius, #2)","9780061122743","4.22","Tim Green","English","297","HarperCollins","April 22nd 2008","['Sports and Games', 'Sports', 'Football', 'Realistic Fiction', 'Fiction', 'Young Adult', 'Academic', 'School', 'Childrens', 'Middle Grade', 'Family', 'Audiobook', 'Adventure']","https://www.goodreads.com/book/show/2754656-football-hero"
"Kristina: The Girl King, Sweden, 1638","9780439249768","3.69","Carolyn Meyer","English","176","Scholastic","May 2003","['Historical', 'Historical Fiction', 'Historical', 'Young Adult', 'Fiction', 'Childrens']","https://www.goodreads.com/book/show/440126.Kristina"
"Phantom (Sword of Truth, #10)","9780765305244","3.99","Terry Goodkind","English","587","Tor Books","July 18th 2006","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy']","https://www.goodreads.com/book/show/43884.Phantom"
"Zoe's Tale (Old Man's War, #4)","9780765356192","3.73","John Scalzi","English","406","Tor Science Fiction","April 28th 2009","['Fiction', 'Science Fiction']","https://www.goodreads.com/book/show/6053172-zoe-s-tale"
"Ru","9781608198986","3.73","Kim ThÃºy","English","141","Bloomsbury USA","November 27th 2012","['Fiction', 'Cultural', 'Canada', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/13538921-ru"
"The Monsters of Gramercy Park: A Novel","9781596910041","3.32","Danny Leigh","English","352","Bloomsbury USA","September 5th 2006","['Mystery', 'Mystery', 'Crime', 'Fiction']","https://www.goodreads.com/book/show/1504968.The_Monsters_of_Gramercy_Park"
"Le correzioni","9788806174491","3.78","Jonathan Franzen","Italian","603","Einaudi","2005","['Fiction', 'Contemporary', 'Novels']","https://www.goodreads.com/book/show/7312821-le-correzioni"
"Tell No One","9780440236702","4.11","Harlan Coben","English","370","Dell Publishing Company","August 25th 2009","['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller']","https://www.goodreads.com/book/show/43933.Tell_No_One"
"The Madness of Lord Ian Mackenzie (Highland Pleasures, #1)","9781101529317","4.07","Jennifer Ashley","English","336","Berkley Books","August 1st 2011","['Romance', 'Historical Romance', 'Romance', 'Historical', 'Historical', 'Historical Fiction', 'Adult']","https://www.goodreads.com/book/show/11512038-the-madness-of-lord-ian-mackenzie"
"Free Fall (Retrievers, #5)","9780373802678","3.84","Laura Anne Gilman","English","352","Luna","May 1st 2008","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Magic', 'Fiction', 'Romance']","https://www.goodreads.com/book/show/2342825.Free_Fall"
"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)","9780786932283","4.15","R.A. Salvatore","English","370","Wizards of the Coast Inc","June 2004","['Fantasy', 'Dungeons and Dragons', 'Forgotten Realms', 'Fiction']","https://www.goodreads.com/book/show/239109.The_Lone_Drow"
"Infernal Devices (The Hungry City Chronicles, #3)","9780439963930","4.04","Philip Reeve","English","336","Point","March 20th 2006","['Science Fiction', 'Steampunk', 'Young Adult', 'Fantasy', 'Science Fiction', 'Fiction']","https://www.goodreads.com/book/show/585261.Infernal_Devices"
"After the Armistice Ball (Dandy Gilver, #1)","9780786716081","3.48","Catriona McPherson","English","303","Carroll & Graf","August 10th 2005","['Mystery', 'Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Historical Mystery', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/891760.After_the_Armistice_Ball"
"The Foretelling: A Novel","-1","3.82","Alice Hoffman","English","72","Open Road Media","October 25th 2016","['Fantasy', 'Fiction', 'Fantasy', 'Mythology', 'Young Adult', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/32073988-the-foretelling"
"Star Wars: Jedi Twilight (Star Wars: Coruscant Nights, #1)","9780099492092","3.79","Michael Reaves","","368","Arrow Books Ltd","June 1st 2008","['Media Tie In', 'Star Wars', 'Science Fiction', 'Fiction']","https://www.goodreads.com/book/show/3739015-star-wars"
"Die Wasserweber (WellenlÃ¤ufer-Trilogie, #3)","9783785551882","3.96","Kai Meyer","German","440","Loewe","2004","['Fantasy', 'Young Adult', 'European Literature', 'German Literature', 'Adventure', 'Pirates', 'Adventure']","https://www.goodreads.com/book/show/1626311.Die_Wasserweber"
"Love Is a Many Trousered Thing (Confessions of Georgia Nicolson, #8)","9780060853877","4.14","Louise Rennison","English","271","HarperTeen","July 1st 2007","['Young Adult', 'Humor', 'Womens Fiction', 'Chick Lit', 'Romance', 'Fiction', 'Young Adult', 'Teen', 'Contemporary', 'Humor', 'Funny', 'Humor', 'Comedy', 'Realistic Fiction']","https://www.goodreads.com/book/show/112628.Love_Is_a_Many_Trousered_Thing"
"ÐÐµÐ¹Ð¼Ð¾Ð²ÑÑÐ½Ñ Ð´ÐµÑÐµÐºÑÐ¸Ð²Ð¸","9789664241998","4.0","Vsevolod Nestayko","Ukrainian","400","ÐÑÐ°ÑÐ½Ð° ÐÑÑÐ¹","2009","[]","https://www.goodreads.com/book/show/17453288"
"The League of Extraordinary Gentlemen: Century 1910","9781603090001","3.39","Alan Moore","English","83","Top Shelf Productions","May 19th 2009","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction', 'Science Fiction', 'Steampunk', 'Comics', 'Comic Book']","https://www.goodreads.com/book/show/6086315-the-league-of-extraordinary-gentlemen"
"Saving Capitalism: For the Many, Not the Few","9780385350570","4.26","Robert B. Reich","English","219","Knopf","September 29th 2015","['Economics', 'Nonfiction', 'Politics', 'Business', 'Economics', 'Finance']","https://www.goodreads.com/book/show/24338377-saving-capitalism"
"The Discworld Graphic Novels: The Colour of Magic & The Light Fantastic","9780061685965","3.96","Terry Pratchett","English","272","Harper","June 3rd 2008","['Fantasy', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Humor']","https://www.goodreads.com/book/show/2728900-the-discworld-graphic-novels"
"The Story of Film","9781862055742","4.33","Mark Cousins","English","512","Pavilion Books","August 27th 2004","['Culture', 'Film', 'Nonfiction', 'History', 'Art', 'Media Tie In', 'Movies']","https://www.goodreads.com/book/show/1514986.The_Story_of_Film"
"The Reluctant Colonel","9781419687020","3.75","Michael James Merry","","618","BookSurge Publishing","February 22nd 2008","[]","https://www.goodreads.com/book/show/3766161-the-reluctant-colonel"
"Beaufort","9780553806823","4.15","Ron Leshem","English","368","Delacorte Press","December 26th 2007","['Fiction', 'Cultural', 'Israel', 'War', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/1315580.Beaufort"
"Things My Girlfriend and I Have Argued About","9780812966664","3.69","Mil Millington","English","384","Villard","January 14th 2003","['Fiction', 'Humor', 'Humor', 'Funny', 'Humor', 'Comedy', 'Contemporary']","https://www.goodreads.com/book/show/655566.Things_My_Girlfriend_and_I_Have_Argued_About"
"Veniss Underground","9780553383560","3.76","Jeff VanderMeer","English","278","Spectra","September 27th 2005","['Fantasy', 'Science Fiction', 'Fiction', 'Weird Fiction', 'New Weird', 'Horror', 'Science Fiction', 'Dystopia']","https://www.goodreads.com/book/show/230853.Veniss_Underground"
"The Peacegiver: How Christ Offers to Heal Our Hearts and Homes","9781590382233","4.4","James L. Ferrell","English","203","Shadow Mountain","January 1st 2004","['Religion', 'Christianity', 'Lds', 'Religion', 'Church', 'Inspirational', 'Self Help', 'Spirituality']","https://www.goodreads.com/book/show/434535.The_Peacegiver"
"The Lost Art of Keeping Secrets","9780452288096","3.94","Eva Rice","English","368","Plume","March 27th 2007","['Historical', 'Historical Fiction', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Historical', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/259912.The_Lost_Art_of_Keeping_Secrets"
"Death of a Pirate King (The Adrien English Mysteries, #4)","9781934531310","4.37","Josh Lanyon","English","248","MLR Press","September 13th 2008","['Romance', 'M M Romance', 'Mystery', 'Romance', 'Contemporary', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/4768530-death-of-a-pirate-king"
"Blossom River Drive","9780967672304","3.88","Richard Ferri","English","203","Panhelenic Press","January 28th 2000","[]","https://www.goodreads.com/book/show/401022.Blossom_River_Drive"
"Custody of the State (Chambers of Justice, #2)","9780736910262","4.14","Craig Parshall","English","362","Harvest House Publishers","December 1st 2003","['Fiction', 'Christian Fiction', 'Christian']","https://www.goodreads.com/book/show/1276428.Custody_of_the_State"
"Passage to Zarahemla","-1","3.71","Chris Heimerdinger","English","192","Deseret Book","2003","['Lds', 'Lds Fiction', 'Christianity', 'Lds', 'Fantasy', 'Young Adult', 'Fiction', 'Religion', 'Adventure']","https://www.goodreads.com/book/show/3294509-passage-to-zarahemla"
"The Heart of Things: Applying Philosophy to the 21st Century","9780753819418","3.69","A.C. Grayling","","288","Phoenix","January 5th 2006","['Philosophy', 'Nonfiction', 'Writing', 'Essays']","https://www.goodreads.com/book/show/390753.The_Heart_of_Things"
"The 9/11 Commission Report: Omissions and Distortions","9781566565844","4.08","David Ray Griffin","English","352","Olive Branch Press (Northampton, MA)","November 30th 2004","['Nonfiction', 'History', 'Politics', 'Science', 'War', 'Terrorism']","https://www.goodreads.com/book/show/91277.The_9_11_Commission_Report"
"Strife (Sweep, #9)","9780142301074","4.13","Cate Tiernan","English","188","Puffin","February 18th 2002","['Fantasy', 'Young Adult', 'Paranormal', 'Witches', 'Fantasy', 'Paranormal', 'Fantasy', 'Magic']","https://www.goodreads.com/book/show/775980.Strife"
"Bad Girls Don't Die (Bad Girls Don't Die, #1)","9781423108764","4.06","Katie Alender","English","346","Disney-Hyperion","April 21st 2009","['Young Adult', 'Fantasy', 'Paranormal', 'Horror', 'Fantasy']","https://www.goodreads.com/book/show/3678651-bad-girls-don-t-die"
"Ilse Witch (Voyage of the Jerle Shannara, #1)","9780345396556","3.96","Terry Brooks","English","456","Del Rey","August 2001","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy']","https://www.goodreads.com/book/show/15560.Ilse_Witch"
"Judy Moody, M.D.: The Doctor is In! (Judy Moody #5)","9780763626150","4.07","Megan McDonald","English","151","Candlewick Press","March 14th 2006","['Childrens', 'Fiction', 'Realistic Fiction', 'Humor', 'Childrens', 'Chapter Books', 'Childrens', 'Middle Grade', 'Humor', 'Funny', 'Childrens', 'Juvenile', 'Academic', 'School', 'Childrens', '2nd Grade']","https://www.goodreads.com/book/show/24152.Judy_Moody_M_D_"
"Cross Country (Alex Cross, #14)","9780316024648","3.84","James Patterson","English","480","Little, Brown and Company","November 17th 2008","['Mystery', 'Fiction', 'Thriller']","https://www.goodreads.com/book/show/1713912.Cross_Country"
"April & Oliver","9780446540599","3.44","Tess Callahan","English","336","Grand Central Publishing","June 3rd 2009","['Fiction', 'Romance', 'Contemporary']","https://www.goodreads.com/book/show/5995818-april-oliver"
"Leading from the Center: Why Moderates Make the Best Presidents","9780465002931","3.44","Gil Troy","English","304","Basic Books","June 10th 2008","['Nonfiction', 'North American Hi...', 'American History', 'History', 'Politics', 'Presidents', 'Literature']","https://www.goodreads.com/book/show/3392459-leading-from-the-center"
"A Massive Swelling: Celebrity Reexamined as Grotesque Crippling Disease and Other Cultural Revelations","9780141001951","3.77","Cintra Wilson","English","256","Penguin Books","July 1st 2001","['Nonfiction', 'Writing', 'Essays', 'Humor', 'Sociology', 'Cultural', 'Culture', 'Pop Culture']","https://www.goodreads.com/book/show/136129.A_Massive_Swelling"
"Nothing To Fear (Romantic Suspense, #4; Chicago, #3)","9780446618991","4.19","Karen      Rose","English","515","Warner Books","December 1st 2006","['Romance', 'Romantic Suspense', 'Suspense', 'Mystery', 'Crime', 'Mystery', 'Fiction', 'Romance']","https://www.goodreads.com/book/show/130881.Nothing_To_Fear"
"Made to Be Broken (Nadia Stafford #2)","9780553588385","4.07","Kelley Armstrong","English","416","Bantam","February 24th 2009","['Mystery', 'Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Romance']","https://www.goodreads.com/book/show/3422076-made-to-be-broken"
"The Englor Affair (Sci-Regency #2)","9781605042367","4.13","J.L. Langley","English","298","Samhain Publishing","November 2008","['Romance', 'M M Romance', 'Science Fiction', 'Romance', 'War', 'Military']","https://www.goodreads.com/book/show/5597641-the-englor-affair"
"Dark Demon (Dark, #16)","9780515140880","4.34","Christine Feehan","English","560","Jove","March 28th 2006","['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Vampires']","https://www.goodreads.com/book/show/184324.Dark_Demon"
"We Are SO Crashing Your Bar Mitzvah!","9780786838905","3.63","Fiona Rosenbloom","English","224","Disney-Hyperion","May 29th 2007","['Realistic Fiction', 'Young Adult', 'Fiction']","https://www.goodreads.com/book/show/1106358.We_Are_SO_Crashing_Your_Bar_Mitzvah_"
"Peaches (Peaches, #1)","9780060733070","3.62","Jodi Lynn Anderson","English","368","HarperCollins","April 24th 2012","['Young Adult', 'Romance', 'Contemporary', 'Fiction']","https://www.goodreads.com/book/show/163460.Peaches"
"The Ill-Made Mute (The Bitterbynde, #1)","9780446610803","3.72","Cecilia Dart-Thornton","English","560","Warner Books","April 1st 2002","['Fantasy', 'Fiction', 'Fantasy', 'High Fantasy', 'Romance', 'Fantasy', 'Epic Fantasy']","https://www.goodreads.com/book/show/232102.The_Ill_Made_Mute"
"Hammer of God (Godspeaker Trilogy, #3)","9780316008372","3.81","Karen Miller","English","816","Orbit","January 1st 2009","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy']","https://www.goodreads.com/book/show/3961451-hammer-of-god"
"Black: The Birth of Evil (The Circle, #1)","9781595540218","4.21","Ted Dekker","English","432","Thomas Nelson","February 8th 2005","['Fantasy', 'Christian Fiction', 'Fiction', 'Christian']","https://www.goodreads.com/book/show/125956.Black"
