"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"The One from the Other (Bernard Gunther, #4)","9780399152993","4.12","Philip Kerr","English","384","Putnam Publishing Group","September 7th 2006","['Historical', 'Historical Fiction', 'Mystery', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Cultural', 'Germany', 'Mystery', 'Noir']","https://www.goodreads.com/book/show/118841.The_One_from_the_Other"
"Copper River (Cork O'Connor, #6)","9781416514466","4.16","William Kent Krueger","English","387","Pocket Star Books","July 1st 2007","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller']","https://www.goodreads.com/book/show/1153502.Copper_River"
"The Reason for God: Belief in an Age of Skepticism","9780525950493","4.19","Timothy J. Keller","English","293","Dutton","February 14th 2008","['Christian', 'Religion', 'Theology', 'Nonfiction', 'Religion', 'Religion', 'Christianity']","https://www.goodreads.com/book/show/1858013.The_Reason_for_God"
"The Swan Thieves","9781600247453","3.54","Elizabeth Kostova","English","18","Hachette Audio","January 12th 2010","['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Art', 'Historical']","https://www.goodreads.com/book/show/7047094-the-swan-thieves"
"Morgawr (The Voyage of the Jerle Shannara, #3)","9780345435750","3.96","Terry Brooks","English","415","Del Rey","August 26th 2003","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/15559.Morgawr"
"First Family (Sean King & Michelle Maxwell, #4)","9780446539753","3.99","David Baldacci","English","449","Grand Central Publishing","April 21st 2009","['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/5509321-first-family"
"A New Earth: Awakening to Your Life's Purpose","9780452287587","4.04","Eckhart Tolle","English","316","Plume","August 29th 2006","['Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Psychology']","https://www.goodreads.com/book/show/76334.A_New_Earth"
"Censoring an Iranian Love Story","9780307390424","3.65","Shahriar Mandanipour","English","295","Vintage","June 1st 2010","['Fiction', 'Romance', 'Cultural', 'Iran', 'Contemporary', 'Magical Realism']","https://www.goodreads.com/book/show/7304871-censoring-an-iranian-love-story"
"The Bone Doll's Twin (The TamÃ­r Triad, #1)","9780553577235","4.05","Lynn Flewelling","English","524","Bantam Spectra","October 21st 2009","['Fantasy', 'Fiction', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'Magic', 'Lgbt', 'Science Fiction Fantasy', 'Fantasy', 'Dark Fantasy', 'Glbt', 'Queer', 'Lgbt', 'Genderqueer']","https://www.goodreads.com/book/show/671560.The_Bone_Doll_s_Twin"
"The Wedding Planner's Daughter (Wedding Planner's Daughter, #1)","9781416918547","3.83","Coleen Murtagh Paratore","English","208","Simon  Schuster Books for Young Readers","June 1st 2006","['Realistic Fiction', 'Romance', 'Young Adult', 'Womens Fiction', 'Chick Lit']","https://www.goodreads.com/book/show/378518.The_Wedding_Planner_s_Daughter"
"The Partly Cloudy Patriot","9780743243803","3.89","Sarah Vowell","English","197","Simon  Schuster","October 1st 2003","['Nonfiction', 'History', 'Writing', 'Essays', 'Humor', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/12358.The_Partly_Cloudy_Patriot"
"Midnight Sun (Twilight, #1.5)","-1","4.03","Stephenie Meyer","English","264","","August 28th 2008","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal']","https://www.goodreads.com/book/show/4502877-midnight-sun"
"The Crossing Places (Ruth Galloway, #1)","9780547229898","3.88","Elly Griffiths","English","320","Houghton Mifflin Harcourt","January 5th 2010","['Mystery', 'Mystery', 'Crime', 'Fiction', 'Thriller', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/6688087-the-crossing-places"
"Play to the End","9780385339186","3.62","Robert Goddard","English","368","Delta","April 25th 2006","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense']","https://www.goodreads.com/book/show/462109.Play_to_the_End"
"The Sweet, Terrible, Glorious Year I Truly, Completely Lost It","9780385735162","3.82","Lisa Shanahan","English","297","Delacorte Books for Young Readers","August 28th 2007","['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Womens Fiction', 'Chick Lit']","https://www.goodreads.com/book/show/1804120.The_Sweet_Terrible_Glorious_Year_I_Truly_Completely_Lost_It"
"The Book of Fate","9780446612128","3.56","Brad Meltzer","English","616","Hachette Book Group","May 2007","['Fiction', 'Mystery', 'Thriller', 'Suspense']","https://www.goodreads.com/book/show/85322.The_Book_of_Fate"
"The Anatomy of Peace: Resolving the Heart of Conflict","9781576753347","4.28","The Arbinger Institute","English","231","Berrett-Koehler Publishers","July 28th 2006","['Nonfiction', 'Business', 'Leadership', 'Self Help', 'Spirituality']","https://www.goodreads.com/book/show/45852.The_Anatomy_of_Peace"
"Absolution Gap","9780441012916","4.01","Alastair Reynolds","English","756","Ace Books","May 31st 2005","['Science Fiction', 'Space', 'Space Opera', 'Fiction']","https://www.goodreads.com/book/show/89184.Absolution_Gap"
"Oracle Bones: A Journey Between China's Past and Present","9780060826581","4.16","Peter Hessler","English","512","Harper","April 25th 2006","['Travel', 'Cultural', 'China', 'History', 'Nonfiction', 'Cultural', 'Asia', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/9755.Oracle_Bones"
"Saving Francesca","9780375829833","3.96","Melina Marchetta","English","243","Knopf Books for Young Readers","May 9th 2006","['Young Adult', 'Contemporary', 'Health', 'Mental Health', 'Young Adult', 'Young Adult Contemporary', 'Drama']","https://www.goodreads.com/book/show/82434.Saving_Francesca"
"Bonk: The Curious Coupling of Science and Sex","9780393064643","3.83","Mary Roach","English","319","W. W. Norton & Company","April 1st 2008","['Nonfiction', 'Science', 'Humor', 'Sexuality', 'Psychology']","https://www.goodreads.com/book/show/2082136.Bonk"
"The City of Falling Angels","9780143036937","3.53","John Berendt","English","414","Penguin Books","September 26th 2006","['Nonfiction', 'Travel', 'History', 'Cultural', 'Italy']","https://www.goodreads.com/book/show/12786.The_City_of_Falling_Angels"
"The Cupid Chronicles (Wedding Planner's Daughter, #2)","9781416908678","4.05","Coleen Murtagh Paratore","English","207","Simon & Schuster Children's Publishing","December 26th 2006","['Realistic Fiction', 'Romance', 'Childrens', 'Middle Grade', 'Childrens']","https://www.goodreads.com/book/show/378519.The_Cupid_Chronicles"
"This Republic of Suffering: Death and the American Civil War","9780375404047","3.99","Drew Gilpin Faust","English","346","Alfred A. Knopf","January 8th 2008","['History', 'Nonfiction', 'Military History', 'Civil War', 'North American Hi...', 'American History', 'War', 'American History', 'American Civil War', 'Death', 'War', 'Military', 'Historical', 'Literature', '19th Century']","https://www.goodreads.com/book/show/1283566.This_Republic_of_Suffering"
"The Physick Book of Deliverance Dane","9781401340902","3.7","Katherine Howe","English","384","Hyperion Books","May 22nd 2009","['Historical', 'Historical Fiction', 'Romance', 'Fiction', 'Witchcraft', 'Contemporary']","https://www.goodreads.com/book/show/4836308-the-physick-book-of-deliverance-dane"
"Private (Private, #1)","9780316096157","3.84","James Patterson","English","385","Little Brown and Company","July 20th 2010","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/7134202-private"
"The Iron Hunt (Hunter Kiss, #1)","9780441016068","3.61","Marjorie M. Liu","English","305","Ace Books","July 1st 2008","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Demons', 'Romance', 'Romance', 'Paranormal Romance', 'Fiction']","https://www.goodreads.com/book/show/2281814.The_Iron_Hunt"
"The Manual of Detection","9781594202117","3.57","Jedediah Berry","English","288","Penguin Press HC, The","February 19th 2009","['Mystery', 'Fiction', 'Fantasy', 'Science Fiction', 'Steampunk', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/4135863-the-manual-of-detection"
"I Love You, Beth Cooper","9780061236174","3.29","Larry Doyle","English","253","Ecco","May 8th 2007","['Humor', 'Young Adult', 'Fiction', 'Humor', 'Funny']","https://www.goodreads.com/book/show/378579.I_Love_You_Beth_Cooper"
"I Hope They Serve Beer in Hell (Tucker Max, #1)","9780806527284","3.51","Tucker Max","English","288","Citadel","January 1st 2006","['Nonfiction', 'Humor', 'Autobiography', 'Memoir', 'Humor', 'Comedy', 'Biography']","https://www.goodreads.com/book/show/9010.I_Hope_They_Serve_Beer_in_Hell"
"The Contortionist's Handbook","9781931561488","3.98","Craig Clevenger","English","199","MacAdam/Cage Publishing","September 24th 2003","['Fiction', 'Thriller', 'Contemporary', 'Mystery', 'Noir', 'Novels']","https://www.goodreads.com/book/show/527823.The_Contortionist_s_Handbook"
"Sharpe's Escape (Sharpe, #10)","9780060561550","4.09","Bernard Cornwell","English","368","Harper Paperbacks","March 19th 2013","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure']","https://www.goodreads.com/book/show/266944.Sharpe_s_Escape"
"Hominids (Neanderthal Parallax, #1)","9780765345004","3.78","Robert J. Sawyer","English","444","Tor Books","February 17th 2003","['Science Fiction', 'Fiction', 'Hugo Awards']","https://www.goodreads.com/book/show/264946.Hominids"
"Time's Eye (A Time Odyssey, #1)","9780345452474","3.7","Arthur C. Clarke","English","379","Del Rey Books","January 1st 2005","['Science Fiction', 'Fiction', 'Science Fiction', 'Time Travel']","https://www.goodreads.com/book/show/64936.Time_s_Eye"
"Pictures at a Revolution: Five Movies and the Birth of the New Hollywood","9781594201523","4.2","Mark  Harris","English","490","Penguin Press","February 14th 2008","['Nonfiction', 'Media Tie In', 'Movies', 'Culture', 'Film', 'History']","https://www.goodreads.com/book/show/2092154.Pictures_at_a_Revolution"
"A World Undone: The Story of the Great War, 1914 to 1918","9780553803549","4.35","G.J. Meyer","English","704","Delacorte Press","May 30th 2006","['History', 'Nonfiction', 'War', 'World War I', 'War', 'War', 'Military', 'Military', 'Military History', 'Audiobook', 'History', 'European History', 'History', 'World History', 'Historical']","https://www.goodreads.com/book/show/100834.A_World_Undone"
"The Gates of Rome (Emperor, #1)","9780440240945","4.17","Conn Iggulden","English","448","Dell Books","February 2004","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Roman', 'Fantasy', 'War', 'Adventure', 'Cultural', 'Italy', 'War', 'Military', 'Novels']","https://www.goodreads.com/book/show/330947.The_Gates_of_Rome"
"Seeker's Mask (Kencyrath, #3)","9781592221264","4.23","P.C. Hodgell","English","[]","Meisha Merlin Publishing","May 15th 2007","['Fantasy', 'Fiction', 'Fantasy', 'High Fantasy', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/484465.Seeker_s_Mask"
"The Second Sun (The Great and Terrible, #3)","9781590384862","4.27","Chris Stewart","English","443","Shadow Mountain","October 17th 2005","['Lds', 'Lds Fiction', 'Fiction', 'Religion', 'Christianity', 'Lds', 'Fantasy']","https://www.goodreads.com/book/show/442604.The_Second_Sun"
"Alphas (Alphas, #1)","9780316035798","3.72","Lisi Harrison","English","272","Poppy","August 25th 2009","['Young Adult', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Realistic Fiction', 'Romance', 'Fiction', 'School Stories', 'Boarding School', 'Young Adult', 'Teen', 'Childrens', 'Middle Grade', 'Drama']","https://www.goodreads.com/book/show/6397405-alphas"
"The Story Sisters","9780307393869","3.81","Alice Hoffman","English","325","Crown Publishing Group (NY)","June 2nd 2009","['Fiction', 'Magical Realism', 'Fantasy']","https://www.goodreads.com/book/show/5802140-the-story-sisters"
"Glasshouse","9780441014033","3.87","Charles Stross","English","335","Ace Books","June 27th 2006","['Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk']","https://www.goodreads.com/book/show/17866.Glasshouse"
"Roadside Crosses (Kathryn Dance, #2)","9781416549994","3.81","Jeffery Deaver","English","397","Simon & Schuster","June 9th 2009","['Mystery', 'Thriller', 'Mystery', 'Crime', 'Fiction']","https://www.goodreads.com/book/show/5568007-roadside-crosses"
"Alton Brown's Gear for Your Kitchen","9781584792963","4.15","Alton Brown","English","256","Harry N. Abrams","October 1st 2003","['Food and Drink', 'Cooking', 'Food and Drink', 'Cookbooks', 'Food and Drink', 'Food', 'Nonfiction', 'Reference']","https://www.goodreads.com/book/show/101248.Alton_Brown_s_Gear_for_Your_Kitchen"
"Justice: What's the Right Thing to Do?","9780374180652","4.26","Michael J. Sandel","English","308","Farrar Straus Giroux","September 15th 2009","['Philosophy', 'Nonfiction', 'Politics', 'Law']","https://www.goodreads.com/book/show/6452731-justice"
"Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager","9780618710539","3.87","H.G. Bissinger","English","287","Mariner Books","April 4th 2006","['Sports and Games', 'Sports', 'Sports', 'Baseball', 'Nonfiction', 'Biography']","https://www.goodreads.com/book/show/815.Three_Nights_in_August"
"The Age of American Unreason","9780375423741","3.83","Susan Jacoby","English","384","Pantheon","February 12th 2008","['Nonfiction', 'Politics', 'History', 'Philosophy', 'Sociology', 'Religion', 'Science', 'Cultural', 'North American Hi...', 'American History', 'Psychology']","https://www.goodreads.com/book/show/1822711.The_Age_of_American_Unreason"
"Crabwalk","9780156029704","3.44","GÃ¼nter Grass","English","252","Mariner Books","April 5th 2004","['Fiction', 'European Literature', 'German Literature', 'Historical', 'Historical Fiction', 'Cultural', 'Germany', 'Classics', 'Academic', 'School']","https://www.goodreads.com/book/show/24077.Crabwalk"
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","9780747581086","4.55","J.K. Rowling","English","607","Bloomsbury Publishing","July 16th 2005","['Fantasy', 'Young Adult', 'Fiction']","https://www.goodreads.com/book/show/93124.Harry_Potter_and_the_Half_Blood_Prince"
"Foxmask (Saga of the Light Isles, #2)","9780765345912","4.09","Juliet Marillier","English","560","Tor Fantasy","November 1st 2005","['Fantasy', 'Historical', 'Historical Fiction', 'Romance', 'Fiction']","https://www.goodreads.com/book/show/13931.Foxmask"
"Veganomicon: The Ultimate Vegan Cookbook","9781569242643","3.95","Isa Chandra Moskowitz","","336","Da Capo Lifelong Books","November 2nd 2007","['Food and Drink', 'Cookbooks', 'Food and Drink', 'Cooking', 'Food and Drink', 'Food', 'Food and Drink', 'Vegan', 'Nonfiction', 'Reference', 'Health', 'Food and Drink', 'Vegetarian', 'Food and Drink', 'Food and Drink', 'Culinary']","https://www.goodreads.com/book/show/1059680.Veganomicon"
"Ophelia","9781582348018","3.73","Lisa M. Klein","English","328","Bloomsbury USA Childrens","October 31st 2006","['Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Fiction', 'Historical', 'Retellings']","https://www.goodreads.com/book/show/293583.Ophelia"
"Runemarks (Runemarks, #1)","9780375844454","3.73","Joanne Harris","English","544","Alfred A. Knopf Books for Young Readers","October 13th 2009","['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Fantasy', 'Magic']","https://www.goodreads.com/book/show/7077215-runemarks"
"Bad Science","9780007240197","4.07","Ben Goldacre","English","338","Fourth Estate","2008","['Science', 'Nonfiction', 'Science', 'Popular Science', 'Health', 'Medicine', 'Health']","https://www.goodreads.com/book/show/3272165-bad-science"
"The Prodigal God: Recovering the Heart of the Christian Faith","9780525950790","4.39","Timothy J. Keller","English","139","Viking","November 1st 2008","['Christian', 'Religion', 'Theology', 'Nonfiction', 'Religion', 'Christianity', 'Christian', 'Christian Living', 'Religion', 'Faith']","https://www.goodreads.com/book/show/3116205-the-prodigal-god"
"Walden","9780977937905","3.36","Michael T. Dolan","","135","Conversari House","September 15th 2006","['Classics', 'Fiction', 'Philosophy', 'Contemporary', 'Science Nature']","https://www.goodreads.com/book/show/2798647-walden"
"From the End of Heaven (The Great and Terrible, #5)","9781590388587","4.29","Chris Stewart","","336","Deseret Book","May 14th 2008","['Lds', 'Lds Fiction', 'Religion', 'Fiction', 'Christianity', 'Lds', 'Religion', 'Church']","https://www.goodreads.com/book/show/3277731-from-the-end-of-heaven"
"Drood","9780316007023","3.48","Dan Simmons","English","775","Little, Brown and Company","February 9th 2009","['Historical', 'Historical Fiction', 'Horror', 'Fiction', 'Mystery', 'Fantasy', 'Historical']","https://www.goodreads.com/book/show/3222979-drood"
"Territory","9780312857356","3.76","Emma Bull","English","318","Tor Books","July 10th 2007","['Fantasy', 'Historical', 'Historical Fiction', 'Westerns', 'Fiction', 'Historical', 'Historical Fiction', 'Historical Fantasy', 'Science Fiction', 'Alternate History']","https://www.goodreads.com/book/show/70581.Territory"
"The Diamond of Darkhold (Book of Ember, #4)","9780375955716","3.79","Jeanne DuPrau","English","293","Random House","August 26th 2008","['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction']","https://www.goodreads.com/book/show/2493973.The_Diamond_of_Darkhold"
"Lord, Save Us from Your Followers: Why Is the Gospel of Love Dividing America?","9780849919930","3.9","Dan Merchant","English","216","Thomas Nelson Publishers","March 11th 2008","['Nonfiction', 'Religion', 'Christian', 'Religion', 'Christianity', 'Religion', 'Faith']","https://www.goodreads.com/book/show/2991123-lord-save-us-from-your-followers"
"The Resistance (The Declaration, #2)","9781599903026","3.75","Gemma Malley","English","323","Bloomsbury USA Childrens","September 2nd 2008","['Science Fiction', 'Dystopia', 'Young Adult', 'Science Fiction']","https://www.goodreads.com/book/show/3039305-the-resistance"
"The Oracle's Queen (The TamÃ­r Triad, #3)","9780553583458","4.16","Lynn Flewelling","English","557","Spectra Books","June 27th 2006","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Magic']","https://www.goodreads.com/book/show/74271.The_Oracle_s_Queen"
"The Book of Bright Ideas","9780385338141","3.97","Sandra Kring","English","320","Delta","May 30th 2006","['Fiction', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'Coming Of Age', 'Adult Fiction']","https://www.goodreads.com/book/show/232251.The_Book_of_Bright_Ideas"
"The Smoke Jumper","9780440235163","4.05","Nicholas Evans","English","576","Dell","July 30th 2002","['Fiction', 'Romance', 'Contemporary', 'Drama', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Adventure', 'Romance', 'Contemporary Romance', 'Adult', 'Novels']","https://www.goodreads.com/book/show/9282.The_Smoke_Jumper"
"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)","9780007119554","4.56","George R.R. Martin","English","639","HarperVoyager","September 1st 2011","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy']","https://www.goodreads.com/book/show/147915.A_Storm_of_Swords"
"Water Like a Stone (Duncan Kincaid & Gemma James, #11)","9780060525279","4.15","Deborah Crombie","English","407","William Morrow","February 6th 2007","['Mystery', 'Fiction', 'European Literature', 'British Literature', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Thriller', 'Romance', 'Audiobook', 'Suspense']","https://www.goodreads.com/book/show/89130.Water_Like_a_Stone"
"Galway Bay","9780446579001","4.11","Mary Pat Kelly","English","551","Grand Central Publishing","February 9th 2009","['Historical', 'Historical Fiction', 'Cultural', 'Ireland', 'Fiction', 'Historical', 'European Literature', 'Irish Literature', 'Adventure', 'Survival', 'Literature', '19th Century', 'Family', 'Military History', 'Civil War', 'Literature', 'American']","https://www.goodreads.com/book/show/4554304-galway-bay"
"The Orange Girl","9780753819920","3.91","Jostein Gaarder","English","160","Phoenix","July 6th 2005","['Fiction', 'Philosophy', 'Young Adult', 'Novels', 'Romance']","https://www.goodreads.com/book/show/25403.The_Orange_Girl"
"Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit","9781434767950","4.14","Francis Chan","English","167","David C. Cook","September 1st 2009","['Christian', 'Nonfiction', 'Religion', 'Theology', 'Religion', 'Christianity', 'Christian', 'Christian Living', 'Religion', 'Faith', 'Religion', 'Christian', 'Christian Non Fiction', 'Spirituality', 'Religion', 'Church']","https://www.goodreads.com/book/show/6515834-forgotten-god"
"Sick Puppy","9780446695688","3.88","Carl Hiaasen","English","464","Grand Central Publishing","April 12th 2005","['Fiction', 'Mystery', 'Humor', 'Mystery', 'Crime', 'Humor', 'Comedy', 'Humor', 'Funny', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Novels', 'Adult Fiction']","https://www.goodreads.com/book/show/13066.Sick_Puppy"
"The Tale of Murasaki","9780385497954","3.82","Liza Dalby","English","426","Anchor","August 21st 2001","['Historical', 'Historical Fiction', 'Cultural', 'Japan', 'Fiction', 'Historical', 'Cultural', 'Asia']","https://www.goodreads.com/book/show/369669.The_Tale_of_Murasaki"
"The 10,000 Year Explosion: How Civilization Accelerated Human Evolution","9780465002214","3.92","Gregory Cochran","English","288","Basic Books (AZ)","January 26th 2009","['Science', 'Nonfiction', 'Biology', 'Evolution', 'History', 'Science', 'Biology', 'Anthropology', 'Biology', 'Genetics']","https://www.goodreads.com/book/show/6033964-the-10-000-year-explosion"
"Bloodhound (Beka Cooper, #2)","9780375814693","4.26","Tamora Pierce","English","554","Random House","April 14th 2009","['Fantasy', 'Young Adult', 'Fiction']","https://www.goodreads.com/book/show/153779.Bloodhound"
"Split Second (Sean King & Michelle Maxwell, #1)","9780446614450","3.99","David Baldacci","English","512","Vision","September 1st 2004","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Audiobook', 'Suspense', 'Thriller', 'Mystery Thriller', 'Action', 'Adult', 'Mystery', 'Murder Mystery']","https://www.goodreads.com/book/show/204276.Split_Second"
"Valor's Choice (Confederation #1)","9780886778965","3.98","Tanya Huff","English","416","DAW","April 1st 2000","['Science Fiction', 'Space', 'Space Opera', 'War', 'Military', 'Fiction']","https://www.goodreads.com/book/show/772606.Valor_s_Choice"
"Nice Girls Don't Have Fangs (Jane Jameson, #1)","9781416589426","3.92","Molly Harper","English","355","Pocket Star","March 31st 2009","['Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Humor']","https://www.goodreads.com/book/show/5618698-nice-girls-don-t-have-fangs"
"The Sorcerer in the North (Ranger's Apprentice, #5)","9781741661286","4.26","John Flanagan","English","304","Penguin Group (USA)","June 25th 2009","['Fantasy', 'Adventure', 'Fiction', 'Young Adult']","https://www.goodreads.com/book/show/1524173.The_Sorcerer_in_the_North"
"Jessica's Guide to Dating on the Dark Side (Jessica, #1)","9780152063849","3.84","Beth Fantaskey","English","351","Harcourt","February 1st 2009","['Paranormal', 'Vampires', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Fantasy']","https://www.goodreads.com/book/show/3389671-jessica-s-guide-to-dating-on-the-dark-side"
"Clear as the Moon (The Great and Terrible, #6)","9781590389942","4.29","Chris Stewart","English","360","Shadow Mountain","October 1st 2008","['Lds', 'Lds Fiction', 'Fiction', 'Religion', 'Christianity', 'Lds']","https://www.goodreads.com/book/show/3486806-clear-as-the-moon"
"How Fiction Works","9780374173401","3.97","James    Wood","English","265","Farrar, Straus and Giroux","July 22nd 2008","['Nonfiction', 'Language', 'Writing', 'Criticism', 'Literary Criticism', 'Writing', 'Books About Books', 'Writing', 'Essays']","https://www.goodreads.com/book/show/1355465.How_Fiction_Works"
"Mister Monday (The Keys to the Kingdom, #1)","9780439856263","3.78","Garth Nix","English","384","Scholastic","May 1st 2006","['Fantasy', 'Young Adult', 'Fiction']","https://www.goodreads.com/book/show/47613.Mister_Monday"
"In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors","9780805073669","4.27","Doug Stanton","English","384","St. Martin's Griffin","May 1st 2003","['History', 'Nonfiction', 'War', 'War', 'World War II', 'War', 'Military', 'Military', 'Military History', 'Adventure', 'Survival', 'Historical', 'North American Hi...', 'American History', 'Audiobook']","https://www.goodreads.com/book/show/42435.In_Harm_s_Way"
"Peeps (Peeps, #1)","9781595140838","3.77","Scott Westerfeld","English","312","Penguin","2005","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Science Fiction', 'Fantasy', 'Paranormal']","https://www.goodreads.com/book/show/186103.Peeps"
"Tokyo Vice: An American Reporter on the Police Beat in Japan","9780307378798","3.9","Jake Adelstein","English","335","Pantheon","October 13th 2009","['Nonfiction', 'Cultural', 'Japan', 'Mystery', 'Crime', 'Autobiography', 'Memoir', 'Crime', 'True Crime', 'Biography', 'Writing', 'Journalism', 'Cultural', 'Asia', 'Asian Literature', 'Japanese Literature', 'Biography', 'Autobiography']","https://www.goodreads.com/book/show/6658129-tokyo-vice"
"In the Company of the Courtesan","9780812974041","3.77","Sarah Dunant","English","368","Random House Trade","February 6th 2007","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Cultural', 'Italy']","https://www.goodreads.com/book/show/62212.In_the_Company_of_the_Courtesan"
"The Boy Next Door (Boy, #1)","9780060845544","3.83","Meg Cabot","English","379","Avon","October 25th 2005","['Womens Fiction', 'Chick Lit', 'Romance', 'Fiction', 'Contemporary']","https://www.goodreads.com/book/show/93722.The_Boy_Next_Door"
"Wicked! (Rutshire Chronicles #8)","9780552151566","3.68","Jilly Cooper","","1008","Corgi","May 7th 2007","['Fiction', 'Romance', 'Womens Fiction', 'Chick Lit']","https://www.goodreads.com/book/show/838130.Wicked_"
"What Was Lost","9780955138416","3.47","Catherine O'Flynn","English","242","Tindal Street","March 2008","['Fiction', 'Mystery', 'European Literature', 'British Literature', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/894056.What_Was_Lost"
"Dying to Live (Dying to Live, #1)","9780978970734","3.7","Kim Paffenroth","English","216","Permuted Press","April 1st 2007","['Horror', 'Zombies', 'Horror', 'Fiction', 'Science Fiction', 'Apocalyptic', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Dystopia']","https://www.goodreads.com/book/show/407281.Dying_to_Live"
"The Daring Book for Girls","9780061472572","4.02","Andrea J. Buchanan","English","288","WilliamMr","October 30th 2007","['Nonfiction', 'Reference', 'Childrens']","https://www.goodreads.com/book/show/1300866.The_Daring_Book_for_Girls"
"Magic Steps (The Circle Opens, #1)","9780590396059","3.99","Tamora Pierce","English","264","Scholastic","November 15th 2006","['Fantasy', 'Young Adult', 'Fantasy', 'Magic', 'Fiction']","https://www.goodreads.com/book/show/153781.Magic_Steps"
"Galileo's Dream","9780007260317","3.5","Kim Stanley Robinson","English","578","Harper Voyager","August 6th 2009","['Science Fiction', 'Fiction', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/6391377-galileo-s-dream"
"Harmful to Minors: The Perils of Protecting Children from Sex","9781560255161","4.04","Judith Levine","English","304","Da Capo Lifelong Books","August 27th 2003","['Nonfiction', 'Sexuality', 'Psychology', 'Sociology', 'Parenting', 'Feminism']","https://www.goodreads.com/book/show/322656.Harmful_to_Minors"
"My Struggle: Book 1","-1","4.07","Karl Ove KnausgÃ¥rd","English","[]","Recorded Books","December 24th 2014","['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'European Literature', 'Scandinavian Literature']","https://www.goodreads.com/book/show/16282857-my-struggle"
"Now Is the Time to Open Your Heart","9780739309636","3.67","Alice Walker","English","0","Random House Audio","April 20th 2004","['Fiction', 'Cultural', 'African American', 'Feminism', 'Spirituality']","https://www.goodreads.com/book/show/60963.Now_Is_the_Time_to_Open_Your_Heart"
"Fury & Light (The Great and Terrible, #4)","9781590386293","4.33","Chris Stewart","","313","Shadow Mountain","January 1st 2007","['Lds', 'Lds Fiction', 'Fiction', 'Religion', 'Christianity', 'Lds']","https://www.goodreads.com/book/show/1389938.Fury_Light"
