Book Title,ISBN,Book Image,Google Play,Google Play URL,Barnes and Noble,Barnes and Noble URL,Indie Bound,Indie Bound URL,,,,,,,,
"Find Me (Kathleen Mallory, #9)",9780425217870,https://dj6cnfthgyqas.cloudfront.net/0425217876-original.jpg,$8.99,https://play.google.com/store/books/details/Carol_O_Connell_Mallory_s_Oracle?id=VLUW0hAOjjcC,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780425217870,$9.99,http://www.indiebound.org/book/9780425217870?aff=rifflebooks,,,,,,,,
The Minotaur Takes a Cigarette Break,9780895871978,https://dj6cnfthgyqas.cloudfront.net/0895871971-original.jpg,$6.15,https://play.google.com/store/books/details/Steven_Sherrill_Minotaur_Takes_a_Cigarette_Break?id=kRYfdXcvczsC,$19.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780895871978,$19.95,http://www.indiebound.org/book/9780895871978?aff=rifflebooks,,,,,,,,
Classic Ferrington Guitars: Featuring the Custom-made Guitars of Master Luthier Danny Ferrington,9780760776056,https://dj6cnfthgyqas.cloudfront.net/0760776059-original.jpg,,,$8.98,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780760776056,,,,,,,,,,
Jade Phoenix,9780595375493,,,,,,,,,,,,,,,
"Well Done, The Naughtiest Girl! (The Naughtiest Girl, #8)",9780340744246,https://dj6cnfthgyqas.cloudfront.net/0340744243-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Anne_Digby_Well_Done_The_Naughtiest_Girl?id=AQAAAIBJwylDcM,,,,,,,,,,,,
A History of Old Norse Poetry and Poetics,9781843840343,https://dj6cnfthgyqas.cloudfront.net/1843840340-original.jpg,$9.99,https://play.google.com/store/books/details/Lars_Brownworth_The_Sea_Wolves?id=aL3CBQAAQBAJ,$99.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781843840343,$99.00,http://www.indiebound.org/book/9781843840343?aff=rifflebooks,,,,,,,,
Peeled,9780399234750,https://dj6cnfthgyqas.cloudfront.net/0399234756-original.jpg,$8.99,https://play.google.com/store/books/details/Joan_Bauer_Peeled?id=dl9oFGENp-MC,$11.67,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780399234750,$16.99,http://www.indiebound.org/book/9780399234750?aff=rifflebooks,,,,,,,,
"Dracula, the Reemergence of Vlad",9780615169606,https://dj6cnfthgyqas.cloudfront.net/0615169600-original.jpg,,,$14.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780615169606,$14.95,http://www.indiebound.org/book/9780615169606?aff=rifflebooks,,,,,,,,
The Greatest Show on Earth: The Evidence for Evolution,9780593061732,https://dj6cnfthgyqas.cloudfront.net/059306173X-original.jpg,$13.99,https://play.google.com/store/books/details/Richard_Dawkins_The_Greatest_Show_on_Earth?id=CQdDhIgKM4UC,,,,,,,,,,,,
Evidence of Things Unseen,9780743258098,https://dj6cnfthgyqas.cloudfront.net/0743258096-original.jpg,$11.99,https://play.google.com/store/books/details/Beverly_Bush_Evidence_of_Things_Unseen?id=Rbw0uMh3mOQC,$13.88,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780743258098,$17.00,http://www.indiebound.org/book/9780743258098?aff=rifflebooks,,,,,,,,
Cold in the Earth (DI Marjory Fleming #1),9780340838549,https://dj6cnfthgyqas.cloudfront.net/034083854X-original.jpg,$7.13,https://play.google.com/store/books/details/Aline_Templeton_The_Third_Sin?id=i-VSBwAAQBAJ,,,,,,,,,,,,
The Outcast,9780061863622,https://dj6cnfthgyqas.cloudfront.net/B0014Y09I4-original.jpg,$2.42,https://play.google.com/store/books/details/Glynnis_Campbell_The_Outcast?id=NNyHBgAAQBAJ,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061863622,,,,,,,,,,
"Nigella Christmas: Food, Family, Friends, Festivities",9780307397744,https://dj6cnfthgyqas.cloudfront.net/0307397742-original.jpg,$19.99,https://play.google.com/store/books/details/Nigella_Lawson_Nigella_Christmas?id=JnpZ2LKf64gC,,,,,,,,,,,,
Not Collateral Damage,-1,,$2.51,https://play.google.com/store/books/details/Andrew_Pritchard_Not_Collateral_Damage?id=T5dOCAAAQBAJ,,,,,,,,,,,,
The Understory,9781931336048,https://dj6cnfthgyqas.cloudfront.net/1931336040-original.jpg,$9.99,https://play.google.com/store/books/details/Pamela_Erens_The_Understory_A_Novel?id=MFLRAgAAQBAJ,$10.97,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781931336048,$11.95,http://www.indiebound.org/book/9781931336048?aff=rifflebooks,,,,,,,,
Godless,9781416908166,https://dj6cnfthgyqas.cloudfront.net/1416908161-original.jpg,$15.19,https://play.google.com/store/books/details/Dan_Barker_Godless?id=Vu8pMzmohvAC,$9.46,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416908166,$11.99,http://www.indiebound.org/book/9781416908166?aff=rifflebooks,,,,,,,,
Ain't No Dust in Heaven,9780972740708,https://dj6cnfthgyqas.cloudfront.net/0972740708-original.jpg,$31.88,https://play.google.com/store/books/details/Hal_Leonard_Corp_The_Ultimate_Pop_Rock_Fake_Book_S?id=qUjCAQAAQBAJ,$10.97,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780972740708,,,,,,,,,,
"From Dawn to Decadence: 500 Years of Western Cultural Life, 1500 to the Present",9780060928834,https://dj6cnfthgyqas.cloudfront.net/0060928832-original.jpg,,,$17.62,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060928834,$23.99,http://www.indiebound.org/book/9780060928834?aff=rifflebooks,,,,,,,,
White Mughals: Love and Betrayal in Eighteenth-Century India,9780142004128,https://dj6cnfthgyqas.cloudfront.net/014200412X-original.jpg,$11.99,https://play.google.com/store/books/details/William_Dalrymple_White_Mughals_Love_and_Betrayal?id=j8Y73BPvz70C,$16.35,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780142004128,$20.00,http://www.indiebound.org/book/9780142004128?aff=rifflebooks,,,,,,,,
"Frelseren (Harry Hole, #6)",9788770530682,https://dj6cnfthgyqas.cloudfront.net/8770530688-original.jpg,,,,,,,,,,,,,,
Callisto,9780061672941,https://dj6cnfthgyqas.cloudfront.net/0061672947-original.jpg,$9.53,https://play.google.com/store/books/details/Felix_R_Savage_The_Callisto_Gambit_Sol_System_Rene?id=uUogDAAAQBAJ,$10.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061672941,$14.99,http://www.indiebound.org/book/9780061672941?aff=rifflebooks,,,,,,,,
"Vampires Adversaries  ( Vampires adversaries,#1)",-1,,$3.99,https://play.google.com/store/movies/details/The_Twilight_Saga_Breaking_Dawn_Part_1?id=v-ObfP9HcrA,,,,,,,,,,,,
"By Darkness Hid (Blood of Kings, #1)",9780982104958,https://dj6cnfthgyqas.cloudfront.net/0982104952-original.jpg,$7.38,https://play.google.com/store/books/details/Glenn_G_Thater_Blood_Fire_and_Thorn_Harbinger_of_D?id=DkdeAgAAQBAJ,$10.40,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780982104958,$15.99,http://www.indiebound.org/book/9780982104958?aff=rifflebooks,,,,,,,,
Vampire Blood Trilogy,9780007143740,https://dj6cnfthgyqas.cloudfront.net/0007143745-original.jpg,$2.99,https://play.google.com/store/books/details/Morgan_Rice_Loved_Book_2_in_the_Vampire_Journals?id=iWfYlLImwCUC,,,,,,,,,,,,
The Choice,9780884271895,https://dj6cnfthgyqas.cloudfront.net/0884271897-original.jpg,$17.99,https://play.google.com/store/books/details/Edith_Eva_Eger_The_Choice?id=JjWMDAAAQBAJ,$22.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780884271895,$22.50,http://www.indiebound.org/book/9780884271895?aff=rifflebooks,,,,,,,,
Angel Fall,9780310283980,https://dj6cnfthgyqas.cloudfront.net/0310283981-original.jpg,Free,https://play.google.com/store/books/details/Cristina_Garavaglia_Angel_Even_angel_fall_in_love?id=LstNDQAAQBAJ,$10.19,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780310283980,,,,,,,,,,
à®à®¿.à®®à¯ - à®à®¿.à®ªà®¿ [Ki.Mu Ki.Pi],9788183681186,https://dj6cnfthgyqas.cloudfront.net/8183681182-original.jpg,,,$11.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9788183681186,$11.50,http://www.indiebound.org/book/9788183681186?aff=rifflebooks,,,,,,,,
"The Skinner (Spatterjay, #1)",9780765350480,https://dj6cnfthgyqas.cloudfront.net/0765350483-original.jpg,$11.05,https://play.google.com/store/books/details/Neal_Asher_The_Skinner?id=q8V1Nv26sd8C,$7.48,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780765350480,$7.99,http://www.indiebound.org/book/9780765350480?aff=rifflebooks,,,,,,,,
The Rainbow Bridge: Bridge to Inner Peace and to World Peace,-1,,$4.78,https://play.google.com/store/books/details/Michael_A_Ford_ZijiPics_FLOWERS_Book_1?id=vElgDQAAQBAJ,,,,,,,,,,,,
"Mannen som elsket Yngve (Jarle Klepp, #1)",9788249501472,https://dj6cnfthgyqas.cloudfront.net/8249501470-original.jpg,,,,,,,,,,,,,,
Call Me Ted,9780446581899,https://dj6cnfthgyqas.cloudfront.net/0446581895-original.jpg,$14.99,https://play.google.com/store/books/details/Ted_Turner_Call_Me_Ted?id=O8bQBgj2znwC,$19.58,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446581899,$30.00,http://www.indiebound.org/book/9780446581899?aff=rifflebooks,,,,,,,,
La casa del tempo sospeso,9788862565622,https://dj6cnfthgyqas.cloudfront.net/8862565623-original.jpg,$13.19,https://play.google.com/store/books/details/Alessandra_Grassi_Il_Recupero_Crediti_Strategie_pe?id=sStWAwAAQBAJ,,,,,,,,,,,,
"The Extraordinary Adventures of Alfred Kropp (Alfred Kropp, #1)",9781582346939,https://dj6cnfthgyqas.cloudfront.net/1582346933-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Rick_Yancey_The_Extraordinary_Adventures_of_Alfred?id=AQAAAAAvVhJWLM,$10.67,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781582346939,$16.95,http://www.indiebound.org/book/9781582346939?aff=rifflebooks,,,,,,,,
The Nightingales of Troy: Stories of One Family's Century,9780393048872,https://dj6cnfthgyqas.cloudfront.net/039304887X-original.jpg,,,$22.62,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780393048872,$23.95,http://www.indiebound.org/book/9780393048872?aff=rifflebooks,,,,,,,,
"Prospero Lost  (Prospero's Daughter, #1)",9780765319296,https://dj6cnfthgyqas.cloudfront.net/0765319292-original.jpg,$13.99,https://play.google.com/store/books/details/Amanda_Hemingway_The_Sword_of_Straw?id=X7Xo9CHwuuIC,$22.85,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780765319296,$24.99,http://www.indiebound.org/book/9780765319296?aff=rifflebooks,,,,,,,,
Der Geschmack von Apfelkernen,9783462039702,https://dj6cnfthgyqas.cloudfront.net/3462039709-original.jpg,,,,,,,,,,,,,,
The Taste of Sorrow,9780755338993,https://dj6cnfthgyqas.cloudfront.net/0755338995-original.jpg,$9.99,https://play.google.com/store/books/details/Jude_Morgan_The_Taste_of_Sorrow?id=CS01AgAAQBAJ,,,,,,,,,,,,
Pages for You,9780330484626,https://dj6cnfthgyqas.cloudfront.net/0330484621-original.jpg,$10.99,https://play.google.com/store/books/details/Sylvia_Brownrigg_Pages_for_You?id=TguEGSI7x6cC,,,,,,,,,,,,
9/11 Contradictions: An Open Letter to Congress and the Press,9781566567169,https://dj6cnfthgyqas.cloudfront.net/1566567165-original.jpg,,,$19.11,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781566567169,$20.00,http://www.indiebound.org/book/9781566567169?aff=rifflebooks,,,,,,,,
Matilda Bone,9780440418221,https://dj6cnfthgyqas.cloudfront.net/0440418224-original.jpg,$7.55,https://play.google.com/store/books/details/Karen_Cushman_Matilda_Bone?id=lJPMDJrtmz0C,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440418221,$7.99,http://www.indiebound.org/book/9780440418221?aff=rifflebooks,,,,,,,,
"Shield of Thunder (Troy, #2)",9780593052228,https://dj6cnfthgyqas.cloudfront.net/0593052226-original.jpg,$32.30,https://play.google.com/store/audiobooks/details/David_Gemmell_Troy_Shield_of_Thunder?id=AQAAAIDJhF4EhM,$33.53,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780593052228,,,,,,,,,,
Marching Powder,-1,,$9.03,https://play.google.com/store/books/details/Rusty_Young_Marching_Powder?id=sJitHoXq4N0C,,,,,,,,,,,,
"Phantom Waltz (Kendrick/Coulter/Harrigan, #2)",9780451220684,https://dj6cnfthgyqas.cloudfront.net/0451220684-original.jpg,,,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780451220684,$7.99,http://www.indiebound.org/book/9780451220684?aff=rifflebooks,,,,,,,,
Kendra Kandlestar and the Box of Whispers,9781927018255,https://dj6cnfthgyqas.cloudfront.net/1927018250-original.jpg,,,$8.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781927018255,$8.95,http://www.indiebound.org/book/9781927018255?aff=rifflebooks,,,,,,,,
One Hundred Virgins,9781977000361,https://dj6cnfthgyqas.cloudfront.net/1977000363-original.jpg,Free,https://play.google.com/store/books/details/William_Shakespeare_The_Merry_Wives_of_Windsor?id=iSxaAAAAcAAJ,,,,,,,,,,,,
Zen Elegies,9789079625031,https://dj6cnfthgyqas.cloudfront.net/9079625035-original.jpg,$9.99,https://play.google.com/store/books/details/Anthony_Ervin_Chasing_Water?id=XAAeDAAAQBAJ,$14.80,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9789079625031,$14.80,http://www.indiebound.org/book/9789079625031?aff=rifflebooks,,,,,,,,
Partial List of People to Bleach,9781892061317,,,,,,,,,,,,,,,
"The Night Angel Trilogy (Night Angel, #1-3)",9781607513513,https://dj6cnfthgyqas.cloudfront.net/160751351X-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Brent_Weeks_The_Black_Prism?id=AQAAAADmHksevM,,,,,,,,,,,,
The Gone-Away World,9780434018420,https://dj6cnfthgyqas.cloudfront.net/0434018422-original.jpg,$12.99,https://play.google.com/store/books/details/Nick_Harkaway_The_Gone_Away_World?id=IisRqI96_QAC,,,,,,,,,,,,
The Geometry of God,-1,,$14.99,https://play.google.com/store/books/details/Jordan_Ellenberg_How_Not_to_Be_Wrong?id=2k9KAgAAQBAJ,,,,,,,,,,,,
Born in Blood and Fire: A Concise History of Latin America,9780393927696,https://dj6cnfthgyqas.cloudfront.net/0393927695-original.jpg,,,,,$54.25,http://www.indiebound.org/book/9780393927696?aff=rifflebooks,,,,,,,,
Bridge Called Hope: Stories of Triumph from the Ranch of Rescued Dreams,9781590526552,https://dj6cnfthgyqas.cloudfront.net/1590526554-original.jpg,$13.99,https://play.google.com/store/books/details/Kim_Meeder_Bridge_Called_Hope?id=TJQPOhbLYK0C,$13.38,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781590526552,$14.99,http://www.indiebound.org/book/9781590526552?aff=rifflebooks,,,,,,,,
Avengers Forever,9780785137528,https://dj6cnfthgyqas.cloudfront.net/0785137521-original.jpg,,https://play.google.com/store/books/series?id=RofXFwAAABCQkM,$20.42,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780785137528,$29.99,http://www.indiebound.org/book/9780785137528?aff=rifflebooks,,,,,,,,
A Visual Guide to Gospel Events: Fascinating Insights into Where They Happened and Why,9780801013119,https://dj6cnfthgyqas.cloudfront.net/0801013119-original.jpg,$9.99,https://play.google.com/store/books/details/James_C_Martin_A_Visual_Guide_to_Gospel_Events?id=8HcFCwAAQBAJ,$29.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780801013119,$29.99,http://www.indiebound.org/book/9780801013119?aff=rifflebooks,,,,,,,,
Memoirs of an Ordinary Pastor: The Life and Reflections of Tom Carson,9781433501999,https://dj6cnfthgyqas.cloudfront.net/1433501996-original.jpg,$14.58,https://play.google.com/store/books/details/D_A_Carson_Memoirs_of_an_Ordinary_Pastor?id=HaoQOXIWF7IC,$14.84,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781433501999,$16.99,http://www.indiebound.org/book/9781433501999?aff=rifflebooks,,,,,,,,
"A Real Basket Case (Claire Hanover, Gift Basket Designer, #1)",9780738727011,https://dj6cnfthgyqas.cloudfront.net/0738727016-original.jpg,$4.93,https://play.google.com/store/books/details/Beth_Groundwater_A_Real_Basket_Case?id=IcjLtIaLYK0C,$14.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780738727011,$14.95,http://www.indiebound.org/book/9780738727011?aff=rifflebooks,,,,,,,,
The Mind of the Master Class: History and Faith in the Southern Slaveholders' Worldview,9780521615624,https://dj6cnfthgyqas.cloudfront.net/0521615623-original.jpg,,,,,$35.99,http://www.indiebound.org/book/9780521615624?aff=rifflebooks,,,,,,,,
Elvis Presley,9780752583358,,,,,,,,,,,,,,,
Ko pijanci obmolknejo,"
                  15125009",,,,,,,,,,,,,,,
Coming to Peace with Science: Bridging the Worlds Between Faith and Biology,9780830827428,https://dj6cnfthgyqas.cloudfront.net/0830827420-original.jpg,$14.25,https://play.google.com/store/books/details/Darrel_R_Falk_Coming_to_Peace_with_Science?id=Pa4mDAAAQBAJ,$15.62,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780830827428,$22.00,http://www.indiebound.org/book/9780830827428?aff=rifflebooks,,,,,,,,
Delhi Is Not Far,9780670049547,https://dj6cnfthgyqas.cloudfront.net/0670049549-original.jpg,$8.70,https://play.google.com/store/books/details/Kfir_Luzzatto_FUN_WITH_PATENTS?id=Nm15CwAAQBAJ,,,,,,,,,,,,
The Huntress,-1,,,https://play.google.com/store/books/series?id=J13YFwAAABD-SM,,,,,,,,,,,,
Heatwave and Crazy Birds (Hebrew Literature Series),9781564786432,https://dj6cnfthgyqas.cloudfront.net/1564786439-original.jpg,,,$15.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781564786432,$15.95,http://www.indiebound.org/book/9781564786432?aff=rifflebooks,,,,,,,,
Leah's Way,9780964392687,https://dj6cnfthgyqas.cloudfront.net/0964392682-original.jpg,$11.99,https://play.google.com/store/books/details/Becky_Albertalli_Simon_vs_the_Homo_Sapiens_Agenda?id=OGydBAAAQBAJ,$19.26,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780964392687,,,,,,,,,,
The Last Days of the Incas,9780743260497,https://dj6cnfthgyqas.cloudfront.net/074326049X-original.jpg,$13.99,https://play.google.com/store/books/details/Kim_MacQuarrie_The_Last_Days_of_the_Incas?id=CRvjylluMDQC,$23.39,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780743260497,$30.00,http://www.indiebound.org/book/9780743260497?aff=rifflebooks,,,,,,,,
"Cooking for Baby: Wholesome, Homemade, Delicious Foods for 6 to 18 Months",9781416599180,https://dj6cnfthgyqas.cloudfront.net/1416599185-original.jpg,$5.38,https://play.google.com/store/books/details/Lisa_Barnes_Cooking_for_Baby?id=mYrtCQAAQBAJ,$16.10,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416599180,$19.99,http://www.indiebound.org/book/9781416599180?aff=rifflebooks,,,,,,,,
In the Night of Time,9780547547848,https://dj6cnfthgyqas.cloudfront.net/0547547846-original.jpg,$12.99,https://play.google.com/store/books/details/Mark_Haddon_The_Curious_Incident_of_the_Dog_in_the?id=Thc32eB1Kx4C,$21.45,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780547547848,$30.00,http://www.indiebound.org/book/9780547547848?aff=rifflebooks,,,,,,,,
You Remind Me of Me,9780345441416,https://dj6cnfthgyqas.cloudfront.net/B000FC1Q7E-original.jpg,$12.99,https://play.google.com/store/books/details/Dan_Chaon_You_Remind_Me_of_Me?id=b9f4amKXHSwC,$22.94,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780345441416,,,,,,,,,,
18% Ð¡Ð¸Ð²Ð¾,9789542802778,,,,,,,,,,,,,,,
"The Lies of Locke Lamora (Gentleman Bastard, #1)",-1,,$40.61,https://play.google.com/store/audiobooks/details/Scott_Lynch_The_Lies_of_Locke_Lamora?id=AQAAAABp12XXHM,,,,,,,,,,,,
David Sedaris - 14 CD Boxed Set,9781586214340,,,,,,,,,,,,,,,
"Impulse (Impulse, #1)",9781416903567,https://dj6cnfthgyqas.cloudfront.net/1416903569-original.jpg,,,$16.43,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416903567,$22.99,http://www.indiebound.org/book/9781416903567?aff=rifflebooks,,,,,,,,
The Third Strike: A Father's Story of His Son's Struggle with Cancer,9781591133698,https://dj6cnfthgyqas.cloudfront.net/1591133696-original.jpg,,,$16.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781591133698,$16.95,http://www.indiebound.org/book/9781591133698?aff=rifflebooks,,,,,,,,
The Law of Dreams,9780812978001,https://dj6cnfthgyqas.cloudfront.net/0812978005-original.jpg,$9.99,https://play.google.com/store/books/details/Peter_Behrens_The_Law_of_Dreams?id=wX_BPpkAlZEC,$12.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780812978001,$17.00,http://www.indiebound.org/book/9780812978001?aff=rifflebooks,,,,,,,,
"The Hero of Ages (Mistborn, #3)",9780575089945,https://dj6cnfthgyqas.cloudfront.net/0575089946-original.jpg,$43.72,https://play.google.com/store/audiobooks/details/Brandon_Sanderson_The_Hero_of_Ages?id=AQAAAIAIIgKiGM,,,,,,,,,,,,
The Amazing Adventures of Kavalier and Clay,-1,,,https://play.google.com/store/books/series?id=lZ6fGQAAABALhM,,,,,,,,,,,,
Refugee Boy,9780747550860,https://dj6cnfthgyqas.cloudfront.net/0747550867-original.jpg,$6.41,https://play.google.com/store/books/details/Benjamin_Zephaniah_Refugee_Boy?id=3VoirPFUNWMC,$15.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780747550860,,,,,,,,,,
Beauty Is a Wound,9780811223638,https://dj6cnfthgyqas.cloudfront.net/0811223639-original.jpg,$15.31,https://play.google.com/store/books/details/Eka_Kurniawan_Beauty_Is_a_Wound?id=tc9PCgAAQBAJ,$14.08,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780811223638,$19.95,http://www.indiebound.org/book/9780811223638?aff=rifflebooks,,,,,,,,
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",9780061583254,https://dj6cnfthgyqas.cloudfront.net/0061583251-original.jpg,$11.99,https://play.google.com/store/books/details/Gretchen_Rubin_The_Happiness_Project?id=qoiGhdp2O4EC,$21.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061583254,$26.99,http://www.indiebound.org/book/9780061583254?aff=rifflebooks,,,,,,,,
Stepping Over Seasons,9781921479328,https://dj6cnfthgyqas.cloudfront.net/1921479329-original.jpg,$8.80,https://play.google.com/store/books/details/Ashley_Capes_Stepping_Over_Seasons?id=peb8FQBSEb0C,$18.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781921479328,$18.00,http://www.indiebound.org/book/9781921479328?aff=rifflebooks,,,,,,,,
"The Demon's Lexicon (The Demon's Lexicon, #1)",9781416963790,https://dj6cnfthgyqas.cloudfront.net/1416963790-original.jpg,,,$14.52,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416963790,$18.99,http://www.indiebound.org/book/9781416963790?aff=rifflebooks,,,,,,,,
Duizend schitterende zonnen,9789023426066,https://dj6cnfthgyqas.cloudfront.net/9023426061-original.jpg,$13.99,https://play.google.com/store/books/details/Khaled_Hosseini_A_Thousand_Splendid_Suns?id=tYOr9n21B7oC,,,,,,,,,,,,
March 23rd,9781419664311,https://dj6cnfthgyqas.cloudfront.net/141966431X-original.jpg,$176.70,https://play.google.com/store/books/details/23rd_Annual_Conference_of_the_German_Crystallograp?id=65ooCQAAQBAJ,$14.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781419664311,$14.95,http://www.indiebound.org/book/9781419664311?aff=rifflebooks,,,,,,,,
The Ishbane Conspiracy,9781576738177,https://dj6cnfthgyqas.cloudfront.net/1576738175-original.jpg,$13.99,https://play.google.com/store/books/details/Randy_Alcorn_The_Ishbane_Conspiracy?id=zU74AAAAQBAJ,$13.41,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781576738177,$14.99,http://www.indiebound.org/book/9781576738177?aff=rifflebooks,,,,,,,,
The Bullet Collection,9781555973766,https://dj6cnfthgyqas.cloudfront.net/1555973760-original.jpg,$10.99,https://play.google.com/store/books/details/Stephen_King_Everything_s_Eventual?id=JXTJAgAAQBAJ,$23.12,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781555973766,,,,,,,,,,
The Third Witch,9780743417723,https://dj6cnfthgyqas.cloudfront.net/0743417720-original.jpg,$18.99,https://play.google.com/store/books/details/Rebecca_Reisert_The_Third_Witch?id=CPGN935oY08C,$20.57,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780743417723,$22.95,http://www.indiebound.org/book/9780743417723?aff=rifflebooks,,,,,,,,
The Holy Bible: English Standard Version,-1,,$9.59,https://play.google.com/store/books/details/Crossway_ESV_Classic_Reference_Bible?id=a3tbCwAAQBAJ,,,,,,,,,,,,
Atheist Delusions: The Christian Revolution and Its Fashionable Enemies,9780300111903,https://dj6cnfthgyqas.cloudfront.net/0300111908-original.jpg,,,,,$28.00,http://www.indiebound.org/book/9780300111903?aff=rifflebooks,,,,,,,,
L'Embrasement (Hunger Games #2),9782266182706,https://dj6cnfthgyqas.cloudfront.net/2266182706-original.jpg,,,$48.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9782266182706,$48.95,http://www.indiebound.org/book/9782266182706?aff=rifflebooks,,,,,,,,
Gazing into the Eternal: Reflections upon a Deeper Purpose to Living,9780987314703,,,,,,,,,,,,,,,
"Born to Cheat: How Bush, Cheney, Rove & Co. Broke the Rules--From the Sandlot to the White House",9781881365532,https://dj6cnfthgyqas.cloudfront.net/1881365530-original.jpg,,,$18.78,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781881365532,,,,,,,,,,
"Mystic and Rider (Twelve Houses, #1)",9780441013036,https://dj6cnfthgyqas.cloudfront.net/0441013031-original.jpg,$9.99,https://play.google.com/store/books/details/Sharon_Shinn_Dark_Moon_Defender?id=aavwKVz6sr8C,$8.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780441013036,$8.99,http://www.indiebound.org/book/9780441013036?aff=rifflebooks,,,,,,,,
"Path of Destruction (Star Wars: Darth Bane, #1)",9780345477361,https://dj6cnfthgyqas.cloudfront.net/0345477367-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Drew_Karpyshyn_Path_of_Destruction_Star_Wars_Legen?id=AQAAAIAphmsGUM,$24.44,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780345477361,$25.95,http://www.indiebound.org/book/9780345477361?aff=rifflebooks,,,,,,,,
The Cheese Monkeys: A Novel In Two Semesters,9780061452482,https://dj6cnfthgyqas.cloudfront.net/0061452483-original.jpg,$19.99,https://play.google.com/store/books/details/Chip_Kidd_The_Cheese_Monkeys?id=7FjaKfNn-awC,$12.41,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061452482,$13.99,http://www.indiebound.org/book/9780061452482?aff=rifflebooks,,,,,,,,
"Kumari: Goddess Of Gotham (Kumari Trilogy, #1)",9781853409561,https://dj6cnfthgyqas.cloudfront.net/1853409561-original.jpg,$5.34,https://play.google.com/store/books/details/Amanda_Lees_Goddess_of_Gotham?id=19iQCgAAQBAJ,,,,,,,,,,,,
æ°ä¸çãã [Shinsekai Yori],9784061826601,,,,,,,,,,,,,,,
