Book Title,ISBN,Book Image,Google Play,Google Play URL,Barnes and Noble,Barnes and Noble URL,Indie Bound,Indie Bound URL,,,,,,,,
This Republic of Suffering: Death and the American Civil War,9780375404047,https://dj6cnfthgyqas.cloudfront.net/037540404X-original.jpg,$18.99,https://play.google.com/store/books/details/Drew_Gilpin_Faust_This_Republic_of_Suffering?id=S6edSBcORCkC,$20.41,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375404047,$29.95,http://www.indiebound.org/book/9780375404047?aff=rifflebooks,,,,,,,,
The Physick Book of Deliverance Dane,9781401340902,https://dj6cnfthgyqas.cloudfront.net/1401340903-original.jpg,$12.99,https://play.google.com/store/books/details/Katherine_Howe_The_Physick_Book_of_Deliverance_Dan?id=1VCZAAAAQBAJ,$24.30,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781401340902,$25.99,http://www.indiebound.org/book/9781401340902?aff=rifflebooks,,,,,,,,
"Private (Private, #1)",9780316096157,https://dj6cnfthgyqas.cloudfront.net/B0035II98O-original.jpg,,,$26.17,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316096157,$27.99,http://www.indiebound.org/book/9780316096157?aff=rifflebooks,,,,,,,,
"The Iron Hunt (Hunter Kiss, #1)",9780441016068,https://dj6cnfthgyqas.cloudfront.net/0441016065-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Marjorie_M_Liu_The_Iron_Hunt?id=AQAAAID0hQMF5M,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780441016068,$7.99,http://www.indiebound.org/book/9780441016068?aff=rifflebooks,,,,,,,,
The Manual of Detection,9781594202117,https://dj6cnfthgyqas.cloudfront.net/9781594202-original.jpg,$13.99,https://play.google.com/store/books/details/Jedediah_Berry_The_Manual_of_Detection?id=HuZeC4FG7zgC,$23.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781594202117,$25.95,http://www.indiebound.org/book/9781594202117?aff=rifflebooks,,,,,,,,
"I Love You, Beth Cooper",9780061236174,https://dj6cnfthgyqas.cloudfront.net/0061236179-original.jpg,$11.99,https://play.google.com/store/books/details/Larry_Doyle_I_Love_You_Beth_Cooper?id=KBNBgBEerZAC,$18.79,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061236174,$19.95,http://www.indiebound.org/book/9780061236174?aff=rifflebooks,,,,,,,,
"I Hope They Serve Beer in Hell (Tucker Max, #1)",9780806527284,https://dj6cnfthgyqas.cloudfront.net/0806527285-original.jpg,,,$12.20,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780806527284,$12.95,http://www.indiebound.org/book/9780806527284?aff=rifflebooks,,,,,,,,
The Contortionist's Handbook,9781931561488,https://dj6cnfthgyqas.cloudfront.net/1931561486-original.jpg,$4.22,https://play.google.com/store/books/details/Craig_Clevenger_Dermaphoria?id=TOP2AgAAQBAJ,$8.90,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781931561488,$12.50,http://www.indiebound.org/book/9781931561488?aff=rifflebooks,,,,,,,,
"Sharpe's Escape (Sharpe, #10)",9780060561550,https://dj6cnfthgyqas.cloudfront.net/0060561556-original.jpg,$29.95,https://play.google.com/store/audiobooks/details/Bernard_Cornwell_Sharpe_s_Escape?id=AQAAAIBG6H5oKM,$9.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060561550,$14.99,http://www.indiebound.org/book/9780060561550?aff=rifflebooks,,,,,,,,
"Hominids (Neanderthal Parallax, #1)",9780765345004,https://dj6cnfthgyqas.cloudfront.net/0765345005-original.jpg,$8.99,https://play.google.com/store/books/details/Robert_J_Sawyer_Hominids?id=Z2XS_q772AsC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780765345004,$7.99,http://www.indiebound.org/book/9780765345004?aff=rifflebooks,,,,,,,,
"Time's Eye (A Time Odyssey, #1)",9780345452474,https://dj6cnfthgyqas.cloudfront.net/034545247X-original.jpg,,,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780345452474,$7.99,http://www.indiebound.org/book/9780345452474?aff=rifflebooks,,,,,,,,
Pictures at a Revolution: Five Movies and the Birth of the New Hollywood,9781594201523,https://dj6cnfthgyqas.cloudfront.net/1594201528-original.jpg,$14.99,https://play.google.com/store/books/details/Mark_Harris_Pictures_at_a_Revolution?id=EwSv6lsPDxgC,$27.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781594201523,$27.95,http://www.indiebound.org/book/9781594201523?aff=rifflebooks,,,,,,,,
"A World Undone: The Story of the Great War, 1914 to 1918",9780553803549,https://dj6cnfthgyqas.cloudfront.net/B000PDZFKM-original.jpg,$16.99,https://play.google.com/store/books/details/G_J_Meyer_A_World_Undone?id=6RszhVmlt1gC,$19.09,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553803549,$28.00,http://www.indiebound.org/book/9780553803549?aff=rifflebooks,,,,,,,,
"The Gates of Rome (Emperor, #1)",9780440240945,https://dj6cnfthgyqas.cloudfront.net/0440240948-original.jpg,,,$7.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440240945,,,,,,,,,,
"Seeker's Mask (Kencyrath, #3)",9781592221264,https://dj6cnfthgyqas.cloudfront.net/1592221262-original.jpg,$6.00,https://play.google.com/store/books/details/P_C_Hodgell_The_God_Stalker_Chronicles?id=ubt0CwAAQBAJ,,,,,,,,,,,,
"The Second Sun (The Great and Terrible, #3)",9781590384862,https://dj6cnfthgyqas.cloudfront.net/1590384865-original.jpg,$10.95,https://play.google.com/store/audiobooks/details/P_C_Cast_Kalona_s_Fall?id=AQAAAADfE3cTuM,$22.04,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781590384862,,,,,,,,,,
"Alphas (Alphas, #1)",9780316035798,https://dj6cnfthgyqas.cloudfront.net/0316035793-original.jpg,,,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316035798,$9.99,http://www.indiebound.org/book/9780316035798?aff=rifflebooks,,,,,,,,
The Story Sisters,9780307393869,https://dj6cnfthgyqas.cloudfront.net/0307393860-original.jpg,$14.99,https://play.google.com/store/books/details/Alice_Hoffman_The_Story_Sisters?id=9no5KXf3HBgC,$23.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307393869,$25.00,http://www.indiebound.org/book/9780307393869?aff=rifflebooks,,,,,,,,
Glasshouse,9780441014033,https://dj6cnfthgyqas.cloudfront.net/B001161L6O-original.jpg,$8.99,https://play.google.com/store/books/details/Charles_Stross_Glasshouse?id=FBs4QSWRofsC,$22.82,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780441014033,$24.95,http://www.indiebound.org/book/9780441014033?aff=rifflebooks,,,,,,,,
"Roadside Crosses (Kathryn Dance, #2)",9781416549994,https://dj6cnfthgyqas.cloudfront.net/1416549994-original.jpg,$25.95,https://play.google.com/store/audiobooks/details/Jeffery_Deaver_Roadside_Crosses?id=AQAAAIA8z1JPfM,$24.92,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416549994,$26.95,http://www.indiebound.org/book/9781416549994?aff=rifflebooks,,,,,,,,
Alton Brown's Gear for Your Kitchen,9781584792963,https://dj6cnfthgyqas.cloudfront.net/1584792965-original.jpg,,,$19.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781584792963,$27.50,http://www.indiebound.org/book/9781584792963?aff=rifflebooks,,,,,,,,
Justice: What's the Right Thing to Do?,9780374180652,https://dj6cnfthgyqas.cloudfront.net/0374180652-original.jpg,$10.99,https://play.google.com/store/books/details/Michael_J_Sandel_Justice?id=SKEeHVwT5UMC,$25.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780374180652,$25.00,http://www.indiebound.org/book/9780374180652?aff=rifflebooks,,,,,,,,
"Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager",9780618710539,https://dj6cnfthgyqas.cloudfront.net/0618710531-original.jpg,$26.95,https://play.google.com/store/audiobooks/details/Buzz_Bissinger_Three_Nights_in_August?id=AQAAAABThDeEdM,$14.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780618710539,$15.95,http://www.indiebound.org/book/9780618710539?aff=rifflebooks,,,,,,,,
The Age of American Unreason,9780375423741,https://dj6cnfthgyqas.cloudfront.net/B0013SSPWS-original.jpg,$13.99,https://play.google.com/store/books/details/Susan_Jacoby_The_Age_of_American_Unreason?id=42rXlylKrJoC,$19.03,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375423741,$26.00,http://www.indiebound.org/book/9780375423741?aff=rifflebooks,,,,,,,,
Crabwalk,9780156029704,https://dj6cnfthgyqas.cloudfront.net/0156029707-original.jpg,$12.93,https://play.google.com/store/books/details/Dagmar_Barnouw_The_War_in_the_Empty_Air?id=550gntEa6SMC,$13.03,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780156029704,$15.95,http://www.indiebound.org/book/9780156029704?aff=rifflebooks,,,,,,,,
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",9780747581086,https://dj6cnfthgyqas.cloudfront.net/0747581088-original.jpg,,,,,,,,,,,,,,
"Foxmask (Saga of the Light Isles, #2)",9780765345912,https://dj6cnfthgyqas.cloudfront.net/0765345919-original.jpg,$8.99,https://play.google.com/store/books/details/Juliet_Marillier_Wolfskin?id=i9Ugf_zFrD0C,$7.32,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780765345912,$7.99,http://www.indiebound.org/book/9780765345912?aff=rifflebooks,,,,,,,,
Veganomicon: The Ultimate Vegan Cookbook,9781569242643,https://dj6cnfthgyqas.cloudfront.net/156924264X-original.jpg,$16.99,https://play.google.com/store/books/details/Terry_Hope_Romero_Viva_Vegan?id=wB5iQ3f43ooC,$25.01,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781569242643,$29.99,http://www.indiebound.org/book/9781569242643?aff=rifflebooks,,,,,,,,
Ophelia,9781582348018,https://dj6cnfthgyqas.cloudfront.net/1582348014-original.jpg,Free,https://play.google.com/store/books/details/William_Shakespeare_Shakespeare_s_Hamlet?id=iR5aAAAAMAAJ,$11.64,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781582348018,$16.95,http://www.indiebound.org/book/9781582348018?aff=rifflebooks,,,,,,,,
"Runemarks (Runemarks, #1)",9780375844454,https://dj6cnfthgyqas.cloudfront.net/0375844457-original.jpg,,,$8.15,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375844454,$10.99,http://www.indiebound.org/book/9780375844454?aff=rifflebooks,,,,,,,,
Bad Science,9780007240197,https://dj6cnfthgyqas.cloudfront.net/0007240198-original.jpg,$13.99,https://play.google.com/store/books/details/Ben_Goldacre_Bad_Science?id=znCisNI4c8MC,$28.55,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780007240197,,,,,,,,,,
The Prodigal God: Recovering the Heart of the Christian Faith,9780525950790,https://dj6cnfthgyqas.cloudfront.net/0525950796-original.jpg,$13.99,https://play.google.com/store/books/details/Timothy_Keller_The_Prodigal_God?id=8YS69onEiP4C,$18.67,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780525950790,$19.95,http://www.indiebound.org/book/9780525950790?aff=rifflebooks,,,,,,,,
Walden,9780977937905,https://dj6cnfthgyqas.cloudfront.net/0977937909-original.jpg,Free,https://play.google.com/store/books/details/Henry_David_Thoreau_Walden?id=25x7ZxVVpnMC,$10.05,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780977937905,,,,,,,,,,
"From the End of Heaven (The Great and Terrible, #5)",9781590388587,https://dj6cnfthgyqas.cloudfront.net/1590388585-original.jpg,,,$22.08,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781590388587,,,,,,,,,,
Drood,9780316007023,https://dj6cnfthgyqas.cloudfront.net/0316007021-original.jpg,$9.99,https://play.google.com/store/books/details/Dan_Simmons_Drood?id=DHYlQcmC9JkC,$24.70,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316007023,$26.99,http://www.indiebound.org/book/9780316007023?aff=rifflebooks,,,,,,,,
Territory,9780312857356,https://dj6cnfthgyqas.cloudfront.net/0312857357-original.jpg,$11.99,https://play.google.com/store/books/details/Fred_Kaplan_Dark_Territory?id=q1AJCgAAQBAJ,$22.82,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312857356,$24.95,http://www.indiebound.org/book/9780312857356?aff=rifflebooks,,,,,,,,
"The Diamond of Darkhold (Book of Ember, #4)",9780375955716,,,,,,,,,,,,,,,
"Lord, Save Us from Your Followers: Why Is the Gospel of Love Dividing America?",9780849919930,https://dj6cnfthgyqas.cloudfront.net/0849919932-original.jpg,$11.99,https://play.google.com/store/books/details/Dan_Merchant_Lord_Save_Us_From_Your_Followers?id=EhpUcUsLX6kC,$18.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780849919930,$19.99,http://www.indiebound.org/book/9780849919930?aff=rifflebooks,,,,,,,,
"The Resistance (The Declaration, #2)",9781599903026,https://dj6cnfthgyqas.cloudfront.net/1599903024-original.jpg,$10.95,https://play.google.com/store/audiobooks/details/George_Smith_Common_Sense_and_The_Declaration_of_I?id=AQAAAABWznDONM,$11.04,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781599903026,$16.99,http://www.indiebound.org/book/9781599903026?aff=rifflebooks,,,,,,,,
"The Oracle's Queen (The TamÃ­r Triad, #3)",9780553583458,https://dj6cnfthgyqas.cloudfront.net/055358345X-original.jpg,,,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780553583458,$7.99,http://www.indiebound.org/book/9780553583458?aff=rifflebooks,,,,,,,,
The Book of Bright Ideas,9780385338141,https://dj6cnfthgyqas.cloudfront.net/0385338147-original.jpg,$9.99,https://play.google.com/store/books/details/Sandra_Kring_The_Book_of_Bright_Ideas?id=TXYAKf5HsvEC,$13.20,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385338141,$15.00,http://www.indiebound.org/book/9780385338141?aff=rifflebooks,,,,,,,,
The Smoke Jumper,9780440235163,https://dj6cnfthgyqas.cloudfront.net/0440235162-original.jpg,$11.99,https://play.google.com/store/books/details/Jason_A_Ramos_Smokejumper?id=GKukBQAAQBAJ,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440235163,$7.99,http://www.indiebound.org/book/9780440235163?aff=rifflebooks,,,,,,,,
"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",9780007119554,https://dj6cnfthgyqas.cloudfront.net/0007119550-original.jpg,$29.99,https://play.google.com/store/books/details/George_R_R_Martin_The_World_of_Ice_Fire?id=hapdAAAAQBAJ,$11.81,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780007119554,,,,,,,,,,
"Water Like a Stone (Duncan Kincaid & Gemma James, #11)",9780060525279,https://dj6cnfthgyqas.cloudfront.net/0060525274-original.jpg,$16.95,https://play.google.com/store/audiobooks/details/Deborah_Crombie_Water_Like_a_Stone?id=AQAAAAB-GXoZFM,$23.11,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060525279,$24.95,http://www.indiebound.org/book/9780060525279?aff=rifflebooks,,,,,,,,
Galway Bay,9780446579001,https://dj6cnfthgyqas.cloudfront.net/B001QDLIXI-original.jpg,$14.99,https://play.google.com/store/books/details/Mary_Pat_Kelly_Galway_Bay?id=rswImCJCDhAC,$24.70,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446579001,$26.99,http://www.indiebound.org/book/9780446579001?aff=rifflebooks,,,,,,,,
The Orange Girl,9780753819920,https://dj6cnfthgyqas.cloudfront.net/0753819929-original.jpg,$4.99,https://play.google.com/store/books/details/Jostein_Gaarder_The_Orange_Girl?id=RNwlDwAAQBAJ,$10.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780753819920,$16.99,http://www.indiebound.org/book/9780753819920?aff=rifflebooks,,,,,,,,
Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,9781434767950,https://dj6cnfthgyqas.cloudfront.net/1434767957-original.jpg,$11.99,https://play.google.com/store/books/details/Francis_Chan_Forgotten_God?id=Byk0L51q80UC,$13.56,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781434767950,$16.99,http://www.indiebound.org/book/9781434767950?aff=rifflebooks,,,,,,,,
Sick Puppy,9780446695688,https://dj6cnfthgyqas.cloudfront.net/0446695688-original.jpg,$8.99,https://play.google.com/store/books/details/Carl_Hiaasen_Sick_Puppy?id=pHiTrr6pT0kC,$13.03,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446695688,$16.00,http://www.indiebound.org/book/9780446695688?aff=rifflebooks,,,,,,,,
The Tale of Murasaki,9780385497954,https://dj6cnfthgyqas.cloudfront.net/0385497954-original.jpg,$13.99,https://play.google.com/store/books/details/Liza_Dalby_The_Tale_of_Murasaki?id=mDJhrZ8dJgwC,$13.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385497954,$16.95,http://www.indiebound.org/book/9780385497954?aff=rifflebooks,,,,,,,,
"The 10,000 Year Explosion: How Civilization Accelerated Human Evolution",9780465002214,https://dj6cnfthgyqas.cloudfront.net/0465002218-original.jpg,$14.99,https://play.google.com/store/books/details/Gregory_Cochran_The_10_000_Year_Explosion?id=VrpUh0rRYvsC,$22.60,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780465002214,$27.00,http://www.indiebound.org/book/9780465002214?aff=rifflebooks,,,,,,,,
"Bloodhound (Beka Cooper, #2)",9780375814693,https://dj6cnfthgyqas.cloudfront.net/0375814698-original.jpg,$32.31,https://play.google.com/store/audiobooks/details/Tamora_Pierce_Bloodhound?id=AQAAAAAtk1WTaM,$12.42,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375814693,$18.99,http://www.indiebound.org/book/9780375814693?aff=rifflebooks,,,,,,,,
"Split Second (Sean King & Michelle Maxwell, #1)",9780446614450,https://dj6cnfthgyqas.cloudfront.net/0446614459-original.jpg,$13.95,https://play.google.com/store/audiobooks/details/David_Baldacci_The_Sixth_Man?id=AQAAAABn9UD1NM,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446614450,$7.99,http://www.indiebound.org/book/9780446614450?aff=rifflebooks,,,,,,,,
Valor's Choice (Confederation #1),9780886778965,https://dj6cnfthgyqas.cloudfront.net/0886778964-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Tanya_Huff_Valor_s_Choice?id=AQAAAIDkqzYrwM,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780886778965,,,,,,,,,,
"Nice Girls Don't Have Fangs (Jane Jameson, #1)",9781416589426,https://dj6cnfthgyqas.cloudfront.net/1416589422-original.jpg,$8.99,https://play.google.com/store/books/details/Molly_Harper_Nice_Girls_Don_t_Date_Dead_Men?id=bNSgoUx7_vwC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416589426,$7.99,http://www.indiebound.org/book/9781416589426?aff=rifflebooks,,,,,,,,
"The Sorcerer in the North (Ranger's Apprentice, #5)",9781741661286,https://dj6cnfthgyqas.cloudfront.net/1741661285-original.jpg,$9.99,https://play.google.com/store/books/details/John_Flanagan_The_Sorcerer_of_the_North?id=PJn-7dLnSnEC,,,,,,,,,,,,
"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",9780152063849,https://dj6cnfthgyqas.cloudfront.net/0152063846-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Beth_Fantaskey_Jessica_s_Guide_to_Dating_on_the_Da?id=AQAAAABD-lv6CM,$11.53,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780152063849,$17.00,http://www.indiebound.org/book/9780152063849?aff=rifflebooks,,,,,,,,
"Clear as the Moon (The Great and Terrible, #6)",9781590389942,https://dj6cnfthgyqas.cloudfront.net/1590389948-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/J_R_R_Tolkien_Roverandom?id=AQAAAICG9jZ2oM,$22.05,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781590389942,,,,,,,,,,
How Fiction Works,9780374173401,https://dj6cnfthgyqas.cloudfront.net/0374173400-original.jpg,$10.99,https://play.google.com/store/books/details/James_Wood_How_Fiction_Works?id=CK-K28AUwr8C,$22.48,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780374173401,$24.00,http://www.indiebound.org/book/9780374173401?aff=rifflebooks,,,,,,,,
"Mister Monday (The Keys to the Kingdom, #1)",9780439856263,https://dj6cnfthgyqas.cloudfront.net/0439856264-original.jpg,$7.99,https://play.google.com/store/books/details/Garth_Nix_Mister_Monday_Keys_to_the_Kingdom_1?id=fW81DwAAQBAJ,$2.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780439856263,$2.99,http://www.indiebound.org/book/9780439856263?aff=rifflebooks,,,,,,,,
In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,9780805073669,https://dj6cnfthgyqas.cloudfront.net/0805073663-original.jpg,$10.99,https://play.google.com/store/books/details/Doug_Stanton_In_Harm_s_Way?id=vQk1rPC1-poC,$11.40,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780805073669,$17.99,http://www.indiebound.org/book/9780805073669?aff=rifflebooks,,,,,,,,
"Peeps (Peeps, #1)",9781595140838,https://dj6cnfthgyqas.cloudfront.net/1595140832-original.jpg,,,$8.30,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781595140838,$8.99,http://www.indiebound.org/book/9781595140838?aff=rifflebooks,,,,,,,,
Tokyo Vice: An American Reporter on the Police Beat in Japan,9780307378798,https://dj6cnfthgyqas.cloudfront.net/0307378799-original.jpg,$13.99,https://play.google.com/store/books/details/Jake_Adelstein_Tokyo_Vice?id=1amOE2BYvIYC,$26.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307378798,$26.00,http://www.indiebound.org/book/9780307378798?aff=rifflebooks,,,,,,,,
In the Company of the Courtesan,9780812974041,https://dj6cnfthgyqas.cloudfront.net/0812974042-original.jpg,$5.99,https://play.google.com/store/books/details/Sarah_Dunant_In_the_Company_of_the_Courtesan?id=sDA4AgAAQBAJ,$11.59,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780812974041,$17.00,http://www.indiebound.org/book/9780812974041?aff=rifflebooks,,,,,,,,
"The Boy Next Door (Boy, #1)",9780060845544,https://dj6cnfthgyqas.cloudfront.net/0060845546-original.jpg,,,$5.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060845544,,,,,,,,,,
Wicked! (Rutshire Chronicles #8),9780552151566,https://dj6cnfthgyqas.cloudfront.net/0552151564-original.jpg,,,$12.61,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780552151566,,,,,,,,,,
What Was Lost,9780955138416,https://dj6cnfthgyqas.cloudfront.net/0955138418-original.jpg,$13.99,https://play.google.com/store/books/details/Catherine_O_Flynn_What_Was_Lost?id=Y7sbpicETT4C,$19.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780955138416,,,,,,,,,,
"Dying to Live (Dying to Live, #1)",9780978970734,https://dj6cnfthgyqas.cloudfront.net/097897073X-original.jpg,,,$12.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780978970734,$12.95,http://www.indiebound.org/book/9780978970734?aff=rifflebooks,,,,,,,,
The Daring Book for Girls,9780061472572,https://dj6cnfthgyqas.cloudfront.net/0061472573-original.jpg,$11.99,https://play.google.com/store/books/details/Andrea_J_Buchanan_The_Daring_Book_for_Girls?id=2lCwJJ-EQh8C,$35.75,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061472572,$26.95,http://www.indiebound.org/book/9780061472572?aff=rifflebooks,,,,,,,,
"Magic Steps (The Circle Opens, #1)",9780590396059,https://dj6cnfthgyqas.cloudfront.net/0590396056-original.jpg,$5.99,https://play.google.com/store/books/details/Tamora_Pierce_The_Circle_Opens_2_Street_Magic?id=FIUX4QB13hoC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780590396059,$7.99,http://www.indiebound.org/book/9780590396059?aff=rifflebooks,,,,,,,,
Galileo's Dream,9780007260317,https://dj6cnfthgyqas.cloudfront.net/0007260318-original.jpg,$13.99,https://play.google.com/store/books/details/Kim_Stanley_Robinson_Galileo_s_Dream?id=ZZc14ANSO-IC,,,,,,,,,,,,
Harmful to Minors: The Perils of Protecting Children from Sex,9781560255161,https://dj6cnfthgyqas.cloudfront.net/1560255161-original.jpg,,,$14.32,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781560255161,$16.95,http://www.indiebound.org/book/9781560255161?aff=rifflebooks,,,,,,,,
My Struggle: Book 1,-1,,$7.96,https://play.google.com/store/books/details/Karl_Ove_Knausgaard_A_Death_in_the_Family?id=WX5gFURqF9sC,,,,,,,,,,,,
Now Is the Time to Open Your Heart,9780739309636,,,,,,,,,,,,,,,
"Fury & Light (The Great and Terrible, #4)",9781590386293,https://dj6cnfthgyqas.cloudfront.net/1590386299-original.jpg,,,$22.04,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781590386293,,,,,,,,,,
Shortcomings,9781897299166,https://dj6cnfthgyqas.cloudfront.net/1897299168-original.jpg,Free,https://play.google.com/store/books/details/Kevin_Cummings_My_Favorite_Shortcomings_Podcasters?id=MJ9-CwAAQBAJ,$12.87,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781897299166,$19.95,http://www.indiebound.org/book/9781897299166?aff=rifflebooks,,,,,,,,
Fool,9780060590314,https://dj6cnfthgyqas.cloudfront.net/0060590319-original.jpg,$11.99,https://play.google.com/store/books/details/Christopher_Moore_Fool?id=u-wD0Iyuk8UC,$24.89,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060590314,$26.99,http://www.indiebound.org/book/9780060590314?aff=rifflebooks,,,,,,,,
"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",9781844280599,https://dj6cnfthgyqas.cloudfront.net/1844280594-original.jpg,,,$9.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781844280599,$10.75,http://www.indiebound.org/book/9781844280599?aff=rifflebooks,,,,,,,,
To the End of the Land,9780307592972,https://dj6cnfthgyqas.cloudfront.net/0307592979-original.jpg,$14.99,https://play.google.com/store/books/details/David_Grossman_To_the_End_of_the_Land?id=wNAJLgV-ImIC,$24.79,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307592972,$26.95,http://www.indiebound.org/book/9780307592972?aff=rifflebooks,,,,,,,,
How to Read Literature Like a Professor,9780060009427,https://dj6cnfthgyqas.cloudfront.net/006000942X-original.jpg,$7.99,https://play.google.com/store/books/details/Thomas_C_Foster_How_to_Read_Literature_Like_a_Prof?id=DLpMNMaJC6QC,$11.93,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060009427,$15.99,http://www.indiebound.org/book/9780060009427?aff=rifflebooks,,,,,,,,
Broken,9780151013661,https://dj6cnfthgyqas.cloudfront.net/0151013667-original.jpg,$5.45,https://play.google.com/store/books/details/Robert_J_Crane_Broken?id=TlSdAgAAQBAJ,$23.26,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780151013661,$25.00,http://www.indiebound.org/book/9780151013661?aff=rifflebooks,,,,,,,,
Heavier Than Heaven: A Biography of Kurt Cobain,9780786865055,https://dj6cnfthgyqas.cloudfront.net/0786865059-original.jpg,$14.99,https://play.google.com/store/books/details/Charles_R_Cross_Heavier_Than_Heaven?id=HROZAAAAQBAJ,$23.60,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780786865055,$24.99,http://www.indiebound.org/book/9780786865055?aff=rifflebooks,,,,,,,,
