"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"Petersburg","9780253202192","3.98","Andrei Bely","English","384","Indiana University Press","January 22nd 1979","['Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Classics', 'Literature']","https://www.goodreads.com/book/show/184913.Petersburg"
"Mars Trilogy (Barsoom, #1-3)","9781442423879","4.01","Edgar Rice Burroughs","English","704","Simon  Schuster Books for Young Readers","February 7th 2012","['Science Fiction', 'Fantasy', 'Classics', 'Adventure', 'Fiction']","https://www.goodreads.com/book/show/12322771-mars-trilogy"
"The Son of Tarzan (Tarzan, #4)","9781576466421","3.77","Edgar Rice Burroughs","English","280","Quiet Vision Pub","July 13th 2003","['Adventure', 'Fiction', 'Fantasy', 'Classics']","https://www.goodreads.com/book/show/589898.The_Son_of_Tarzan"
"The Ragged Trousered Philanthropists","9780586090367","3.96","Robert Tressell","English","608","HarperCollins Publishers","1993","['Fiction', 'Classics', 'Politics', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/921359.The_Ragged_Trousered_Philanthropists"
"Heartbreak House","9780140437874","3.75","George Bernard Shaw","English","160","Penguin Classics","June 29th 2000","['Plays', 'Drama', 'Classics', 'Fiction', 'European Literature', 'Irish Literature', 'European Literature', 'British Literature', 'Plays', 'Theatre']","https://www.goodreads.com/book/show/767495.Heartbreak_House"
"Les caves du Vatican","9782070360345","3.65","AndrÃ© Gide","English","250","Gallimard Education","February 1st 1972","['Fiction', 'Cultural', 'France', 'European Literature', 'French Literature']","https://www.goodreads.com/book/show/413496.Les_caves_du_Vatican"
"South Sea Tales","9780375759291","3.92","Jack London","English","384","Modern Library","April 9th 2002","['Fiction', 'Adventure', 'Travel', 'Classics', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/349429.South_Sea_Tales"
"At the Earth's Core (Pellucidar, #1)","9780809599783","3.76","Edgar Rice Burroughs","English","180","Wildside Press","September 1st 2003","['Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'Pulp']","https://www.goodreads.com/book/show/215950.At_the_Earth_s_Core"
"The Beasts of Tarzan (Tarzan, #3)","9780809599844","3.74","Edgar Rice Burroughs","English","240","Wildside Press","September 1st 2003","['Adventure', 'Fiction', 'Fantasy', 'Classics']","https://www.goodreads.com/book/show/330110.The_Beasts_of_Tarzan"
"My Man Jeeves (Jeeves, #1)","9781585678754","4.12","P.G. Wodehouse","English","256","The Overlook Press","May 10th 2007","['Short Stories', 'Fiction', 'Humor', 'Classics', 'Humor', 'Comedy', 'Audiobook']","https://www.goodreads.com/book/show/200572.My_Man_Jeeves"
"Fifty-One Tales","9781587150791","3.85","Lord Dunsany","English","108","Borgo Press","April 1st 2002","['Fantasy', 'Short Stories', 'Classics', 'Fiction', 'Horror']","https://www.goodreads.com/book/show/14691.Fifty_One_Tales"
"The Land That Time Forgot Collection (Caspak #1-3)","9780803261549","3.89","Edgar Rice Burroughs","English","434","Bison Books","March 1st 1999","['Science Fiction', 'Fantasy', 'Classics', 'Fiction', 'Adventure']","https://www.goodreads.com/book/show/403277.The_Land_That_Time_Forgot_Collection"
"The Outline of History, Vols. I and II (of 4)","9780781206617","4.0","H.G. Wells","English","713","Reprint Services Corp","June 1st 1920","['History', 'Nonfiction', 'History', 'World History']","https://www.goodreads.com/book/show/1153149.The_Outline_of_History_Vols_I_and_II"
"The Patchwork Girl of Oz (Oz, #7)","9780688133542","3.89","L. Frank Baum","English","346","Books of Wonder","March 15th 1995","['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Childrens', 'Juvenile', 'Childrens', 'Middle Grade', 'Novels', 'Fantasy', 'Magic']","https://www.goodreads.com/book/show/560637.The_Patchwork_Girl_of_Oz"
"Tik-Tok of Oz (Oz, #8)","9780688133559","3.83","L. Frank Baum","English","271","Books of Wonder","April 26th 1996","['Fantasy', 'Classics', 'Childrens', 'Fiction']","https://www.goodreads.com/book/show/548260.Tik_Tok_of_Oz"
"Tarzan and the Jewels of Opar (Tarzan, #5)","9781421807102","3.81","Edgar Rice Burroughs","English","264","1st World Library","July 1st 2005","['Adventure', 'Fiction', 'Fantasy', 'Classics']","https://www.goodreads.com/book/show/474111.Tarzan_and_the_Jewels_of_Opar"
"Tarzan the Untamed (Tarzan, #7)","9780345241665","3.81","Edgar Rice Burroughs","English","154","","","['Adventure', 'Fantasy', 'Fiction', 'Classics']","https://www.goodreads.com/book/show/338580.Tarzan_the_Untamed"
"The Tale of Mr. Tod","9780723247838","3.9","Beatrix Potter","English","82","Warne Frederick & Company","September 16th 2002","['Childrens', 'Classics', 'Childrens', 'Picture Books', 'Fiction']","https://www.goodreads.com/book/show/375712.The_Tale_of_Mr_Tod"
"You Know Me Al","9780020223429","3.82","Ring Lardner","English","224","Touchstone","September 11th 1991","['Sports', 'Baseball', 'Fiction', 'Sports and Games', 'Sports', 'Humor', 'Classics', 'Literature', 'Literature', 'American', 'Novels', 'Short Stories']","https://www.goodreads.com/book/show/971435.You_Know_Me_Al"
"Night and Day","9780140185683","3.75","Virginia Woolf","English","496","Penguin Classics","March 28th 2006","['Classics', 'Fiction']","https://www.goodreads.com/book/show/116056.Night_and_Day"
"The American Language","9780394400754","4.2","H.L. Mencken","English","816","Knopf","June 27th 1936","['Humanities', 'Language', 'Nonfiction', 'History', 'Humanities', 'Linguistics', 'Reference', 'Language', 'Writing']","https://www.goodreads.com/book/show/948395.The_American_Language"
"The Book of Wonder","9781587156373","3.99","Lord Dunsany","English","120","Borgo Press","February 18th 2002","['Fantasy', 'Classics', 'Short Stories', 'Fiction', 'Anthologies']","https://www.goodreads.com/book/show/498116.The_Book_of_Wonder"
"Introductory Lectures on Psychoanalysis","9780140137910","3.81","Sigmund Freud","English","560","Penguin Books Ltd","January 31st 1991","['Philosophy', 'Psychology', 'Psychoanalysis', 'Psychology', 'Science', 'Nonfiction', 'Classics']","https://www.goodreads.com/book/show/85413.Introductory_Lectures_on_Psychoanalysis"
"Greenmantle (Richard Hannay #2)","9781406942774","3.77","John Buchan","English","204","Hard Press","November 3rd 2006","['Fiction', 'Classics', 'Mystery', 'Historical', 'Historical Fiction', 'Spy Thriller', 'Espionage', 'War']","https://www.goodreads.com/book/show/161000.Greenmantle"
"Penrod","9780143104858","3.93","Booth Tarkington","English","224","Penguin Classics","March 27th 2007","['Fiction', 'Classics', 'Humor', 'Childrens']","https://www.goodreads.com/book/show/601107.Penrod"
"The Night Land","9781587156045","3.64","William Hope Hodgson","English","357","Borgo Press","November 1st 2001","['Horror', 'Fantasy', 'Science Fiction', 'Fiction', 'Classics']","https://www.goodreads.com/book/show/970602.The_Night_Land"
"The Warlord of Mars (Barsoom, #3)","9780345278364","3.86","Edgar Rice Burroughs","English","159","Ballantine Books","May 1979","['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure']","https://www.goodreads.com/book/show/1930829.The_Warlord_of_Mars"
"O ExÃ©rcito de Cavalaria","9788575034835","4.05","Isaac Babel","Portuguese","256","Cosac & Naify","December 18th 2006","['Fiction', 'Cultural', 'Russia', 'Short Stories', 'Literature', 'Russian Literature', 'Classics', 'Literature']","https://www.goodreads.com/book/show/5996927-o-ex-rcito-de-cavalaria"
"The Home and the World","9780140449860","3.81","Rabindranath Tagore","English","213","Penguin Classics","March 31st 2005","['Fiction', 'Classics', 'Cultural', 'India', 'Asian Literature', 'Indian Literature', 'Literature']","https://www.goodreads.com/book/show/174216.The_Home_and_the_World"
"Chicago Poems","9780486280578","4.04","Carl Sandburg","English","88","Dover Publications","May 20th 1994","['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century']","https://www.goodreads.com/book/show/596810.Chicago_Poems"
"Trent's Last Case (Philip Trent, #1)","9780755103270","3.77","E.C. Bentley","English","230","House of Stratus","June 30th 2001","['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Mystery', 'Detective']","https://www.goodreads.com/book/show/994740.Trent_s_Last_Case"
"Jungle Tales of Tarzan (Tarzan, #6)","9780345220066","3.7","Edgar Rice Burroughs","English","191","Ballantine Books","","['Adventure', 'Fantasy', 'Fiction', 'Classics']","https://www.goodreads.com/book/show/338593.Jungle_Tales_of_Tarzan"
"The Lost Continent","9781600961502","3.68","Edgar Rice Burroughs","English","108","Waking Lion Press","July 30th 2008","['Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Classics']","https://www.goodreads.com/book/show/29514.The_Lost_Continent"
"The Elementary Forms of Religious Life","9780192832559","3.93","Ãmile Durkheim","English","416","Oxford University Press","June 21st 2001","['Sociology', 'Religion', 'Anthropology', 'Nonfiction', 'Philosophy', 'Academic']","https://www.goodreads.com/book/show/332155.The_Elementary_Forms_of_Religious_Life"
"South Wind","9781406926989","3.73","Norman Douglas","English","356","Hard Press","November 3rd 2006","['Fiction', 'Novels', 'Classics', 'European Literature', 'British Literature', 'Cultural', 'Italy']","https://www.goodreads.com/book/show/1198855.South_Wind"
"The Rise of David Levinsky","9780140186871","3.66","Abraham Cahan","English","576","Penguin Classics","March 1st 1993","['Fiction', 'Literature', 'Jewish', 'Historical', 'Historical Fiction', 'Literature', 'New York', 'Novels', 'Classics']","https://www.goodreads.com/book/show/781507.The_Rise_of_David_Levinsky"
"Letters of a Woman Homesteader","-1","3.94","Elinore Pruitt Stewart","","[]","","","['Nonfiction', 'History', 'Biography', 'Autobiography', 'Memoir', 'Classics']","https://www.goodreads.com/book/show/8250416-letters-of-a-woman-homesteader"
"The Lilac Fairy Book","9780486219073","4.12","Andrew Lang","English","384","Dover Publications","June 1st 1968","['Fantasy', 'Fantasy', 'Fairy Tales', 'Classics', 'Fiction', 'Childrens']","https://www.goodreads.com/book/show/774587.The_Lilac_Fairy_Book"
"The Complete Father Brown Stories","9781853260032","4.07","G.K. Chesterton","English","797","Wordsworth Editions Ltd","2006","['Mystery', 'Fiction', 'Classics', 'Short Stories', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/671140.The_Complete_Father_Brown_Stories"
"The People That Time Forgot (Caspak, #2)","9781600963483","3.7","Edgar Rice Burroughs","English","100","Waking Lion Press","July 1st 2008","['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure']","https://www.goodreads.com/book/show/1041041.The_People_That_Time_Forgot"
"My First Summer in the Sierra","9780486437354","4.12","John Muir","English","160","Dover Publications","November 17th 2004","['Nonfiction', 'Environment', 'Nature', 'Travel', 'Autobiography', 'Memoir', 'Classics', 'Adventure']","https://www.goodreads.com/book/show/238727.My_First_Summer_in_the_Sierra"
"Pellucidar (Pellucidar, #2)","9780803262041","3.78","Edgar Rice Burroughs","English","167","Bison Books","November 1st 2002","['Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Classics']","https://www.goodreads.com/book/show/403355.Pellucidar"
"The Golden Road","9780075492054","3.95","L.M. Montgomery","","369","McGraw-Hill Ryerson","1944","['Classics', 'Fiction', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Cultural', 'Canada', 'Historical', 'Literature', 'Canadian Literature', 'Childrens', 'Juvenile', 'Young Adult', 'Coming Of Age']","https://www.goodreads.com/book/show/65762.The_Golden_Road"
"Jenny","9781586420505","3.76","Sigrid Undset","English","330","Steerforth","June 1st 1998","['Classics', 'Fiction', 'Novels', 'European Literature', 'Scandinavian Literature', 'Cultural', 'Italy', 'Historical', 'Historical Fiction', 'Literary Fiction', 'Womens', 'Literature', 'Classics', 'Modern Classics']","https://www.goodreads.com/book/show/6222.Jenny"
"Jurgen  (The Biography of Manuel, #7)","9780486235073","3.94","James Branch Cabell","English","346","Dover Publications","June 1st 1977","['Fiction', 'Fantasy', 'Classics', 'Humor', 'Literature', 'Fantasy', 'Mythology']","https://www.goodreads.com/book/show/1110887.Jurgen"
"Out of Time's Abyss (Caspak, #3)","9781595402288","3.64","Edgar Rice Burroughs","English","136","1st World Library","September 1st 2004","['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure']","https://www.goodreads.com/book/show/1397217.Out_of_Time_s_Abyss"
"A Damsel in Distress","9781406953213","4.06","P.G. Wodehouse","English","216","rbooks","November 3rd 2006","['Fiction', 'Humor', 'Classics', 'Humor', 'Comedy', 'Romance']","https://www.goodreads.com/book/show/18057.A_Damsel_in_Distress"
"In the Penal Colony","-1","3.99","Franz Kafka","English","52","Schocken Books","1974","['Classics', 'Short Stories', 'Fiction', 'European Literature', 'German Literature', 'Literature', 'Philosophy']","https://www.goodreads.com/book/show/581552.In_the_Penal_Colony"
"Herland","9780394736655","3.48","Charlotte Perkins Gilman","English","147","Pantheon","February 12th 1979","['Fiction', 'Feminism', 'Classics', 'Science Fiction', 'Fantasy']","https://www.goodreads.com/book/show/531509.Herland"
"The Haunted Bookshop","9781600967733","3.65","Christopher Morley","English","168","Classic Books Library","July 1st 2008","['Fiction', 'Writing', 'Books About Books', 'Classics', 'Mystery']","https://www.goodreads.com/book/show/2362922.The_Haunted_Bookshop"
"Los de abajo","9780140266214","3.63","Mariano Azuela","Spanish","144","Penguin Books Ltd","August 1st 1997","['Fiction', 'Historical', 'Historical Fiction', 'Classics']","https://www.goodreads.com/book/show/961341.Los_de_abajo"
"Locus Solus","9780714507347","4.15","Raymond Roussel","English","256","Riverrun Press (New York, NY)","January 1st 1988","['Fiction', 'Cultural', 'France']","https://www.goodreads.com/book/show/507725.Locus_Solus"
"The Eye Of Osiris","9781903400012","3.78","R. Austin Freeman","English","323","Swallowtail Books","May 22nd 2000","['Mystery', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Fiction']","https://www.goodreads.com/book/show/2019922.The_Eye_Of_Osiris"
"Sunflower","9781590171868","3.76","Gyula KrÃºdy","English","229","NYRB Classics","August 14th 2007","['European Literature', 'Hungarian Literature', 'Fiction', 'Cultural', 'Hungary', 'Classics']","https://www.goodreads.com/book/show/382619.Sunflower"
"Reeds in the Wind","9780934977630","3.7","Grazia Deledda","English","212","Italica Press","February 22nd 2009","['Classics', 'European Literature', 'Italian Literature', 'Fiction', 'Nobel Prize', 'Cultural', 'Italy']","https://www.goodreads.com/book/show/130971.Reeds_in_the_Wind"
"Carnacki, the Ghost Finder","9781406905748","3.78","William Hope Hodgson","English","192","Hard Press","2006","['Horror', 'Short Stories', 'Mystery', 'Fiction', 'Paranormal', 'Ghosts', 'Fantasy', 'Classics', 'Fantasy', 'Weird Fiction', 'Fantasy', 'Paranormal']","https://www.goodreads.com/book/show/345563.Carnacki_the_Ghost_Finder"
"Pilgrimage, Volume 1: Pointed Roofs, Backwater, Honeycomb","9780860681007","3.66","Dorothy M. Richardson","English","490","Virago","April 14th 1989","['Fiction', 'Classics']","https://www.goodreads.com/book/show/1129959.Pilgrimage_Volume_1"
"The Voyage Out","-1","3.76","Virginia Woolf","English","375","Harcourt, Brace & World","","['Classics', 'Fiction', 'Literature']","https://www.goodreads.com/book/show/21458351-the-voyage-out"
"Lad: A Dog","9780517122860","4.24","Albert Payson Terhune","English","238","Gramercy","January 24th 1995","['Animals', 'Classics', 'Fiction', 'Animals', 'Dogs', 'Childrens', 'Young Adult']","https://www.goodreads.com/book/show/72707.Lad"
"The Lost Princess of Oz (Oz, #11)","9780688149758","3.94","L. Frank Baum","English","318","Books of Wonder","September 28th 1998","['Fantasy', 'Classics', 'Childrens', 'Fiction']","https://www.goodreads.com/book/show/60179.The_Lost_Princess_of_Oz"
"The Wild Geese","9780804810708","3.65","Ågai Mori","English","128","Tuttle Publishing","December 15th 1989","['Cultural', 'Japan', 'Asian Literature', 'Japanese Literature', 'Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Novels']","https://www.goodreads.com/book/show/143440.The_Wild_Geese"
"Tragic Sense of Life","9781596057234","4.06","Miguel de Unamuno","English","372","Cosimo Classics","December 8th 2005","['Philosophy', 'Nonfiction', 'Religion', 'Classics', 'Cultural', 'Spain', 'European Literature', 'Spanish Literature', 'Literature', 'Writing', 'Essays', 'Unfinished', 'Spirituality']","https://www.goodreads.com/book/show/144915.Tragic_Sense_of_Life"
"Seventeen","9781426404788","3.87","Booth Tarkington","English","208","BiblioLife","October 11th 2007","['Classics', 'Fiction', 'Humor', 'Young Adult', 'Romance', 'Young Adult', 'Coming Of Age']","https://www.goodreads.com/book/show/366923.Seventeen"
"Gitanjali: Song Offerings","9781420926309","4.33","Rabindranath Tagore","English","80","Digireads.com","January 1st 2005","['Poetry', 'Classics', 'Cultural', 'India', 'Fiction', 'Asian Literature', 'Indian Literature', 'Philosophy']","https://www.goodreads.com/book/show/66414.Gitanjali"
"The Problems of Philosophy","9781421903675","3.91","Bertrand Russell","English","116","IndyPublish.com","April 15th 2005","['Philosophy', 'Nonfiction', 'Classics']","https://www.goodreads.com/book/show/31799.The_Problems_of_Philosophy"
"La symphonie pastorale","9782070360185","3.62","AndrÃ© Gide","French","160","Gallimard","January 27th 1972","['Cultural', 'France', 'European Literature', 'French Literature', 'Literature', 'Fiction', 'Classics', 'Roman']","https://www.goodreads.com/book/show/417466.La_symphonie_pastorale"
"The Gods Will Have Blood","9780140184570","3.73","Anatole France","English","254","Penguin Books Ltd","December 1st 1990","['Classics', 'Historical', 'Historical Fiction', 'European Literature', 'French Literature', 'Cultural', 'France', 'European History', 'French Revolution', 'Nobel Prize']","https://www.goodreads.com/book/show/346023.The_Gods_Will_Have_Blood"
"The Shadow-Line","9780192801708","3.72","Joseph Conrad","English","136","Oxford University Press","September 1st 2003","['Fiction', 'Classics', 'Literature', 'English Literature']","https://www.goodreads.com/book/show/273524.The_Shadow_Line"
"The Hoard of the Gibbelins","-1","3.5","Lord Dunsany","English","6","","1911","['Fantasy', 'Short Stories', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/16101524-the-hoard-of-the-gibbelins"
"Ð¢ÑÐ½Ñ Ð·Ð°Ð±ÑÑÐ¸Ñ Ð¿ÑÐµÐ´ÐºÑÐ²","-1","4.16","Mykhailo Kotsiubynsky","Ukrainian","[]","ÐÑÐ´ÐºÑÐ¸ÑÐ° ÐÐ½Ð¸Ð³Ð°","2011","['European Literature', 'Ukrainian Literature', 'Fiction', 'Classics', 'Cultural', 'Ukraine']","https://www.goodreads.com/book/show/23300932"
"ÐÐ°Ð¿Ð¸ÑÐºÐ¸ ÐÐ¸ÑÐ¿Ð°ÑÐ¾Ð³Ð¾ ÐÐµÑÑÑÑÐ¾ÑÐµÐ»Ñ","-1","4.17","ÐÐ¾Ð»Ð¾Ð´Ð¸Ð¼Ð¸Ñ ÐÐ¸Ð½Ð½Ð¸ÑÐµÐ½ÐºÐ¾","Ukrainian","[]","","2006","['Fiction', 'Classics', 'Audiobook', 'European Literature', 'Ukrainian Literature']","https://www.goodreads.com/book/show/25889158"
"Roget's International Thesaurus","9780061715228","4.42","Barbara Ann Kipfer","English","1312","Collins Reference","August 3rd 2010","['Reference', 'Language', 'Writing', 'Nonfiction', 'Humanities', 'Language']","https://www.goodreads.com/book/show/8092182-roget-s-international-thesaurus"
"The Four Horsemen of the Apocalypse","9781587155253","3.79","Vicente Blasco IbÃ¡Ã±ez","English","324","Borgo Press","August 1st 2002","['Classics', 'Fiction', 'European Literature', 'Spanish Literature', 'Historical', 'Historical Fiction', 'Literature', 'Novels', 'Historical', 'War', 'Drama', 'Religion']","https://www.goodreads.com/book/show/110025.The_Four_Horsemen_of_the_Apocalypse"
"ÐÑÑÐ¾Ð²Ð° Ð¿ÑÑÐ½Ñ","-1","4.21","Lesia Ukrainka","Ukrainian","60","","1911","['European Literature', 'Ukrainian Literature', 'Classics', 'Poetry', 'Fiction', 'Fantasy', 'Plays']","https://www.goodreads.com/book/show/12361871"
"The Lodger","9780192823717","3.65","Marie Belloc Lowndes","English","240","Oxford University Press, USA","June 13th 1996","['Mystery', 'Classics', 'Fiction', 'Horror', 'Thriller', 'Historical', 'Historical Fiction', 'Suspense', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/302188.The_Lodger"
"Mr. Britling Sees it Through","9781426474927","3.61","H.G. Wells","English","384","BiblioLife","October 11th 2007","['Fiction', 'Classics', 'War', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/787234.Mr_Britling_Sees_it_Through"
"The Alchemist","-1","3.41","H.P. Lovecraft","English","10","","","['Horror', 'Short Stories', 'Horror', 'Lovecraftian', 'Fantasy', 'Classics', 'Fiction', 'Mystery']","https://www.goodreads.com/book/show/11554621-the-alchemist"
"Pollyanna Grows Up (Pollyanna #2)","9780140367584","3.77","Eleanor H. Porter","English","304","Puffin Classics","February 29th 1996","['Classics', 'Fiction', 'Young Adult', 'Childrens']","https://www.goodreads.com/book/show/815640.Pollyanna_Grows_Up"
"Tender Buttons","9780486298979","3.77","Gertrude Stein","English","96","Dover Publications","July 10th 1997","['Poetry', 'Classics', 'Fiction', 'Literature']","https://www.goodreads.com/book/show/778310.Tender_Buttons"
"The Search","9780842358316","4.0","Grace Livingston Hill","English","208","Living Books","September 15th 1992","['Romance', 'Fiction', 'Romance', 'Christian Romance', 'Classics']","https://www.goodreads.com/book/show/574132.The_Search"
"The Decline of the West, Vol 1: Form and Actuality","9780394421797","4.24","Oswald Spengler","English","480","Alfred A. Knopf","June 12th 1945","['Philosophy', 'Politics', 'European Literature', 'German Literature', 'Unfinished', 'Nonfiction']","https://www.goodreads.com/book/show/684479.The_Decline_of_the_West_Vol_1"
"The Harvester","9780253204578","4.19","Gene Stratton-Porter","English","528","Indiana University Press","August 1st 1987","['Fiction', 'Classics', 'Romance', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/823515.The_Harvester"
"Rewards and Fairies","9781853261596","3.82","Rudyard Kipling","English","272","Wordsworth Editions","May 5th 1995","['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Poetry']","https://www.goodreads.com/book/show/1496343.Rewards_and_Fairies"
"Adventures of Sindbad","9789639116122","3.66","Gyula KrÃºdy","English","206","Central European University Press","June 1st 1998","['European Literature', 'Hungarian Literature', 'Cultural', 'Hungary', 'Fiction', 'Short Stories', 'Literature']","https://www.goodreads.com/book/show/364843.Adventures_of_Sindbad"
"Beatrix Potter Illustrated Collection","-1","4.47","Beatrix Potter","English","716","Timeless Reads","January 22nd 2014","['Classics', 'Childrens']","https://www.goodreads.com/book/show/20631173-beatrix-potter-illustrated-collection"
"Goblin Market, the Prince's Progress, and Other Poems","9781406840469","4.08","Christina Rossetti","English","264","Echo Library","May 1st 2007","['Fantasy', 'Poetry', 'Literature', '19th Century', 'Historical', 'Victorian', 'Fiction', 'Classics']","https://www.goodreads.com/book/show/1355463.Goblin_Market_the_Prince_s_Progress_and_Other_Poems"
"Clayhanger","9780140009972","4.05","Arnold Bennett","English","528","Penguin Books","March 25th 1975","['Classics', 'Fiction', 'Literature', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/1327976.Clayhanger"
"The Card: A Story of Adventure in the Five Towns","9780140180176","3.82","Arnold Bennett","English","224","Penguin Classics","October 1st 1991","['Classics', 'Humor', 'Literary Fiction', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/2381867.The_Card"
"The Prussian Officer and Other Stories","9780140187809","3.65","D.H. Lawrence","English","304","Penguin Classics","January 5th 1995","['Short Stories', 'Fiction', 'Classics']","https://www.goodreads.com/book/show/459090.The_Prussian_Officer_and_Other_Stories"
"Beasts and Super-Beasts","9781406542868","4.13","Saki","English","192","Dodo Press","June 29th 2007","['Short Stories', 'Humor', 'Classics', 'Literature', '20th Century', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/3392692-beasts-and-super-beasts"
"Impressions of Africa","9780714502892","4.02","Raymond Roussel","English","318","Calder Publications","January 1st 1988","['Fiction', 'Cultural', 'France']","https://www.goodreads.com/book/show/405226.Impressions_of_Africa"
"Hadji Murad","9781602060135","3.84","Leo Tolstoy","English","100","Cosimo Classics","November 8th 2006","['Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Literature', 'Historical', 'Historical Fiction', 'Classics', 'War']","https://www.goodreads.com/book/show/135060.Hadji_Murad"
"Sinister Street","9780140184754","3.85","Compton Mackenzie","English","832","Penguin Classics","February 4th 1992","['Fiction']","https://www.goodreads.com/book/show/655426.Sinister_Street"
"The Turmoil (The Growth Trilogy, #1)","9781406563252","3.72","Booth Tarkington","English","268","Dodo Press","November 2nd 2007","['Fiction', 'Classics', 'Literature', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/2451408.The_Turmoil"
"Prester John","9781406943221","3.6","John Buchan","English","272","George H. Doran","1910","['Fiction', 'Classics', 'Adventure', 'Cultural', 'Africa', 'Historical', 'Historical Fiction', 'Literature']","https://www.goodreads.com/book/show/161002.Prester_John"
"The Uncanny","9780142437476","3.99","Sigmund Freud","English","240","Penguin Classics","September 30th 2003","['Nonfiction', 'Philosophy', 'Psychology', 'Philosophy', 'Theory', 'Psychology', 'Psychoanalysis', 'Classics']","https://www.goodreads.com/book/show/97751.The_Uncanny"
"Sunshine Sketches of a Little Town","9781406814330","3.76","Stephen Leacock","English","116","Echo Library","December 1st 2006","['Cultural', 'Canada', 'Fiction', 'Short Stories', 'Humor', 'Classics', 'Literature', 'Canadian Literature']","https://www.goodreads.com/book/show/249398.Sunshine_Sketches_of_a_Little_Town"
"Arcadian Adventures with the Idle Rich","9780771099663","3.78","Stephen Leacock","English","216","New Canadian Library","May 1st 1989","['Humor', 'Short Stories', 'Cultural', 'Canada', 'Fiction', 'Classics', 'Literature', 'Canadian Literature']","https://www.goodreads.com/book/show/972006.Arcadian_Adventures_with_the_Idle_Rich"
"The White Ship","-1","3.43","H.P. Lovecraft","English","10","","","['Horror', 'Short Stories', 'Fantasy', 'Horror', 'Lovecraftian', 'Fiction', 'Literature', '20th Century']","https://www.goodreads.com/book/show/6621017-the-white-ship"
"Buttered Side Down","9781411444867","3.92","Edna Ferber","","230","Barnes & Noble","March 1st 2011","['Short Stories', 'Fiction', 'Humor']","https://www.goodreads.com/book/show/11353864-buttered-side-down"
"Dagon","-1","3.64","H.P. Lovecraft","English","15","","","['Horror', 'Short Stories', 'Fiction', 'Horror', 'Lovecraftian', 'Fantasy', 'Classics']","https://www.goodreads.com/book/show/12403819-dagon"
"The Flirt","9781582018508","3.88","Booth Tarkington","English","378","Classic Publishers","","['Fiction', 'Classics', 'Romance', 'Historical']","https://www.goodreads.com/book/show/525822.The_Flirt"
"The Rosicrucian cosmo-conception: or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development","-1","4.16","Max Heindel","English","602","Rosicrucian Fellowship","1911","['Religion', 'Occult', 'Spirituality', 'Self Help', 'Personal Development', 'Nonfiction']","https://www.goodreads.com/book/show/7710150-the-rosicrucian-cosmo-conception"
"Russian Wonder Tales","-1","4.56","Post Wheeler","","288","The Beechhurst Press","1946","['Fantasy', 'Mythology', 'Fantasy', 'Fairy Tales', 'Literature', 'Russian Literature', 'Childrens', 'Anthologies', 'Collections']","https://www.goodreads.com/book/show/6285206-russian-wonder-tales"
"Manalive","9780486414058","4.2","G.K. Chesterton","English","160","Dover Publications","November 27th 2000","['Fiction', 'Classics', 'Philosophy', 'Mystery', 'Christian', 'Religion', 'Christianity']","https://www.goodreads.com/book/show/899146.Manalive"
"Alice Mongoose and Alistair Rat in Hawaii","9781943476046","4.22","Mary Pfaff","","32","Smashwords Edition","October 18th 2015","['Childrens', 'Picture Books', 'Childrens']","https://www.goodreads.com/book/show/27244753-alice-mongoose-and-alistair-rat-in-hawaii"
"The Madman","9781600961892","4.11","Kahlil Gibran","English","80","Waking Lion Press","July 30th 2008","['Poetry', 'Philosophy', 'Fiction', 'Classics', 'Short Stories', 'Literature', 'Spirituality', 'Novels', 'Religion', 'Inspirational']","https://www.goodreads.com/book/show/2544.The_Madman"
