Book Title,ISBN,Book Image,Google Play,Google Play URL,Barnes and Noble,Barnes and Noble URL,Indie Bound,Indie Bound URL
The Night Circus,9780385534635,https://dj6cnfthgyqas.cloudfront.net/0385534639-original.jpg,$11.99,https://play.google.com/store/books/details/Erin_Morgenstern_The_Night_Circus?id=RrGFuAP-Jd8C,$20.37,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385534635,$30.00,http://www.indiebound.org/book/9780385534635?aff=rifflebooks
"The Lost Hero (The Heroes of Olympus, #1)",9781423113393,https://dj6cnfthgyqas.cloudfront.net/B003TSEL7S-original.jpg,$16.95,https://play.google.com/store/audiobooks/details/Rick_Riordan_The_Heroes_of_Olympus_Book_One_The_Lo?id=AQAAAAD4WQJZ6M,$12.59,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423113393,$19.99,http://www.indiebound.org/book/9781423113393?aff=rifflebooks
"The Selection (The Selection, #1)",9780062059932,https://dj6cnfthgyqas.cloudfront.net/0062059939-original.jpg,,,$11.33,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780062059932,$17.99,http://www.indiebound.org/book/9780062059932?aff=rifflebooks
"Throne of Glass (Throne of Glass, #1)",9781599906959,https://dj6cnfthgyqas.cloudfront.net/1599906953-original.jpg,,,$11.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781599906959,$18.99,http://www.indiebound.org/book/9781599906959?aff=rifflebooks
"A Dance with Dragons (A Song of Ice and Fire, #5)",-1,,$47.08,https://play.google.com/store/audiobooks/details/George_R_R_Martin_A_Dance_with_Dragons?id=AQAAAAB4zXDNGM,,,,
"Insurgent (Divergent, #2)",9780007442911,https://dj6cnfthgyqas.cloudfront.net/0007442912-original.jpg,,,,,$22.25,http://www.indiebound.org/book/9780007442911?aff=rifflebooks
Eleanor & Park,9781250012579,https://dj6cnfthgyqas.cloudfront.net/1250064872-original.jpg,$10.99,https://play.google.com/store/books/details/Rainbow_Rowell_Eleanor_Park?id=PwJWFNLKla4C,$11.20,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781250012579,$18.99,http://www.indiebound.org/book/9781250012579?aff=rifflebooks
"Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children, #1)",9781594744761,https://dj6cnfthgyqas.cloudfront.net/1594744769-original.jpg,,,$12.40,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781594744761,$18.99,http://www.indiebound.org/book/9781594744761?aff=rifflebooks
Room,9780316098335,https://dj6cnfthgyqas.cloudfront.net/B003YFIUW8-original.jpg,$11.99,https://play.google.com/store/books/details/Michael_Holley_War_Room?id=k-iqNejz9qoC,$28.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316098335,$28.00,http://www.indiebound.org/book/9780316098335?aff=rifflebooks
"Clockwork Prince (The Infernal Devices, #2)",9781416975885,https://dj6cnfthgyqas.cloudfront.net/1416975888-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Cassandra_Clare_The_Clockwork_Prince?id=AQAAAIASexn7GM,$17.57,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416975885,$24.99,http://www.indiebound.org/book/9781416975885?aff=rifflebooks
"Clockwork Princess (The Infernal Devices, #3)",9781406321340,https://dj6cnfthgyqas.cloudfront.net/1406321346-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Cassandra_Clare_Clockwork_Princess?id=AQAAAIAC43JjYM,,,,
The Girl on the Train,9781594633669,https://dj6cnfthgyqas.cloudfront.net/0857523929-original.jpg,$9.99,https://play.google.com/store/books/details/Paula_Hawkins_The_Girl_on_the_Train?id=2vQYBAAAQBAJ,$18.15,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781594633669,$26.95,http://www.indiebound.org/book/9781594633669?aff=rifflebooks
11/22/63,9781451627282,https://dj6cnfthgyqas.cloudfront.net/1451627289-original.jpg,$10.99,https://play.google.com/store/books/details/Stephen_King_11_22_63?id=MJNi0uU8kdoC,$24.82,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781451627282,$35.00,http://www.indiebound.org/book/9781451627282?aff=rifflebooks
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",9780756404734,https://dj6cnfthgyqas.cloudfront.net/0756404738-original.jpg,$10.99,https://play.google.com/store/books/details/Patrick_Rothfuss_The_Wise_Man_s_Fear?id=dLo_GyEykjQC,$22.45,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780756404734,$29.95,http://www.indiebound.org/book/9780756404734?aff=rifflebooks
Wonder,-1,,$10.99,https://play.google.com/store/books/details/R_J_Palacio_Wonder?id=utCk2EpUrqgC,,,,
The Goldfinch,9780316055437,https://dj6cnfthgyqas.cloudfront.net/0316055433-original.jpg,$12.99,https://play.google.com/store/books/details/Donna_Tartt_The_Goldfinch?id=dvuK7isszLIC,$19.83,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316055437,$30.00,http://www.indiebound.org/book/9780316055437?aff=rifflebooks
"City of Lost Souls (The Mortal Instruments, #5)",9781442416864,https://dj6cnfthgyqas.cloudfront.net/1442416866-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Cassandra_Clare_City_of_Lost_Souls?id=AQAAAIASBzSHNM,$15.46,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781442416864,$21.99,http://www.indiebound.org/book/9781442416864?aff=rifflebooks
"City of Fallen Angels (The Mortal Instruments, #4)",9781442403543,https://dj6cnfthgyqas.cloudfront.net/1442403543-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Cassandra_Clare_City_of_Fallen_Angels?id=AQAAAIACQFDAQM,$16.32,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781442403543,$24.99,http://www.indiebound.org/book/9781442403543?aff=rifflebooks
"The Son of Neptune (The Heroes of Olympus, #2)",9781423140597,https://dj6cnfthgyqas.cloudfront.net/1423140591-original.jpg,$16.95,https://play.google.com/store/audiobooks/details/Rick_Riordan_The_Heroes_of_Olympus_Book_Two_The_So?id=AQAAAAAEgU6BWM,$12.59,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423140597,$19.99,http://www.indiebound.org/book/9781423140597?aff=rifflebooks
"Legend (Legend, #1)",9780399256752,https://dj6cnfthgyqas.cloudfront.net/039925675X-original.jpg,,,$13.23,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780399256752,$17.99,http://www.indiebound.org/book/9780399256752?aff=rifflebooks
"Unbroken: A World War II Story of Survival, Resilience and Redemption",9781400064168,https://dj6cnfthgyqas.cloudfront.net/1400064163-original.jpg,$13.99,https://play.google.com/store/books/details/Laura_Hillenbrand_Unbroken?id=-kNK2cNXlEQC,$17.41,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781400064168,$28.00,http://www.indiebound.org/book/9781400064168?aff=rifflebooks
"The Mark of Athena (The Heroes of Olympus, #3)",9781423140603,https://dj6cnfthgyqas.cloudfront.net/1423140605-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Rick_Riordan_The_Heroes_of_Olympus_Book_Three_The?id=AQAAAAAEBCYEMM,$12.59,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423140603,$19.99,http://www.indiebound.org/book/9781423140603?aff=rifflebooks
"Allegiant (Divergent, #3)",9780007524273,https://dj6cnfthgyqas.cloudfront.net/0007524277-original.jpg,,,,,,
Fangirl,-1,,$10.99,https://play.google.com/store/books/details/Rainbow_Rowell_Fangirl?id=BfseA9a8xVMC,,,,
The Ocean at the End of the Lane,9780062255655,https://dj6cnfthgyqas.cloudfront.net/0062255657-original.jpg,$2.99,https://play.google.com/store/books/details/Neil_Gaiman_The_Ocean_at_the_End_of_the_Lane?id=04eIA3RwGbwC,$17.50,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780062255655,$25.99,http://www.indiebound.org/book/9780062255655?aff=rifflebooks
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",-1,,$7.43,https://play.google.com/store/books/details/Sarah_J_Maas_A_Court_of_Mist_and_Fury?id=_kuOCgAAQBAJ,,,,
"The House of Hades (The Heroes of Olympus, #4)",9781423146728,https://dj6cnfthgyqas.cloudfront.net/1423146727-original.jpg,,,$12.59,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423146728,$19.99,http://www.indiebound.org/book/9781423146728?aff=rifflebooks
"Red Queen (Red Queen, #1)",9781409151173,,,,,,,
"Cress (The Lunar Chronicles, #3)",9780312642976,https://dj6cnfthgyqas.cloudfront.net/0312642970-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Marissa_Meyer_Fairest?id=AQAAAIB4aw_rZM,$13.05,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312642976,$19.99,http://www.indiebound.org/book/9780312642976?aff=rifflebooks
The Nightingale,9780312577223,https://dj6cnfthgyqas.cloudfront.net/0312577222-original.jpg,$10.99,https://play.google.com/store/books/details/Kristin_Hannah_The_Nightingale?id=0QE3BAAAQBAJ,$17.44,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312577223,$27.99,http://www.indiebound.org/book/9780312577223?aff=rifflebooks
The Immortal Life of Henrietta Lacks,9781400052172,https://dj6cnfthgyqas.cloudfront.net/1400052173-original.jpg,$10.99,https://play.google.com/store/books/details/Rebecca_Skloot_The_Immortal_Life_of_Henrietta_Lack?id=GFevO-QxQDgC,$18.54,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781400052172,$27.00,http://www.indiebound.org/book/9781400052172?aff=rifflebooks
"City of Heavenly Fire (The Mortal Instruments, #6)",9781481426305,https://dj6cnfthgyqas.cloudfront.net/1481426303-original.jpg,$25.95,https://play.google.com/store/audiobooks/details/Cassandra_Clare_City_of_Heavenly_Fire?id=AQAAAID8oFEgvM,,,,
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",9780316134026,https://dj6cnfthgyqas.cloudfront.net/0316134023-original.jpg,,,$13.05,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316134026,$20.00,http://www.indiebound.org/book/9780316134026?aff=rifflebooks
"The Way of Kings (The Stormlight Archive, #1)",9780765326355,https://dj6cnfthgyqas.cloudfront.net/0765326353-original.jpg,$57.31,https://play.google.com/store/audiobooks/details/Brandon_Sanderson_Oathbringer?id=AQAAAIDGSirK_M,$27.07,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780765326355,$35.99,http://www.indiebound.org/book/9780765326355?aff=rifflebooks
"Scarlet (The Lunar Chronicles, #2)",9780312642969,https://dj6cnfthgyqas.cloudfront.net/0312642962-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Marissa_Meyer_Fairest?id=AQAAAIB4aw_rZM,$15.46,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312642969,$19.99,http://www.indiebound.org/book/9780312642969?aff=rifflebooks
"Shatter Me (Shatter Me, #1)",9780062085481,https://dj6cnfthgyqas.cloudfront.net/0062085484-original.jpg,,,$12.63,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780062085481,$17.99,http://www.indiebound.org/book/9780062085481?aff=rifflebooks
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",9781619634442,https://dj6cnfthgyqas.cloudfront.net/1619634449-original.jpg,,,$13.29,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781619634442,$18.99,http://www.indiebound.org/book/9781619634442?aff=rifflebooks
"Delirium (Delirium, #1)",9780061726835,https://dj6cnfthgyqas.cloudfront.net/0061726834-original.jpg,,,$7.14,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061726835,$10.99,http://www.indiebound.org/book/9780061726835?aff=rifflebooks
"Matched (Matched, #1)",9780525423645,https://dj6cnfthgyqas.cloudfront.net/0525423648-original.jpg,,,$11.75,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780525423645,$17.99,http://www.indiebound.org/book/9780525423645?aff=rifflebooks
And the Mountains Echoed,9781594631764,https://dj6cnfthgyqas.cloudfront.net/1594632111-original.jpg,$13.99,https://play.google.com/store/books/details/Khaled_Hosseini_And_the_Mountains_Echoed?id=NaG1pHKg7cQC,$19.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781594631764,$28.95,http://www.indiebound.org/book/9781594631764?aff=rifflebooks
"The Blood of Olympus (The Heroes of Olympus, #5)",9781423146735,https://dj6cnfthgyqas.cloudfront.net/1423146735-original.jpg,$25.95,https://play.google.com/store/audiobooks/details/Rick_Riordan_The_Heroes_of_Olympus_Book_Five_The_B?id=AQAAAAAEcTtxLM,$11.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423146735,$19.99,http://www.indiebound.org/book/9781423146735?aff=rifflebooks
"Anna and the French Kiss (Anna and the French Kiss, #1)",9780525423270,https://dj6cnfthgyqas.cloudfront.net/0525423273-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Stephanie_Perkins_Anna_and_the_French_Kiss?id=AQAAAIBlixwLaM,$11.75,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780525423270,$17.99,http://www.indiebound.org/book/9780525423270?aff=rifflebooks
"Crown of Midnight (Throne of Glass, #2)",9781619630628,https://dj6cnfthgyqas.cloudfront.net/1619630621-original.jpg,$9.99,https://play.google.com/store/books/details/Sarah_J_Maas_Untitled_Throne_of_Glass?id=BjpKDwAAQBAJ,$15.12,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781619630628,$18.99,http://www.indiebound.org/book/9781619630628?aff=rifflebooks
1Q84,9780307593313,https://dj6cnfthgyqas.cloudfront.net/0307593312-original.jpg,$15.99,https://play.google.com/store/books/details/Haruki_Murakami_1Q84?id=AJUqyrOSO38C,$26.67,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307593313,$35.00,http://www.indiebound.org/book/9780307593313?aff=rifflebooks
"Last Sacrifice (Vampire Academy, #6)",9781595143068,https://dj6cnfthgyqas.cloudfront.net/1595143068-original.jpg,$39.23,https://play.google.com/store/audiobooks/details/Richelle_Mead_Last_Sacrifice?id=AQAAAAAEVGVUcM,$11.69,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781595143068,$17.99,http://www.indiebound.org/book/9781595143068?aff=rifflebooks
"The Rosie Project (Don Tillman, #1)",9781476729084,https://dj6cnfthgyqas.cloudfront.net/1476729085-original.jpg,$19.95,https://play.google.com/store/audiobooks/details/Graeme_Simsion_The_Rosie_Project?id=AQAAAAD-TyNPzM,$24.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781476729084,$24.00,http://www.indiebound.org/book/9781476729084?aff=rifflebooks
Bossypants,-1,,$10.99,https://play.google.com/store/books/details/Tina_Fey_Bossypants?id=gszyGuchgQkC,,,,
The Light Between Oceans,9781451681734,https://dj6cnfthgyqas.cloudfront.net/1451681739-original.jpg,$11.99,https://play.google.com/store/books/details/M_L_Stedman_The_Light_Between_Oceans?id=7_fY3FSC7kUC,$18.51,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781451681734,$26.00,http://www.indiebound.org/book/9781451681734?aff=rifflebooks
Quiet: The Power of Introverts in a World That Can't Stop Talking,9780307352149,https://dj6cnfthgyqas.cloudfront.net/0307352153-original.jpg,$9.99,https://play.google.com/store/books/details/Susan_Cain_Quiet?id=uyjf3uaQ4TwC,$18.30,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307352149,$27.00,http://www.indiebound.org/book/9780307352149?aff=rifflebooks
"The 5th Wave (The 5th Wave, #1)",9780399162411,https://dj6cnfthgyqas.cloudfront.net/0399162410-original.jpg,,,$13.04,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780399162411,$18.99,http://www.indiebound.org/book/9780399162411?aff=rifflebooks
"Spirit Bound (Vampire Academy, #5)",9781595142504,https://dj6cnfthgyqas.cloudfront.net/B003NX763K-original.jpg,$36.00,https://play.google.com/store/audiobooks/details/Richelle_Mead_Spirit_Bound?id=AQAAAAD4DCEMyM,$11.69,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781595142504,$17.99,http://www.indiebound.org/book/9781595142504?aff=rifflebooks
Life After Life,9780316176484,https://dj6cnfthgyqas.cloudfront.net/0316176486-original.jpg,$12.99,https://play.google.com/store/books/details/Kate_Atkinson_Life_After_Life?id=ycTy9tONdtsC,$27.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316176484,$27.99,http://www.indiebound.org/book/9780316176484?aff=rifflebooks
"Fall of Giants (The Century Trilogy, #1)",9780525951650,https://dj6cnfthgyqas.cloudfront.net/0525951652-original.jpg,$47.08,https://play.google.com/store/audiobooks/details/Ken_Follett_Winter_of_the_World?id=AQAAAAD4KyUrzM,$23.79,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780525951650,$36.00,http://www.indiebound.org/book/9780525951650?aff=rifflebooks
Before I Fall,9780061726811,https://dj6cnfthgyqas.cloudfront.net/0061726818-original.jpg,$11.99,https://play.google.com/store/books/details/Lauren_Oliver_Before_I_Fall?id=x8-7TSAMl9IC,$7.09,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061726811,$10.99,http://www.indiebound.org/book/9780061726811?aff=rifflebooks
"The Cuckoo's Calling (Cormoran Strike, #1)",9780316206846,https://dj6cnfthgyqas.cloudfront.net/0316206849-original.jpg,$16.95,https://play.google.com/store/audiobooks/details/Robert_Galbraith_The_Cuckoo_s_Calling?id=AQAAAAA8SBBIPM,$16.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316206846,$26.00,http://www.indiebound.org/book/9780316206846?aff=rifflebooks
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",9781442408920,https://dj6cnfthgyqas.cloudfront.net/1442408928-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Benjamin_Alire_S%C3%A1enz_Aristotle_and_Dante_Discover?id=AQAAAIDtS17LoM,$14.73,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781442408920,$21.99,http://www.indiebound.org/book/9781442408920?aff=rifflebooks
"The Red Pyramid (Kane Chronicles, #1)",9781423113386,https://dj6cnfthgyqas.cloudfront.net/1423113381-original.jpg,$8.99,https://play.google.com/store/books/details/Rick_Riordan_Red_Pyramid_The_The_Kane_Chronicles_B?id=rYGJELZ1Y4QC,$11.33,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423113386,$17.99,http://www.indiebound.org/book/9781423113386?aff=rifflebooks
"Where'd You Go, Bernadette",9780316204279,https://dj6cnfthgyqas.cloudfront.net/B006L8942U-original.jpg,$9.99,https://play.google.com/store/books/details/Maria_Semple_Where_d_You_Go_Bernadette?id=urdbr06nHmEC,$24.30,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316204279,$25.99,http://www.indiebound.org/book/9780316204279?aff=rifflebooks
"Words of Radiance (The Stormlight Archive, #2)",9780765326362,https://dj6cnfthgyqas.cloudfront.net/0765326361-original.jpg,$48.58,https://play.google.com/store/audiobooks/details/Brandon_Sanderson_Words_of_Radiance?id=AQAAAIAYxRpFEM,$22.67,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780765326362,$35.99,http://www.indiebound.org/book/9780765326362?aff=rifflebooks
Between Shades of Gray,9780399254123,https://dj6cnfthgyqas.cloudfront.net/0399254129-original.jpg,$11.99,https://play.google.com/store/books/details/Ruta_Sepetys_Between_Shades_of_Gray?id=KE-2ixsSCpMC,$12.69,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780399254123,$17.99,http://www.indiebound.org/book/9780399254123?aff=rifflebooks
"The Raven Boys (The Raven Cycle, #1)",9780545424929,https://dj6cnfthgyqas.cloudfront.net/0545424925-original.jpg,$26.95,https://play.google.com/store/audiobooks/details/Maggie_Stiefvater_Blue_Lily_Lily_Blue?id=AQAAAACvdEN0_M,$11.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780545424929,$18.99,http://www.indiebound.org/book/9780545424929?aff=rifflebooks
"Inferno (Robert Langdon, #4)",9780385537858,https://dj6cnfthgyqas.cloudfront.net/0385537859-original.jpg,,,$20.49,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385537858,$29.95,http://www.indiebound.org/book/9780385537858?aff=rifflebooks
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",-1,,$14.95,https://play.google.com/store/audiobooks/details/April_Genevieve_Tucholke_Wink_Poppy_Midnight?id=AQAAAAD4SBFI-M,,,,
The Casual Vacancy,9780316228534,https://dj6cnfthgyqas.cloudfront.net/0316228532-original.jpg,$14.99,https://play.google.com/store/books/details/J_K_Rowling_The_Casual_Vacancy?id=a7iuAL4XQ2UC,$21.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316228534,$35.00,http://www.indiebound.org/book/9780316228534?aff=rifflebooks
"A Discovery of Witches (All Souls Trilogy, #1)",9780670022410,https://dj6cnfthgyqas.cloudfront.net/0670022411-original.jpg,$38.31,https://play.google.com/store/audiobooks/details/Deborah_Harkness_Shadow_of_Night?id=AQAAAAD4UCVQzM,$21.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780670022410,$28.95,http://www.indiebound.org/book/9780670022410?aff=rifflebooks
Station Eleven,9780385353304,https://dj6cnfthgyqas.cloudfront.net/0385353308-original.jpg,$2.99,https://play.google.com/store/books/details/Emily_St_John_Mandel_Station_Eleven?id=vGpyAwAAQBAJ,$26.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385353304,$26.95,http://www.indiebound.org/book/9780385353304?aff=rifflebooks
A Visit from the Goon Squad,9780307592835,https://dj6cnfthgyqas.cloudfront.net/0307592839-original.jpg,$10.99,https://play.google.com/store/books/details/Jennifer_Egan_A_Visit_from_the_Goon_Squad?id=nsb71f5EFcIC,$21.02,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307592835,$28.95,http://www.indiebound.org/book/9780307592835?aff=rifflebooks
"Six of Crows (Six of Crows, #1)",9781627792127,https://dj6cnfthgyqas.cloudfront.net/1627792120-original.jpg,,,$11.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781627792127,$18.99,http://www.indiebound.org/book/9781627792127?aff=rifflebooks
The Sense of an Ending,9780224094153,https://dj6cnfthgyqas.cloudfront.net/0224094157-original.jpg,$13.99,https://play.google.com/store/books/details/Julian_Barnes_The_Sense_of_an_Ending?id=KkZeDWkc6WYC,$29.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780224094153,$29.00,http://www.indiebound.org/book/9780224094153?aff=rifflebooks
"Heir of Fire (Throne of Glass, #3)",9781619630659,https://dj6cnfthgyqas.cloudfront.net/1619630656-original.jpg,$9.99,https://play.google.com/store/books/details/Sarah_J_Maas_Untitled_Throne_of_Glass?id=BjpKDwAAQBAJ,$12.54,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781619630659,$18.99,http://www.indiebound.org/book/9781619630659?aff=rifflebooks
"The Throne of Fire (Kane Chronicles, #2)",9781423140566,https://dj6cnfthgyqas.cloudfront.net/0120000385-original.jpg,$10.99,https://play.google.com/store/books/details/Rick_Riordan_The_Kane_Chronicles_Book_Two_The_Thro?id=z5vXCgAAQBAJ,$11.96,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781423140566,$18.99,http://www.indiebound.org/book/9781423140566?aff=rifflebooks
Before I Go to Sleep,9780062060556,https://dj6cnfthgyqas.cloudfront.net/0062060554-original.jpg,$2.99,https://play.google.com/store/books/details/S_J_Watson_Before_I_Go_To_Sleep?id=oQAWYaqQVXwC,$25.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780062060556,$25.99,http://www.indiebound.org/book/9780062060556?aff=rifflebooks
"Crescendo (Hush, Hush, #2)",9781416989431,https://dj6cnfthgyqas.cloudfront.net/1416989439-original.jpg,,,$14.27,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416989431,$19.99,http://www.indiebound.org/book/9781416989431?aff=rifflebooks
"Bloodlines (Bloodlines, #1)",9781595143174,https://dj6cnfthgyqas.cloudfront.net/1595144730-original.jpg,,,$12.34,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781595143174,$18.99,http://www.indiebound.org/book/9781595143174?aff=rifflebooks
