Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL,,,,,
"The Clock Strikes Twelve (Miss Silver, #7)",9780061044007,https://www.goodreads.com/buy_buttons/12/follow?book_id=660273&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$33.78,Miss Silver Intervenes (Miss Silver Series),https://www.amazon.com/Miss-Silver-Intervenes/dp/0340689749/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0340689749&pd_rd_r=5WCTN6606W8XBRNGA51M&pd_rd_w=v0sWW&pd_rd_wg=1grc4&psc=1&refRID=5WCTN6606W8XBRNGA51M,The Key: A Miss Silver Mystery,https://www.amazon.com/Key-Miss-Silver-Mystery/dp/006097446X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=006097446X&pd_rd_r=5WCTN6606W8XBRNGA51M&pd_rd_w=v0sWW&pd_rd_wg=1grc4&psc=1&refRID=5WCTN6606W8XBRNGA51M,Out of the Past: A Miss Silver Mystery,https://www.amazon.com/Out-Past-Miss-Silver-Mystery/dp/0060923636/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0060923636&pd_rd_r=5WCTN6606W8XBRNGA51M&pd_rd_w=v0sWW&pd_rd_wg=1grc4&psc=1&refRID=5WCTN6606W8XBRNGA51M,Vanishing Point: A Miss Silver Mystery,https://www.amazon.com/Vanishing-Point-Miss-Silver-Mystery/dp/0060974443/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0060974443&pd_rd_r=5WCTN6606W8XBRNGA51M&pd_rd_w=v0sWW&pd_rd_wg=1grc4&psc=1&refRID=5WCTN6606W8XBRNGA51M,The Catherine Wheel: A Miss Silver Mystery,https://www.amazon.com/Catherine-Wheel-Miss-Silver-Mystery/dp/0060974419/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0060974419&pd_rd_r=5WCTN6606W8XBRNGA51M&pd_rd_w=v0sWW&pd_rd_wg=1grc4&psc=1&refRID=5WCTN6606W8XBRNGA51M,,,,,
"Big Red (Big Red, #1)",9780553154344,https://www.goodreads.com/buy_buttons/12/follow?book_id=123170&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$18.95,Irish Red,https://www.amazon.com/Irish-Red-Jim-Kjelgaard/dp/0553155466/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0553155466&pd_rd_r=Q27RZ1V1MZPQ4M2M666M&pd_rd_w=Du0IC&pd_rd_wg=ptNQb&psc=1&refRID=Q27RZ1V1MZPQ4M2M666M,Snow Dog,https://www.amazon.com/Snow-Dog-Jim-Kjelgaard/dp/0553155601/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0553155601&pd_rd_r=Q27RZ1V1MZPQ4M2M666M&pd_rd_w=Du0IC&pd_rd_wg=ptNQb&psc=1&refRID=Q27RZ1V1MZPQ4M2M666M,Stormy,https://www.amazon.com/Stormy-Jim-Kjelgaard/dp/0553154680/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0553154680&pd_rd_r=Q27RZ1V1MZPQ4M2M666M&pd_rd_w=Du0IC&pd_rd_wg=ptNQb&psc=1&refRID=Q27RZ1V1MZPQ4M2M666M,Outlaw Red (Bantam Skylark Book),https://www.amazon.com/Outlaw-Red-Bantam-Skylark-Book/dp/0553156861/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0553156861&pd_rd_r=Q27RZ1V1MZPQ4M2M666M&pd_rd_w=Du0IC&pd_rd_wg=ptNQb&psc=1&refRID=Q27RZ1V1MZPQ4M2M666M,Wild Trek,https://www.amazon.com/Wild-Trek-Jim-Kjelgaard/dp/055315687X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=055315687X&pd_rd_r=Q27RZ1V1MZPQ4M2M666M&pd_rd_w=Du0IC&pd_rd_wg=ptNQb&psc=1&refRID=Q27RZ1V1MZPQ4M2M666M,,,,,
The Dwarf,9780374521356,https://www.goodreads.com/buy_buttons/12/follow?book_id=214805&ref=x_gr_e_nl_newreleases_sout_bb&tag=x_gr_e_nl_newreleases_sout_bb-20,$14.25,Hunger (Penguin Twentieth-Century Classics),https://www.amazon.com/Hunger-Penguin-Twentieth-Century-Classics-Hamsun/dp/0141180641/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141180641&pd_rd_r=6SGC8EHX1DNDX0VND3QH&pd_rd_w=9PvrD&pd_rd_wg=O73jR&psc=1&refRID=6SGC8EHX1DNDX0VND3QH,Naïve. Super,https://www.amazon.com/Na%C3%AFve-Super-Erlend-Loe/dp/1841956724/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1841956724&pd_rd_r=6SGC8EHX1DNDX0VND3QH&pd_rd_w=9PvrD&pd_rd_wg=O73jR&psc=1&refRID=6SGC8EHX1DNDX0VND3QH,Barabbas,https://www.amazon.com/Barabbas-Par-Lagerkvist/dp/067972544X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=067972544X&pd_rd_r=6SGC8EHX1DNDX0VND3QH&pd_rd_w=9PvrD&pd_rd_wg=O73jR&psc=1&refRID=6SGC8EHX1DNDX0VND3QH,The Sibyl,https://www.amazon.com/Sibyl-P%C3%A4r-Lagerkvist/dp/0394702409/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0394702409&pd_rd_r=6SGC8EHX1DNDX0VND3QH&pd_rd_w=9PvrD&pd_rd_wg=O73jR&psc=1&refRID=6SGC8EHX1DNDX0VND3QH,Anecdotes of Destiny and Ehrengard,https://www.amazon.com/Anecdotes-Destiny-Ehrengard-Isak-Dinesen/dp/0679743332/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0679743332&pd_rd_r=6SGC8EHX1DNDX0VND3QH&pd_rd_w=9PvrD&pd_rd_wg=O73jR&psc=1&refRID=6SGC8EHX1DNDX0VND3QH,,,,,
I Remember Mama: Broadway Version,9780822205494,https://www.goodreads.com/buy_buttons/12/follow?book_id=35375&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$27.79,I Remember Mama,https://www.amazon.com/I-Remember-Mama-Irene-Dunne/dp/B0004Z322O/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=B0004Z322O&pd_rd_r=896T9TZS45VZQ72ZQQAN&pd_rd_w=SQpv6&pd_rd_wg=hGhJG&psc=1&refRID=896T9TZS45VZQ72ZQQAN,The Rainmaker,https://www.amazon.com/Rainmaker-N-Richard-Nash/dp/057361461X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=057361461X&pd_rd_r=896T9TZS45VZQ72ZQQAN&pd_rd_w=SQpv6&pd_rd_wg=hGhJG&psc=1&refRID=896T9TZS45VZQ72ZQQAN,The Illuminator Rising (The Voyages of the Legend) (Volume 3),https://www.amazon.com/Illuminator-Rising-Voyages-Legend/dp/1533448582/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1533448582&pd_rd_r=896T9TZS45VZQ72ZQQAN&pd_rd_w=SQpv6&pd_rd_wg=hGhJG&psc=1&refRID=896T9TZS45VZQ72ZQQAN,The Game's Afoot, Or Holmes for the Holidays (Ludwig),https://www.amazon.com/Games-Afoot-Holmes-Holidays-Ludwig/dp/057370046X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=057370046X&pd_rd_r=896T9TZS45VZQ72ZQQAN&pd_rd_w=SQpv6&pd_rd_wg=hGhJG&psc=1&refRID=896T9TZS45VZQ72ZQQAN,,,Book by John Van Druten,,,
The Robber Bridegroom,9780156768078,https://www.goodreads.com/buy_buttons/12/follow?book_id=870455&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.19,"My Mother She Killed Me, My Father He Ate Me: Forty New Fairy Tales",https://www.amazon.com/Mother-She-Killed-Father-Ate/dp/014311784X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=014311784X&pd_rd_r=B06MZ5FF15M7E4N4BY3Z&pd_rd_w=migQW&pd_rd_wg=PQmfD&psc=1&refRID=B06MZ5FF15M7E4N4BY3Z,Song of Solomon,https://www.amazon.com/Song-Solomon-Toni-Morrison/dp/140003342X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=140003342X&pd_rd_r=B06MZ5FF15M7E4N4BY3Z&pd_rd_w=migQW&pd_rd_wg=PQmfD&psc=1&refRID=B06MZ5FF15M7E4N4BY3Z,The Optimist's Daughter,https://www.amazon.com/Optimists-Daughter-Eudora-Welty/dp/067972883X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=067972883X&pd_rd_r=B06MZ5FF15M7E4N4BY3Z&pd_rd_w=migQW&pd_rd_wg=PQmfD&psc=1&refRID=B06MZ5FF15M7E4N4BY3Z,Delta Wedding (A Harvest/Hbj Book),https://www.amazon.com/Delta-Wedding-Harvest-Hbj-Book/dp/0156252805/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0156252805&pd_rd_r=B06MZ5FF15M7E4N4BY3Z&pd_rd_w=migQW&pd_rd_wg=PQmfD&psc=1&refRID=B06MZ5FF15M7E4N4BY3Z,The Ponder Heart,https://www.amazon.com/Ponder-Heart-Eudora-Welty/dp/0156729156/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0156729156&pd_rd_r=B06MZ5FF15M7E4N4BY3Z&pd_rd_w=migQW&pd_rd_wg=PQmfD&psc=1&refRID=B06MZ5FF15M7E4N4BY3Z,,,,,
Up at the Villa,9780099478324,https://www.goodreads.com/buy_buttons/12/follow?book_id=59551&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.70,Cakes and Ale,https://www.amazon.com/Cakes-Ale-W-Somerset-Maugham/dp/0375725024/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0375725024&pd_rd_r=C2QBJJP5W0D6XNKYKTGS&pd_rd_w=kELEg&pd_rd_wg=6y5Kb&psc=1&refRID=C2QBJJP5W0D6XNKYKTGS,The Painted Veil,https://www.amazon.com/Painted-Veil-W-Somerset-Maugham/dp/0307277771/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0307277771&pd_rd_r=C2QBJJP5W0D6XNKYKTGS&pd_rd_w=kELEg&pd_rd_wg=6y5Kb&psc=1&refRID=C2QBJJP5W0D6XNKYKTGS,The Razor's Edge,https://www.amazon.com/Razors-Edge-W-Somerset-Maugham/dp/1400034205/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1400034205&pd_rd_r=C2QBJJP5W0D6XNKYKTGS&pd_rd_w=kELEg&pd_rd_wg=6y5Kb&psc=1&refRID=C2QBJJP5W0D6XNKYKTGS,The Narrow Corner (Vintage International),https://www.amazon.com/Narrow-Corner-Vintage-International/dp/0307473201/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0307473201&pd_rd_r=C2QBJJP5W0D6XNKYKTGS&pd_rd_w=kELEg&pd_rd_wg=6y5Kb&psc=1&refRID=C2QBJJP5W0D6XNKYKTGS,Theatre,https://www.amazon.com/Theatre-W-Somerset-Maugham/dp/037572463X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=037572463X&pd_rd_r=C2QBJJP5W0D6XNKYKTGS&pd_rd_w=kELEg&pd_rd_wg=6y5Kb&psc=1&refRID=C2QBJJP5W0D6XNKYKTGS,,,,,
"Surprise Island (The Boxcar Children, #2)",9780807576748,https://www.goodreads.com/buy_buttons/12/follow?book_id=156809&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.58,"The Yellow House Mystery (The Boxcar Children, No. 3) (The Boxcar Children…",https://www.amazon.com/Yellow-Mystery-Boxcar-Children-Mysteries/dp/0807593664/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0807593664&pd_rd_r=CA3ETM0MMHJ63YSXHBXA&pd_rd_w=oP4mL&pd_rd_wg=xkMeH&psc=1&refRID=CA3ETM0MMHJ63YSXHBXA,Mystery Ranch (The Boxcar Children Mysteries),https://www.amazon.com/Mystery-Ranch-Boxcar-Children-Mysteries/dp/0807553913/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0807553913&pd_rd_r=CA3ETM0MMHJ63YSXHBXA&pd_rd_w=oP4mL&pd_rd_wg=xkMeH&psc=1&refRID=CA3ETM0MMHJ63YSXHBXA,"The Boxcar Children (The Boxcar Children, No. 1) (The Boxcar Children…",https://www.amazon.com/Boxcar-Children-No-Mysteries/dp/0807508527/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0807508527&pd_rd_r=CA3ETM0MMHJ63YSXHBXA&pd_rd_w=oP4mL&pd_rd_wg=xkMeH&psc=1&refRID=CA3ETM0MMHJ63YSXHBXA,Mike's Mystery (The Boxcar Children Mysteries),https://www.amazon.com/Mikes-Mystery-Boxcar-Children-Mysteries/dp/0807551414/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0807551414&pd_rd_r=CA3ETM0MMHJ63YSXHBXA&pd_rd_w=oP4mL&pd_rd_wg=xkMeH&psc=1&refRID=CA3ETM0MMHJ63YSXHBXA,The Boxcar Children Mysteries Books 5-8 (Boxcar Children)),https://www.amazon.com/Boxcar-Children-Mysteries-Books-5-8/dp/0807508578/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0807508578&pd_rd_r=CA3ETM0MMHJ63YSXHBXA&pd_rd_w=oP4mL&pd_rd_wg=xkMeH&psc=1&refRID=CA3ETM0MMHJ63YSXHBXA,,,,,
Midaq Alley,9780385264761,https://www.goodreads.com/buy_buttons/14/follow?book_id=5499&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.81,Kitchen (A Black cat book),https://www.amazon.com/Kitchen-Black-book-Banana-Yoshimoto/dp/0802142443/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0802142443&pd_rd_r=F79GDTMRGG85T1KSZ5SZ&pd_rd_w=YlZwH&pd_rd_wg=RtqL8&psc=1&refRID=F79GDTMRGG85T1KSZ5SZ,Men in the Sun and Other Palestinian Stories,https://www.amazon.com/Men-Sun-Other-Palestinian-Stories/dp/0894108573/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0894108573&pd_rd_r=F79GDTMRGG85T1KSZ5SZ&pd_rd_w=YlZwH&pd_rd_wg=RtqL8&psc=1&refRID=F79GDTMRGG85T1KSZ5SZ,Chronicle of a Death Foretold,https://www.amazon.com/Chronicle-Foretold-Gabriel-Garc%C3%ADa-M%C3%A1rquez/dp/140003471X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=140003471X&pd_rd_r=F79GDTMRGG85T1KSZ5SZ&pd_rd_w=YlZwH&pd_rd_wg=RtqL8&psc=1&refRID=F79GDTMRGG85T1KSZ5SZ,Season of Migration to the North (New York Review Books Classics),https://www.amazon.com/Season-Migration-North-Review-Classics/dp/1590173023/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1590173023&pd_rd_r=F79GDTMRGG85T1KSZ5SZ&pd_rd_w=YlZwH&pd_rd_wg=RtqL8&psc=1&refRID=F79GDTMRGG85T1KSZ5SZ,Miramar,https://www.amazon.com/Miramar-Naguib-Mahfouz/dp/038526478X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=038526478X&pd_rd_r=F79GDTMRGG85T1KSZ5SZ&pd_rd_w=YlZwH&pd_rd_wg=RtqL8&psc=1&refRID=F79GDTMRGG85T1KSZ5SZ,,,,,
Dragonwyck,9781556525810,https://www.goodreads.com/buy_buttons/12/follow?book_id=122856&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.95,The Winthrop Woman,https://www.amazon.com/Winthrop-Woman-Anya-Seton/dp/054422292X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=054422292X&pd_rd_r=X9AB7QGPT0SVENJQET5C&pd_rd_w=USJ8y&pd_rd_wg=ds3L3&psc=1&refRID=X9AB7QGPT0SVENJQET5C,Katherine,https://www.amazon.com/Katherine-Anya-Seton/dp/0544222881/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0544222881&pd_rd_r=X9AB7QGPT0SVENJQET5C&pd_rd_w=USJ8y&pd_rd_wg=ds3L3&psc=1&refRID=X9AB7QGPT0SVENJQET5C,Green Darkness,https://www.amazon.com/Green-Darkness-Anya-Seton/dp/0544225562/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0544225562&pd_rd_r=X9AB7QGPT0SVENJQET5C&pd_rd_w=USJ8y&pd_rd_wg=ds3L3&psc=1&refRID=X9AB7QGPT0SVENJQET5C,Devil Water: A Novel,https://www.amazon.com/Devil-Water-Novel-Anya-Seton/dp/0544240405/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0544240405&pd_rd_r=X9AB7QGPT0SVENJQET5C&pd_rd_w=USJ8y&pd_rd_wg=ds3L3&psc=1&refRID=X9AB7QGPT0SVENJQET5C,The Hearth and Eagle,https://www.amazon.com/Hearth-Eagle-Anya-Seton/dp/0544242130/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0544242130&pd_rd_r=X9AB7QGPT0SVENJQET5C&pd_rd_w=USJ8y&pd_rd_wg=ds3L3&psc=1&refRID=X9AB7QGPT0SVENJQET5C,,,,,
The Poky Little Puppy,9780307021342,https://www.goodreads.com/buy_buttons/12/follow?book_id=505304&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$2.91,The Shy Little Kitten (Little Golden Books),https://www.amazon.com/Shy-Little-Kitten-Golden-Books/dp/0307001458/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0307001458&pd_rd_r=W8ZD9MSK7PJR326C0HWN&pd_rd_w=SbGLD&pd_rd_wg=exwZw&psc=1&refRID=W8ZD9MSK7PJR326C0HWN,The Three Bears,https://www.amazon.com/Three-Bears-F-Rojankovsky/dp/0307021408/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0307021408&pd_rd_r=W8ZD9MSK7PJR326C0HWN&pd_rd_w=SbGLD&pd_rd_wg=exwZw&psc=1&refRID=W8ZD9MSK7PJR326C0HWN,The Little Red Hen (Little Golden Book),https://www.amazon.com/Little-Red-Hen-Golden-Book/dp/0307960307/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0307960307&pd_rd_r=W8ZD9MSK7PJR326C0HWN&pd_rd_w=SbGLD&pd_rd_wg=exwZw&psc=1&refRID=W8ZD9MSK7PJR326C0HWN,The Little Red Caboose (Little Golden Book),https://www.amazon.com/Little-Red-Caboose-Golden-Book/dp/0307021521/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0307021521&pd_rd_r=W8ZD9MSK7PJR326C0HWN&pd_rd_w=SbGLD&pd_rd_wg=exwZw&psc=1&refRID=W8ZD9MSK7PJR326C0HWN,Scuffy the Tugboat and His Adventures Down the River,https://www.amazon.com/Scuffy-Tugboat-Adventures-Down-River/dp/0307020460/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0307020460&pd_rd_r=W8ZD9MSK7PJR326C0HWN&pd_rd_w=SbGLD&pd_rd_wg=exwZw&psc=1&refRID=W8ZD9MSK7PJR326C0HWN,,,,,
The Cry and the Covenant,9780451018199,https://www.goodreads.com/buy_buttons/12/follow?book_id=2597306&ref=x_gr_w_bb&tag=x_gr_w_bb-20,—,,,,,,,,,,,,,,,
ÐÑÑÐ´ÐµÐ½Ð¸ Ð´ÑÑÐ¸,"
                  9547350153",https://www.goodreads.com/buy_buttons/12/follow?book_id=20786661&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,,,,,,
The Third Man,9780140286823,https://www.goodreads.com/buy_buttons/12/follow?book_id=48800&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.42,Our Man in Havana,https://www.amazon.com/Our-Man-Havana-Graham-Greene/dp/0142438006/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0142438006&pd_rd_r=70YV1MTFVNAQJCRT2QJX&pd_rd_w=aIDzF&pd_rd_wg=GyLqX&psc=1&refRID=70YV1MTFVNAQJCRT2QJX,The Quiet American (Penguin Classics Deluxe Edition),https://www.amazon.com/Quiet-American-Penguin-Classics-Deluxe/dp/0143039024/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0143039024&pd_rd_r=70YV1MTFVNAQJCRT2QJX&pd_rd_w=aIDzF&pd_rd_wg=GyLqX&psc=1&refRID=70YV1MTFVNAQJCRT2QJX,Orient Express (Penguin Classics Deluxe Edition),https://www.amazon.com/Orient-Express-Penguin-Classics-Deluxe/dp/0142437913/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0142437913&pd_rd_r=70YV1MTFVNAQJCRT2QJX&pd_rd_w=aIDzF&pd_rd_wg=GyLqX&psc=1&refRID=70YV1MTFVNAQJCRT2QJX,The Ministry of Fear: An Entertainment (Penguin Classics),https://www.amazon.com/Ministry-Fear-Entertainment-Penguin-Classics/dp/0143039113/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0143039113&pd_rd_r=70YV1MTFVNAQJCRT2QJX&pd_rd_w=aIDzF&pd_rd_wg=GyLqX&psc=1&refRID=70YV1MTFVNAQJCRT2QJX,The Heart of the Matter: (Penguin Classics Deluxe Edition),https://www.amazon.com/Heart-Matter-Penguin-Classics-Deluxe/dp/0142437999/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0142437999&pd_rd_r=70YV1MTFVNAQJCRT2QJX&pd_rd_w=aIDzF&pd_rd_wg=GyLqX&psc=1&refRID=70YV1MTFVNAQJCRT2QJX,,,,,
Here Is New York,9781892145024,https://www.goodreads.com/buy_buttons/15/follow?book_id=10814&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$14.22,Essays of E. B. White (Perennial Classics),https://www.amazon.com/Essays-B-White-Perennial-Classics/dp/0060932236/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0060932236&pd_rd_r=ZQSBNPFPRAZECZGN1DKM&pd_rd_w=9Md7v&pd_rd_wg=mc8dq&psc=1&refRID=ZQSBNPFPRAZECZGN1DKM,E.B. White on Dogs,https://www.amazon.com/B-White-Dogs-Martha/dp/088448341X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=088448341X&pd_rd_r=ZQSBNPFPRAZECZGN1DKM&pd_rd_w=9Md7v&pd_rd_wg=mc8dq&psc=1&refRID=ZQSBNPFPRAZECZGN1DKM,Poems of New York (Everyman's Library Pocket Poets Series),https://www.amazon.com/Poems-Everymans-Library-Pocket-Poets/dp/0375415041/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0375415041&pd_rd_r=ZQSBNPFPRAZECZGN1DKM&pd_rd_w=9Md7v&pd_rd_wg=mc8dq&psc=1&refRID=ZQSBNPFPRAZECZGN1DKM,One Man's Meat,https://www.amazon.com/One-Mans-Meat-B-White/dp/0884481921/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0884481921&pd_rd_r=ZQSBNPFPRAZECZGN1DKM&pd_rd_w=9Md7v&pd_rd_wg=mc8dq&psc=1&refRID=ZQSBNPFPRAZECZGN1DKM,Writings from The New Yorker 1927-1976,https://www.amazon.com/Writings-New-Yorker-1927-1976-White/dp/0060921234/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0060921234&pd_rd_r=ZQSBNPFPRAZECZGN1DKM&pd_rd_w=9Md7v&pd_rd_wg=mc8dq&psc=1&refRID=ZQSBNPFPRAZECZGN1DKM,,,,,
London Belongs to Me,9780006147916,https://www.goodreads.com/buy_buttons/12/follow?book_id=6267716&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.63,Lincoln in the Bardo: A Novel,https://www.amazon.com/Lincoln-Bardo-Novel-George-Saunders/dp/0812985400/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0812985400&pd_rd_r=2Q3CE01QBRS5FAMZ6H6P&pd_rd_w=V13Gl&pd_rd_wg=tz7qF&psc=1&refRID=2Q3CE01QBRS5FAMZ6H6P,Twenty Thousand Streets Under the Sky: A London Trilogy (New York…,https://www.amazon.com/Twenty-Thousand-Streets-Under-Sky/dp/1590172566/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1590172566&pd_rd_r=2Q3CE01QBRS5FAMZ6H6P&pd_rd_w=V13Gl&pd_rd_wg=tz7qF&psc=1&refRID=2Q3CE01QBRS5FAMZ6H6P,One Fine Day (VMC),https://www.amazon.com/One-Fine-Day-Mollie-Panter-Downes/dp/086068587X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=086068587X&pd_rd_r=2Q3CE01QBRS5FAMZ6H6P&pd_rd_w=V13Gl&pd_rd_wg=tz7qF&psc=1&refRID=2Q3CE01QBRS5FAMZ6H6P,"Good Evening, Mrs Craven: The Wartime Stories of Mollie Panter-Downes…",https://www.amazon.com/Good-Evening-Mrs-Craven-Panter-Downes/dp/1906462011/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1906462011&pd_rd_r=2Q3CE01QBRS5FAMZ6H6P&pd_rd_w=V13Gl&pd_rd_wg=tz7qF&psc=1&refRID=2Q3CE01QBRS5FAMZ6H6P,Modern Classics Hangover Square (Penguin Modern Classics),https://www.amazon.com/Modern-Classics-Hangover-Square-Penguin/dp/0141185899/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0141185899&pd_rd_r=2Q3CE01QBRS5FAMZ6H6P&pd_rd_w=V13Gl&pd_rd_wg=tz7qF&psc=1&refRID=2Q3CE01QBRS5FAMZ6H6P,,,,,
Fables for Our Time and Famous Poems Illustrated,9780809590049,https://www.goodreads.com/buy_buttons/12/follow?book_id=72997&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.76,My Life and Hard Times (Perennial Classics),https://www.amazon.com/Life-Hard-Times-Perennial-Classics/dp/0060933089/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0060933089&pd_rd_r=30HWGXYNJ8R9SNRRD9Z3&pd_rd_w=0Qqdc&pd_rd_wg=bpDxA&psc=1&refRID=30HWGXYNJ8R9SNRRD9Z3,The 13 Clocks,https://www.amazon.com/13-Clocks-James-Thurber/dp/1590172752/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1590172752&pd_rd_r=30HWGXYNJ8R9SNRRD9Z3&pd_rd_w=0Qqdc&pd_rd_wg=bpDxA&psc=1&refRID=30HWGXYNJ8R9SNRRD9Z3,,,,,,,,,,,
